geo,time,eg_elc_coal_zs
ago,1971,0
ago,1972,0
ago,1973,0
ago,1974,0
ago,1975,0
ago,1976,0
ago,1977,0
ago,1978,0
ago,1979,0
ago,1980,0
ago,1981,0
ago,1982,0
ago,1983,0
ago,1984,0
ago,1985,0
ago,1986,0
ago,1987,0
ago,1988,0
ago,1989,0
ago,1990,0
ago,1991,0
ago,1992,0
ago,1993,0
ago,1994,0
ago,1995,0
ago,1996,0
ago,1997,0
ago,1998,0
ago,1999,0
ago,2000,0
ago,2001,0
ago,2002,0
ago,2003,0
ago,2004,0
ago,2005,0
ago,2006,0
ago,2007,0
ago,2008,0
ago,2009,0
ago,2010,0
ago,2011,0
ago,2012,0
ago,2013,0
ago,2014,0
ago,2015,0
alb,1971,0
alb,1972,0
alb,1973,0
alb,1974,0
alb,1975,0
alb,1976,0
alb,1977,0
alb,1978,0
alb,1979,0
alb,1980,0
alb,1981,0
alb,1982,0
alb,1983,0
alb,1984,0
alb,1985,0
alb,1986,0
alb,1987,0
alb,1988,0
alb,1989,0
alb,1990,0
alb,1991,0
alb,1992,0
alb,1993,0
alb,1994,0
alb,1995,0
alb,1996,0
alb,1997,0
alb,1998,0
alb,1999,0
alb,2000,0
alb,2001,0
alb,2002,0
alb,2003,0
alb,2004,0
alb,2005,0
alb,2006,0
alb,2007,0
alb,2008,0
alb,2009,0
alb,2010,0
alb,2011,0
alb,2012,0
alb,2013,0
alb,2014,0
alb,2015,0
are,1971,0
are,1972,0
are,1973,0
are,1974,0
are,1975,0
are,1976,0
are,1977,0
are,1978,0
are,1979,0
are,1980,0
are,1981,0
are,1982,0
are,1983,0
are,1984,0
are,1985,0
are,1986,0
are,1987,0
are,1988,0
are,1989,0
are,1990,0
are,1991,0
are,1992,0
are,1993,0
are,1994,0
are,1995,0
are,1996,0
are,1997,0
are,1998,0
are,1999,0
are,2000,0
are,2001,0
are,2002,0
are,2003,0
are,2004,0
are,2005,0
are,2006,0
are,2007,0
are,2008,0
are,2009,0
are,2010,0
are,2011,0
are,2012,0
are,2013,0
are,2014,0
are,2015,0
arg,1971,3.08584
arg,1972,2.43025
arg,1973,2.36675
arg,1974,2.42576
arg,1975,2.21518
arg,1976,2.07506
arg,1977,1.65057
arg,1978,2.26117
arg,1979,1.80654
arg,1980,2.06266
arg,1981,2.30181
arg,1982,1.83774
arg,1983,2.09288
arg,1984,1.29209
arg,1985,1.34099
arg,1986,2.06722
arg,1987,1.95238
arg,1988,3.03564
arg,1989,1.7125
arg,1990,1.30075
arg,1991,1.72687
arg,1992,1.49246
arg,1993,1.91633
arg,1994,3.63992
arg,1995,2.84712
arg,1996,2.75091
arg,1997,2.62248
arg,1998,2.44285
arg,1999,2.61722
arg,2000,2.00315
arg,2001,1.5114
arg,2002,0.9603
arg,2003,1.01815
arg,2004,1.67524
arg,2005,2.06653
arg,2006,1.86584
arg,2007,2.1794
arg,2008,1.59288
arg,2009,1.43948
arg,2010,2.40534
arg,2011,2.83586
arg,2012,2.92051
arg,2013,2.54893
arg,2014,2.21728
arg,2015,2.02957
arm,1990,0
arm,1991,0
arm,1992,0
arm,1993,0
arm,1994,0
arm,1995,0
arm,1996,0
arm,1997,0
arm,1998,0
arm,1999,0
arm,2000,0
arm,2001,0
arm,2002,0
arm,2003,0
arm,2004,0
arm,2005,0
arm,2006,0
arm,2007,0
arm,2008,0
arm,2009,0
arm,2010,0
arm,2011,0
arm,2012,0
arm,2013,0
arm,2014,0
arm,2015,0
aus,1960,74.42305
aus,1961,72.99853
aus,1962,75.57538
aus,1963,71.85788
aus,1964,72.70755
aus,1965,70.74804
aus,1966,75.76162
aus,1967,75.66734
aus,1968,76.72046
aus,1969,76.13963
aus,1970,75.96646
aus,1971,71.03214
aus,1972,71.92667
aus,1973,74.88317
aus,1974,67.783
aus,1975,68.82263
aus,1976,68.36449
aus,1977,72.42959
aus,1978,70.74854
aus,1979,69.80682
aus,1980,73.25325
aus,1981,71.13827
aus,1982,71.06778
aus,1983,73.13324
aus,1984,73.20814
aus,1985,74.68995
aus,1986,74.064
aus,1987,76.54022
aus,1988,76.72278
aus,1989,77.28002
aus,1990,78.73508
aus,1991,80.35085
aus,1992,81.13822
aus,1993,80.43569
aus,1994,81.1203
aus,1995,80.16145
aus,1996,82.16782
aus,1997,82.96376
aus,1998,84.00002
aus,1999,82.74885
aus,2000,83.02758
aus,2001,83.28897
aus,2002,77.1086
aus,2003,77.48905
aus,2004,77.6564
aus,2005,79.52809
aus,2006,79.62162
aus,2007,77.05357
aus,2008,75.83483
aus,2009,74.89994
aus,2010,71.32764
aus,2011,67.98828
aus,2012,68.55496
aus,2013,63.71539
aus,2014,61.16433
aus,2015,62.87162
aut,1960,13.86478
aut,1961,17.37597
aut,1962,16.66474
aut,1963,17.70209
aut,1964,16.84258
aut,1965,12.04466
aut,1966,12.46653
aut,1967,12.54973
aut,1968,13.01794
aut,1969,15.58632
aut,1970,9.72373
aut,1971,13.11964
aut,1972,11.53673
aut,1973,10.31505
aut,1974,10.04341
aut,1975,8.00962
aut,1976,10.44669
aut,1977,6.6572
aut,1978,6.64862
aut,1979,5.91338
aut,1980,7.02163
aut,1981,10.32287
aut,1982,9.01622
aut,1983,10.071
aut,1984,11.30499
aut,1985,10.92771
aut,1986,9.34352
aut,1987,9.92191
aut,1988,8.27224
aut,1989,9.76503
aut,1990,14.21211
aut,1991,15.51583
aut,1992,10.19444
aut,1993,7.28037
aut,1994,7.49938
aut,1995,9.37511
aut,1996,11.60078
aut,1997,12.31391
aut,1998,9.17904
aut,1999,9.10441
aut,2000,11.2553
aut,2001,13.1544
aut,2002,12.87682
aut,2003,16.37262
aut,2004,14.70427
aut,2005,13.15924
aut,2006,14.0481
aut,2007,12.8568
aut,2008,10.7719
aut,2009,7.59244
aut,2010,9.8684
aut,2011,11.77897
aut,2012,9.08747
aut,2013,9.45624
aut,2014,7.97033
aut,2015,8.22661
aze,1990,0
aze,1991,0
aze,1992,0
aze,1993,0
aze,1994,0
aze,1995,0
aze,1996,0
aze,1997,0
aze,1998,0
aze,1999,0
aze,2000,0
aze,2001,0
aze,2002,0
aze,2003,0
aze,2004,0
aze,2005,0
aze,2006,0
aze,2007,0
aze,2008,0
aze,2009,0
aze,2010,0
aze,2011,0
aze,2012,0
aze,2013,0
aze,2014,0
aze,2015,0
bel,1960,85.35507
bel,1961,83.26783
bel,1962,83.55657
bel,1963,79.23134
bel,1964,74.31755
bel,1965,72.38371
bel,1966,69.06129
bel,1967,63.27297
bel,1968,57.96296
bel,1969,46.88839
bel,1970,33.64021
bel,1971,26.8857
bel,1972,25.55586
bel,1973,21.67918
bel,1974,26.13556
bel,1975,21.46847
bel,1976,22.50281
bel,1977,25.36218
bel,1978,26.565
bel,1979,28.21501
bel,1980,29.36279
bel,1981,34.87443
bel,1982,37.69058
bel,1983,32.14637
bel,1984,33.79959
bel,1985,26.54153
bel,1986,24.18389
bel,1987,24.16288
bel,1988,25.11892
bel,1989,26.36183
bel,1990,28.24646
bel,1991,27.02638
bel,1992,25.94034
bel,1993,26.71405
bel,1994,27.45406
bel,1995,26.2215
bel,1996,24.23008
bel,1997,20.91162
bel,1998,20.57874
bel,1999,15.02771
bel,2000,19.36622
bel,2001,16.23547
bel,2002,15.64141
bel,2003,13.89165
bel,2004,13.61066
bel,2005,12.24259
bel,2006,10.92616
bel,2007,9.51581
bel,2008,8.65607
bel,2009,6.85589
bel,2010,6.34638
bel,2011,6.11926
bel,2012,6.69558
bel,2013,6.27891
bel,2014,6.15647
bel,2015,6.10801
ben,1973,0
ben,1974,0
ben,1975,0
ben,1976,0
ben,1977,0
ben,1978,0
ben,1979,0
ben,1980,0
ben,1981,0
ben,1982,0
ben,1983,0
ben,1984,0
ben,1985,0
ben,1986,0
ben,1987,0
ben,1988,0
ben,1989,0
ben,1990,0
ben,1991,0
ben,1992,0
ben,1993,0
ben,1994,0
ben,1995,0
ben,1996,0
ben,1997,0
ben,1998,0
ben,1999,0
ben,2000,0
ben,2001,0
ben,2002,0
ben,2003,0
ben,2004,0
ben,2005,0
ben,2006,0
ben,2007,0
ben,2008,0
ben,2009,0
ben,2010,0
ben,2011,0
ben,2012,0
ben,2013,0
ben,2014,0
ben,2015,0
bgd,1971,0
bgd,1972,0
bgd,1973,0
bgd,1974,0
bgd,1975,0
bgd,1976,0
bgd,1977,0
bgd,1978,0
bgd,1979,0
bgd,1980,0
bgd,1981,0
bgd,1982,0
bgd,1983,0
bgd,1984,0
bgd,1985,0
bgd,1986,0
bgd,1987,0
bgd,1988,0
bgd,1989,0
bgd,1990,0
bgd,1991,0
bgd,1992,0
bgd,1993,0
bgd,1994,0
bgd,1995,0
bgd,1996,0
bgd,1997,0
bgd,1998,0
bgd,1999,0
bgd,2000,0
bgd,2001,0
bgd,2002,0
bgd,2003,0
bgd,2004,0
bgd,2005,0.61633
bgd,2006,0.93461
bgd,2007,2.38994
bgd,2008,3.21468
bgd,2009,2.9373
bgd,2010,1.89262
bgd,2011,1.87303
bgd,2012,1.92743
bgd,2013,2.3061
bgd,2014,1.96974
bgd,2015,1.68952
bgr,1971,81.50457
bgr,1972,81.38835
bgr,1973,77.27728
bgr,1974,70.15698
bgr,1975,64.873
bgr,1976,52.76246
bgr,1977,47.02794
bgr,1978,45.86562
bgr,1979,47.25346
bgr,1980,49.15172
bgr,1981,45.79141
bgr,1982,47.03774
bgr,1983,45.06425
bgr,1984,45.55874
bgr,1985,36.44792
bgr,1986,42.10187
bgr,1987,44.16534
bgr,1988,36.58071
bgr,1989,38.2625
bgr,1990,50.25984
bgr,1991,51.39249
bgr,1992,50.59253
bgr,1993,45.78783
bgr,1994,44.96892
bgr,1995,42.02302
bgr,1996,40.72713
bgr,1997,44.9966
bgr,1998,44.75809
bgr,1999,43.36253
bgr,2000,42.33381
bgr,2001,45.38292
bgr,2002,41.19851
bgr,2003,45.97902
bgr,2004,46.12321
bgr,2005,42.3565
bgr,2006,42.20913
bgr,2007,52.31618
bgr,2008,52.08146
bgr,2009,49.79354
bgr,2010,49.12532
bgr,2011,55.04868
bgr,2012,49.11226
bgr,2013,45.02542
bgr,2014,45.4003
bgr,2015,46.20656
bhr,1971,0
bhr,1972,0
bhr,1973,0
bhr,1974,0
bhr,1975,0
bhr,1976,0
bhr,1977,0
bhr,1978,0
bhr,1979,0
bhr,1980,0
bhr,1981,0
bhr,1982,0
bhr,1983,0
bhr,1984,0
bhr,1985,0
bhr,1986,0
bhr,1987,0
bhr,1988,0
bhr,1989,0
bhr,1990,0
bhr,1991,0
bhr,1992,0
bhr,1993,0
bhr,1994,0
bhr,1995,0
bhr,1996,0
bhr,1997,0
bhr,1998,0
bhr,1999,0
bhr,2000,0
bhr,2001,0
bhr,2002,0
bhr,2003,0
bhr,2004,0
bhr,2005,0
bhr,2006,0
bhr,2007,0
bhr,2008,0
bhr,2009,0
bhr,2010,0
bhr,2011,0
bhr,2012,0
bhr,2013,0
bhr,2014,0
bhr,2015,0
bih,1990,71.76052
bih,1991,62.7276
bih,1992,47.77011
bih,1993,28.85482
bih,1994,17.64844
bih,1995,16.40536
bih,1996,29.26431
bih,1997,46.48032
bih,1998,49.33348
bih,1999,45.10538
bih,2000,50.69518
bih,2001,50.43241
bih,2002,49.89337
bih,2003,58.83188
bih,2004,51.98774
bih,2005,51.28551
bih,2006,54.79751
bih,2007,64.72335
bih,2008,67.16589
bih,2009,59.55451
bih,2010,52.53445
bih,2011,70.7199
bih,2012,69.50007
bih,2013,58.0769
bih,2014,62.81559
bih,2015,63.97722
blr,1990,0
blr,1991,0
blr,1992,0
blr,1993,0
blr,1994,0
blr,1995,0
blr,1996,0
blr,1997,0
blr,1998,0
blr,1999,0
blr,2000,0
blr,2001,0
blr,2002,0
blr,2003,0
blr,2004,0
blr,2005,0
blr,2006,0
blr,2007,0
blr,2008,0
blr,2009,0
blr,2010,0
blr,2011,0
blr,2012,0
blr,2013,0
blr,2014,0
blr,2015,0
bol,1971,0
bol,1972,0
bol,1973,0
bol,1974,0
bol,1975,0
bol,1976,0
bol,1977,0
bol,1978,0
bol,1979,0
bol,1980,0
bol,1981,0
bol,1982,0
bol,1983,0
bol,1984,0
bol,1985,0
bol,1986,0
bol,1987,0
bol,1988,0
bol,1989,0
bol,1990,0
bol,1991,0
bol,1992,0
bol,1993,0
bol,1994,0
bol,1995,0
bol,1996,0
bol,1997,0
bol,1998,0
bol,1999,0
bol,2000,0
bol,2001,0
bol,2002,0
bol,2003,0
bol,2004,0
bol,2005,0
bol,2006,0
bol,2007,0
bol,2008,0
bol,2009,0
bol,2010,0
bol,2011,0
bol,2012,0
bol,2013,0
bol,2014,0
bol,2015,0
bra,1971,3.30373
bra,1972,3.4677
bra,1973,2.16142
bra,1974,1.83824
bra,1975,2.06119
bra,1976,1.66606
bra,1977,1.77405
bra,1978,2.71359
bra,1979,2.39797
bra,1980,2.46592
bra,1981,3.16836
bra,1982,3.07123
bra,1983,2.42717
bra,1984,2.71141
bra,1985,2.55367
bra,1986,3.05945
bra,1987,2.69806
bra,1988,2.26335
bra,1989,2.5257
bra,1990,2.13355
bra,1991,2.42558
bra,1992,2.10977
bra,1993,1.9859
bra,1994,1.93431
bra,1995,2.00362
bra,1996,2.09285
bra,1997,2.39787
bra,1998,2.19302
bra,1999,2.93742
bra,2000,3.1544
bra,2001,3.39809
bra,2002,2.66265
bra,2003,2.49575
bra,2004,2.73117
bra,2005,2.66529
bra,2006,2.50395
bra,2007,2.26846
bra,2008,2.60783
bra,2009,2.0986
bra,2010,2.19837
bra,2011,2.32794
bra,2012,2.59164
bra,2013,3.81302
bra,2014,4.52958
bra,2015,4.72241
brn,1971,0
brn,1972,0
brn,1973,0
brn,1974,0
brn,1975,0
brn,1976,0
brn,1977,0
brn,1978,0
brn,1979,0
brn,1980,0
brn,1981,0
brn,1982,0
brn,1983,0
brn,1984,0
brn,1985,0
brn,1986,0
