geo,time,income_groups
abw,1987,high_income
abw,1988,high_income
abw,1989,high_income
abw,1990,high_income
abw,1991,upper_middle_income
abw,1992,upper_middle_income
abw,1993,upper_middle_income
abw,1994,high_income
abw,1995,high_income
abw,1996,high_income
abw,1997,high_income
abw,1998,high_income
abw,1999,high_income
abw,2000,high_income
abw,2001,high_income
abw,2002,high_income
abw,2003,high_income
abw,2004,high_income
abw,2005,high_income
abw,2006,high_income
abw,2007,high_income
abw,2008,high_income
abw,2009,high_income
abw,2010,high_income
abw,2011,high_income
abw,2012,high_income
abw,2013,high_income
abw,2014,high_income
abw,2015,high_income
abw,2016,high_income
abw,2017,high_income
abw,2018,high_income
abw,2019,high_income
afg,1987,low_income
afg,1988,low_income
afg,1989,low_income
afg,1990,low_income
afg,1991,low_income
afg,1992,low_income
afg,1993,low_income
afg,1994,low_income
afg,1995,low_income
afg,1996,low_income
afg,1997,low_income
afg,1998,low_income
afg,1999,low_income
afg,2000,low_income
afg,2001,low_income
afg,2002,low_income
afg,2003,low_income
afg,2004,low_income
afg,2005,low_income
afg,2006,low_income
afg,2007,low_income
afg,2008,low_income
afg,2009,low_income
afg,2010,low_income
afg,2011,low_income
afg,2012,low_income
afg,2013,low_income
afg,2014,low_income
afg,2015,low_income
afg,2016,low_income
afg,2017,low_income
afg,2018,low_income
afg,2019,low_income
ago,1988,lower_middle_income
ago,1989,lower_middle_income
ago,1990,lower_middle_income
ago,1991,lower_middle_income
ago,1992,lower_middle_income
ago,1993,lower_middle_income
ago,1994,lower_middle_income
ago,1995,low_income
ago,1996,low_income
ago,1997,low_income
ago,1998,low_income
ago,1999,low_income
ago,2000,low_income
ago,2001,low_income
ago,2002,low_income
ago,2003,low_income
ago,2004,lower_middle_income
ago,2005,lower_middle_income
ago,2006,lower_middle_income
ago,2007,lower_middle_income
ago,2008,lower_middle_income
ago,2009,lower_middle_income
ago,2010,lower_middle_income
ago,2011,upper_middle_income
ago,2012,upper_middle_income
ago,2013,upper_middle_income
ago,2014,upper_middle_income
ago,2015,upper_middle_income
ago,2016,lower_middle_income
ago,2017,lower_middle_income
ago,2018,lower_middle_income
ago,2019,lower_middle_income
alb,1990,lower_middle_income
alb,1991,lower_middle_income
alb,1992,lower_middle_income
alb,1993,low_income
alb,1994,low_income
alb,1995,low_income
alb,1996,lower_middle_income
alb,1997,low_income
alb,1998,lower_middle_income
alb,1999,lower_middle_income
alb,2000,lower_middle_income
alb,2001,lower_middle_income
alb,2002,lower_middle_income
alb,2003,lower_middle_income
alb,2004,lower_middle_income
alb,2005,lower_middle_income
alb,2006,lower_middle_income
alb,2007,lower_middle_income
alb,2008,lower_middle_income
alb,2009,upper_middle_income
alb,2010,upper_middle_income
alb,2011,lower_middle_income
alb,2012,upper_middle_income
alb,2013,upper_middle_income
alb,2014,upper_middle_income
alb,2015,upper_middle_income
alb,2016,upper_middle_income
alb,2017,upper_middle_income
alb,2018,upper_middle_income
alb,2019,upper_middle_income
and,1990,high_income
and,1991,high_income
and,1992,high_income
and,1993,high_income
and,1994,high_income
and,1995,high_income
and,1996,high_income
and,1997,high_income
and,1998,high_income
and,1999,high_income
and,2000,high_income
and,2001,high_income
and,2002,high_income
and,2003,high_income
and,2004,high_income
and,2005,high_income
and,2006,high_income
and,2007,high_income
and,2008,high_income
and,2009,high_income
and,2010,high_income
and,2011,high_income
and,2012,high_income
and,2013,high_income
and,2014,high_income
and,2015,high_income
and,2016,high_income
and,2017,high_income
and,2018,high_income
and,2019,high_income
ant,1987,upper_middle_income
ant,1988,upper_middle_income
ant,1989,upper_middle_income
ant,1990,upper_middle_income
ant,1991,upper_middle_income
ant,1992,upper_middle_income
ant,1993,upper_middle_income
ant,1994,high_income
ant,1995,high_income
ant,1996,high_income
ant,1997,high_income
ant,1998,high_income
ant,1999,high_income
ant,2000,high_income
ant,2001,high_income
ant,2002,high_income
ant,2003,high_income
ant,2004,high_income
ant,2005,high_income
ant,2006,high_income
ant,2007,high_income
ant,2008,high_income
ant,2009,high_income
are,1987,high_income
are,1988,high_income
are,1989,high_income
are,1990,high_income
are,1991,high_income
are,1992,high_income
are,1993,high_income
are,1994,high_income
are,1995,high_income
are,1996,high_income
are,1997,high_income
are,1998,high_income
are,1999,high_income
are,2000,high_income
are,2001,high_income
are,2002,high_income
are,2003,high_income
are,2004,high_income
are,2005,high_income
are,2006,high_income
are,2007,high_income
are,2008,high_income
are,2009,high_income
are,2010,high_income
are,2011,high_income
are,2012,high_income
are,2013,high_income
are,2014,high_income
are,2015,high_income
are,2016,high_income
are,2017,high_income
are,2018,high_income
are,2019,high_income
arg,1987,upper_middle_income
arg,1988,upper_middle_income
arg,1989,lower_middle_income
arg,1990,lower_middle_income
arg,1991,upper_middle_income
arg,1992,upper_middle_income
arg,1993,upper_middle_income
arg,1994,upper_middle_income
arg,1995,upper_middle_income
arg,1996,upper_middle_income
arg,1997,upper_middle_income
arg,1998,upper_middle_income
arg,1999,upper_middle_income
arg,2000,upper_middle_income
arg,2001,upper_middle_income
arg,2002,upper_middle_income
arg,2003,upper_middle_income
arg,2004,upper_middle_income
arg,2005,upper_middle_income
arg,2006,upper_middle_income
arg,2007,upper_middle_income
arg,2008,upper_middle_income
arg,2009,upper_middle_income
arg,2010,upper_middle_income
arg,2011,upper_middle_income
arg,2012,upper_middle_income
arg,2013,upper_middle_income
arg,2014,high_income
arg,2015,upper_middle_income
arg,2016,upper_middle_income
arg,2017,high_income
arg,2018,upper_middle_income
arg,2019,upper_middle_income
arm,1991,lower_middle_income
arm,1992,lower_middle_income
arm,1993,low_income
arm,1994,low_income
arm,1995,low_income
arm,1996,low_income
arm,1997,low_income
arm,1998,low_income
arm,1999,low_income
arm,2000,low_income
arm,2001,low_income
arm,2002,lower_middle_income
arm,2003,lower_middle_income
arm,2004,lower_middle_income
arm,2005,lower_middle_income
arm,2006,lower_middle_income
arm,2007,lower_middle_income
arm,2008,lower_middle_income
arm,2009,lower_middle_income
arm,2010,lower_middle_income
arm,2011,lower_middle_income
arm,2012,lower_middle_income
arm,2013,lower_middle_income
arm,2014,lower_middle_income
arm,2015,lower_middle_income
arm,2016,lower_middle_income
arm,2017,upper_middle_income
arm,2018,upper_middle_income
arm,2019,upper_middle_income
asm,1987,high_income
asm,1988,high_income
asm,1989,high_income
asm,1990,upper_middle_income
asm,1991,upper_middle_income
asm,1992,upper_middle_income
asm,1993,upper_middle_income
asm,1994,upper_middle_income
asm,1995,upper_middle_income
asm,1996,upper_middle_income
asm,1997,upper_middle_income
asm,1998,upper_middle_income
asm,1999,upper_middle_income
asm,2000,upper_middle_income
asm,2001,upper_middle_income
asm,2002,upper_middle_income
asm,2003,upper_middle_income
asm,2004,upper_middle_income
asm,2005,upper_middle_income
asm,2006,upper_middle_income
asm,2007,upper_middle_income
asm,2008,upper_middle_income
asm,2009,upper_middle_income
asm,2010,upper_middle_income
asm,2011,upper_middle_income
asm,2012,upper_middle_income
asm,2013,upper_middle_income
asm,2014,upper_middle_income
asm,2015,upper_middle_income
asm,2016,upper_middle_income
asm,2017,upper_middle_income
asm,2018,upper_middle_income
asm,2019,upper_middle_income
atg,1987,upper_middle_income
atg,1988,upper_middle_income
atg,1989,upper_middle_income
atg,1990,upper_middle_income
atg,1991,upper_middle_income
atg,1992,upper_middle_income
atg,1993,upper_middle_income
atg,1994,upper_middle_income
atg,1995,upper_middle_income
atg,1996,upper_middle_income
atg,1997,upper_middle_income
atg,1998,upper_middle_income
atg,1999,upper_middle_income
atg,2000,upper_middle_income
atg,2001,upper_middle_income
atg,2002,high_income
atg,2003,upper_middle_income
atg,2004,upper_middle_income
atg,2005,high_income
atg,2006,high_income
atg,2007,high_income
atg,2008,high_income
atg,2009,upper_middle_income
atg,2010,upper_middle_income
atg,2011,upper_middle_income
atg,2012,high_income
atg,2013,high_income
atg,2014,high_income
atg,2015,high_income
atg,2016,high_income
atg,2017,high_income
atg,2018,high_income
atg,2019,high_income
aus,1987,high_income
aus,1988,high_income
aus,1989,high_income
aus,1990,high_income
aus,1991,high_income
aus,1992,high_income
aus,1993,high_income
aus,1994,high_income
aus,1995,high_income
aus,1996,high_income
aus,1997,high_income
aus,1998,high_income
aus,1999,high_income
aus,2000,high_income
aus,2001,high_income
aus,2002,high_income
aus,2003,high_income
aus,2004,high_income
aus,2005,high_income
aus,2006,high_income
aus,2007,high_income
aus,2008,high_income
aus,2009,high_income
aus,2010,high_income
aus,2011,high_income
aus,2012,high_income
aus,2013,high_income
aus,2014,high_income
aus,2015,high_income
aus,2016,high_income
aus,2017,high_income
aus,2018,high_income
aus,2019,high_income
aut,1987,high_income
aut,1988,high_income
aut,1989,high_income
aut,1990,high_income
aut,1991,high_income
aut,1992,high_income
aut,1993,high_income
aut,1994,high_income
aut,1995,high_income
aut,1996,high_income
aut,1997,high_income
aut,1998,high_income
aut,1999,high_income
aut,2000,high_income
aut,2001,high_income
aut,2002,high_income
aut,2003,high_income
aut,2004,high_income
aut,2005,high_income
aut,2006,high_income
aut,2007,high_income
aut,2008,high_income
aut,2009,high_income
aut,2010,high_income
aut,2011,high_income
aut,2012,high_income
aut,2013,high_income
aut,2014,high_income
aut,2015,high_income
aut,2016,high_income
aut,2017,high_income
aut,2018,high_income
aut,2019,high_income
