geo,time,ny_gdp_disc_kn
kir,2014,-8093543
kir,2015,-12599370
kir,2016,-11545242
kir,2017,-10908476
kir,2018,-24165806
kor,2015,100000000
kor,2016,327200000000
kor,2017,2091700000000
kor,2018,1385200000000
kor,2019,789500000000
kor,2020,2748000000000
kos,2008,-1000
kos,2009,0
kos,2010,-4120800
kos,2011,-21251600
kos,2012,-25841300
kos,2013,-35801900
kos,2014,-32083300
kos,2015,-58399200
kos,2016,-71737000
kos,2017,-99284300
kos,2018,-97684000
kos,2019,-119102200
kos,2020,-64390300
kwt,2010,100000
kwt,2011,100000
kwt,2012,-100000
kwt,2013,-100000
kwt,2014,0
kwt,2015,100000
kwt,2016,0
kwt,2017,100000
kwt,2018,-460644199.91943
kwt,2019,-73552217.34781
lao,2012,-139644000
lao,2013,1112762500
lao,2014,-171684700
lao,2015,-1000000100
lao,2016,-999999999.99609
lbn,2010,0.40625
lbn,2011,0.19922
lbn,2012,171924565554.30899
lbn,2013,117015392057.506
lbn,2014,312982075489.89801
lbn,2015,299811661657
lbn,2016,674267503335.8009
lbn,2017,752755517150.79712
lbn,2018,1152334490684.20996
lbn,2019,1110923038723.1001
lbn,2020,-1102978517900
lka,2010,472900
lka,2011,185000
lka,2012,-294700
lka,2013,-99.99976
lka,2014,-100
lka,2015,100
lka,2016,100
lka,2017,0
lka,2018,100
lka,2019,100
lka,2020,0
lso,2012,-400
lso,2013,600
lso,2014,-200
lso,2015,735100
lso,2016,-9525800
lso,2017,-700
lso,2018,-800
lso,2019,-500
ltu,1995,0
ltu,1996,0
ltu,1997,0
ltu,1998,0
ltu,1999,0
ltu,2000,0
ltu,2001,0
ltu,2002,0
ltu,2003,0
ltu,2004,0
ltu,2005,0
ltu,2006,0
ltu,2007,0
ltu,2008,0
ltu,2009,0
ltu,2010,0
ltu,2011,0
ltu,2012,0
ltu,2013,0
ltu,2014,0
ltu,2015,0
ltu,2016,0
ltu,2017,0
ltu,2018,0
ltu,2019,0
ltu,2020,0
lux,1970,0
lux,1971,0
lux,1972,0
lux,1973,0
lux,1974,0
lux,1975,0
lux,1976,0
lux,1977,0
lux,1978,0
lux,1979,0
lux,1980,0
lux,1981,0
lux,1982,0
lux,1983,0
lux,1984,0
lux,1985,0
lux,1986,0
lux,1987,0
lux,1988,0
lux,1989,0
lux,1990,0
lux,1991,0
lux,1992,0
lux,1993,0
lux,1994,0
lux,1995,0
lux,1996,0
lux,1997,0
lux,1998,0
lux,1999,0
lux,2000,0
lux,2001,0
lux,2002,0
lux,2003,0
lux,2004,0
lux,2005,0
lux,2006,0
lux,2007,0
lux,2008,0
lux,2009,0
lux,2010,0
lux,2011,0
lux,2012,0
lux,2013,0
lux,2014,0
lux,2015,0
lux,2016,0
lux,2017,0
lux,2018,0
lux,2019,0
lux,2020,0
lva,1995,0
lva,1996,0
lva,1997,0
lva,1998,0
lva,1999,0
lva,2000,0
lva,2001,0
lva,2002,0
lva,2003,0
lva,2004,0
lva,2005,0
lva,2006,0
lva,2007,0
lva,2008,0
lva,2009,0
lva,2010,0
lva,2011,0
lva,2012,0
lva,2013,0
lva,2014,0
lva,2015,0
lva,2016,0
lva,2017,0
lva,2018,0
lva,2019,0
lva,2020,0
mac,2019,-1000000
mac,2020,-1000000
mar,2007,13100
mar,2008,0
mar,2009,-1245707900
mar,2010,105648000
mar,2011,-90468300
mar,2012,169476100
mar,2013,736285700
mar,2014,1943449500
mar,2015,3953633600
mar,2016,2534279400
mar,2017,3958470000
mar,2018,4413295000
mar,2019,5869165800
mar,2020,5210759400
mco,2010,4191775700.93458
mco,2011,4485200000
mco,2012,4530600000
mco,2013,4964400000
mco,2014,5321300000
mco,2015,5580100000
mco,2016,5772700000
mco,2017,5570600000
mco,2018,5902400000
mco,2019,6310000000
mco,2020,5568400000
mda,2010,-1000
mda,2011,-1000
mda,2012,70043700
mda,2013,-196101200
mda,2014,-208854100
mda,2015,-534691599.99999
mda,2016,-753126900
mda,2017,-663234900
mda,2018,-524411000
mda,2019,-0.36351
mda,2020,0.04041
mdg,2008,-1023624.82715
mdg,2009,-977242.82276
mdg,2010,653510.78194
mdg,2011,273710.84597
mdg,2012,567590.9603
mdg,2013,-1263658.75173
mdg,2014,-1152587.97072
mdg,2015,-790899.99851
mdg,2016,-826300.00263
mdg,2017,-2534600.00176
mdg,2018,-298073757899.99799
mdg,2019,-714284517600.00195
mdg,2020,-429415082599.99695
mdv,2014,746500
mdv,2015,-100
mdv,2016,100.00001
mdv,2017,0
mdv,2018,0
mdv,2019,0
mdv,2020,100
mex,2013,0
mex,2014,80248222000
mex,2015,-270660000
mex,2016,-78095393000
mex,2017,88408003000
mex,2018,130689933000
mex,2019,134352505000
mex,2020,24674176000
mkd,2005,1000000
mkd,2006,1000000
mkd,2007,-134000000
mkd,2008,-643000000
mkd,2009,457000000
mkd,2010,624000000
mkd,2011,1347000000
mkd,2012,-1098000000
mkd,2013,-784000000
mkd,2014,-1714000000
mkd,2015,-1779000000
mkd,2016,-1444000000
mkd,2017,-372000000
mkd,2018,1754000000
mkd,2019,4182000000
mkd,2020,1287000000
mli,1999,0
mli,2000,0
mli,2001,100
mli,2002,100
mli,2003,-100
mli,2004,0
mli,2005,449700
mli,2006,470600
mli,2007,487200
mli,2008,-7141200
mli,2009,4285364800
mli,2010,998920200
mli,2011,21538300
mli,2012,-100
mli,2013,0
mli,2014,0
mli,2015,100.00049
mli,2016,-100
mli,2017,0
mli,2018,0
mli,2019,0
mli,2020,0
mlt,2020,-11112286.78588
mmr,2016,-256828649999.99496
mmr,2017,-280265356799.99701
mmr,2018,-341800300000.00403
mmr,2019,-391194499999.99298
mmr,2020,-49723789800.0069
mne,2010,0
mne,2011,0
mne,2012,1362000
mne,2013,1210000
mne,2014,-134000
mne,2015,-404000
mne,2016,-4141000
mne,2017,-5877000
mne,2018,-5805000
mne,2019,-6344000
mne,2020,-5429000
moz,2014,-0.00006
moz,2015,-100
moz,2016,0
moz,2017,0
moz,2018,0
moz,2019,0
moz,2020,0
mrt,2014,0
mrt,2015,0
mrt,2016,0
mrt,2017,100
mrt,2018,0
mrt,2019,100
mrt,2020,0
mus,2006,18446534012
mus,2007,19733480824
mus,2008,19511809896
mus,2009,2584719998
mus,2010,3188308666
mus,2011,9683513871
mus,2012,10626553132
mus,2013,25854779919
mus,2014,30004724034
mus,2015,48872809454
mus,2016,63048906433
mus,2017,71822143813
mus,2018,65317420499
mus,2019,75606601485
mus,2020,82492602180
mys,2015,-1000
mys,2016,0
mys,2017,-1135000
mys,2018,-332000
mys,2019,0
mys,2020,0
nam,2015,-2000
nam,2016,300
nam,2017,-4800
nam,2018,500
nam,2019,9000
nam,2020,6800.00002
ner,2015,0
ner,2016,368500
ner,2017,-498700
ner,2018,71400
ner,2019,209900.00024
ner,2020,65700
nga,2010,-857086130000
nga,2011,-669310135000
nga,2012,-726256445900
nga,2013,-100
nga,2014,-4800
nga,2015,-100
nga,2016,-100
nga,2017,0
nga,2018,-300
nga,2019,-100
nga,2020,-100
nld,1969,3600025400
nld,1970,3721940000
nld,1971,3848490000
nld,1972,6635414000
nld,1973,6097228000
nld,1974,4020324000
nld,1975,3667461000
nld,1976,2863137000
nld,1977,4769061000
nld,1978,6037761000
nld,1979,6134626000
nld,1980,-171000
nld,1981,-170000
nld,1982,-167000
nld,1983,-171000
nld,1984,-176000
nld,1985,-181000
nld,1986,-186000
nld,1987,-189000
nld,1988,-196000
nld,1989,-726000
nld,1990,-371000
nld,1991,23000
nld,1992,-1000
nld,1993,-282000
nld,1994,-254000
nld,1995,0
nld,1996,0
nld,1997,0
nld,1998,0
nld,1999,0
nld,2000,0
nld,2001,0
nld,2002,0
nld,2003,0
nld,2004,0
nld,2005,0
nld,2006,0
nld,2007,0
nld,2008,0
nld,2009,0
nld,2010,0
nld,2011,0
nld,2012,0
nld,2013,0
nld,2014,0
nld,2015,0
nld,2016,0
nld,2017,0
nld,2018,0
nld,2019,0
nld,2020,0
nor,1970,0
nor,1971,0
nor,1972,0
nor,1973,0
nor,1974,0
nor,1975,0
nor,1976,0
nor,1977,0
nor,1978,0
nor,1979,0
nor,1980,0
nor,1981,0
nor,1982,0
nor,1983,0
nor,1984,0
nor,1985,0
nor,1986,0
nor,1987,0
nor,1988,0
nor,1989,0
nor,1990,0
nor,1991,0
nor,1992,0
nor,1993,0
nor,1994,0
nor,1995,0
nor,1996,0
nor,1997,0
nor,1998,0
nor,1999,0
nor,2000,0
nor,2001,0
nor,2002,0
nor,2003,0
nor,2004,0
nor,2005,0
nor,2006,0
nor,2007,0
nor,2008,0
nor,2009,0
nor,2010,0
nor,2011,0
nor,2012,0
nor,2013,0
nor,2014,0
nor,2015,0
nor,2016,0
nor,2017,0
nor,2018,0
nor,2019,0
nor,2020,0
nzl,1977,-305843000
nzl,1978,-306679000
nzl,1979,-312551000
nzl,1980,-316973000
nzl,1981,-330566000
nzl,1982,-334141000
nzl,1983,-346392000
nzl,1984,-362803000
nzl,1985,-368923000
nzl,1986,7026589000
nzl,1987,6281466000
nzl,1988,3430535000
nzl,1989,2997764000
nzl,1990,2397174000
nzl,1991,3019092000
nzl,1992,2846896000
nzl,1993,2856266000
nzl,1994,2839968000
nzl,1995,3185958000
nzl,1996,3688522000
nzl,1997,2351054000
nzl,1998,1952767000
nzl,1999,2449247000
nzl,2000,3556586000
nzl,2001,3068462000
nzl,2002,2544374000
nzl,2003,2650271000
nzl,2004,4214444000
nzl,2005,4309856000
nzl,2006,5197837000
nzl,2007,3697751000
nzl,2008,4876960000
nzl,2009,193676000
nzl,2010,1552524000
nzl,2011,714529000
nzl,2012,-85362000
nzl,2013,1333111000
nzl,2014,1717010000
nzl,2015,0
nzl,2016,-167212000
nzl,2017,-2268675000
nzl,2018,-4915647000
nzl,2019,-6185790000
nzl,2020,7000
omn,2010,207331142.55618
omn,2011,0
omn,2012,100000
omn,2013,100000
omn,2014,0
omn,2015,0
omn,2016,-0.00001
omn,2017,0
omn,2018,-200000
omn,2019,-100000
omn,2020,0
pan,2007,-62415770
pan,2008,-64057109
pan,2009,-63560951
pan,2010,97736465
pan,2011,93514146
pan,2012,-4105797
pan,2013,-59655901
pan,2014,-138096264
pan,2015,-301921292
pan,2016,-442445994
pan,2017,-538080075
pan,2018,-528313844
pan,2019,-569137889
per,2007,0
per,2008,0
per,2009,0
per,2010,0
per,2011,0
per,2012,0
per,2013,0
per,2014,0
per,2015,0
per,2016,0
per,2017,0
per,2018,0
per,2019,0
per,2020,0
phl,2018,0
phl,2019,-0.00559
phl,2020,0
pol,2015,0
pol,2016,0
pol,2017,348000000
pol,2018,379000000
pol,2019,717000000
pol,2020,1714000000
prt,1970,0
prt,1971,0
prt,1972,0
prt,1973,0
prt,1974,0
prt,1975,0
prt,1976,0
prt,1977,0
prt,1978,0
prt,1979,0
prt,1980,0
prt,1981,0
prt,1982,0
prt,1983,0
prt,1984,0
prt,1985,0
prt,1986,0
prt,1987,0
prt,1988,0
prt,1989,0
prt,1990,0
prt,1991,0
prt,1992,0
prt,1993,0
prt,1994,0
prt,1995,0
prt,1996,0
prt,1997,0
prt,1998,0
prt,1999,0
prt,2000,0
prt,2001,0
prt,2002,0
prt,2003,0
prt,2004,0
prt,2005,0
prt,2006,0
prt,2007,0
prt,2008,0
prt,2009,0
prt,2010,0
prt,2011,0
prt,2012,0
prt,2013,0
prt,2014,0
prt,2015,0
prt,2016,0
prt,2017,0
prt,2018,0
prt,2019,0
prt,2020,0
pry,2014,100
pry,2015,-99.98438
pry,2016,0
pry,2017,0
pry,2018,0
pry,2019,0
pry,2020,0
pse,2015,25400000
pse,2016,-228500000
pse,2017,132000000
pse,2018,145000000
pse,2019,68700000
pse,2020,-127700000
qat,2018,19.91901
qat,2019,-0.29401
qat,2020,0.16205
rwa,2017,-1000000
rwa,2018,1000000
rwa,2019,1000000
rwa,2020,1000000
sau,2010,0
sau,2011,-368600
sau,2012,93400
sau,2013,-509300
sau,2014,-621300
sau,2015,-280000
sau,2016,-1290100
sau,2017,-613800
sau,2018,-328300
sau,2019,-100
sau,2020,50462.99207
sdn,1996,1269328546.69038
sdn,1997,1868510828.51453
sdn,1998,1570665570.40849
sdn,1999,768532785.18636
sdn,2000,1678259841.67453
sdn,2001,987003735.93269
sdn,2002,878947634.54433
sdn,2003,1083145430.33249
sdn,2004,1502088550.44266
sdn,2005,1624717608.32238
sdn,2006,179500
sdn,2007,290900
sdn,2008,494300
sdn,2009,147900
sdn,2010,-244300
sdn,2011,-384700
sdn,2012,-73900
sdn,2013,316200
sdn,2014,-21900
sdn,2015,227000
sdn,2016,-1900
sdn,2017,-152600
sdn,2018,158700
sdn,2019,344300
sdn,2020,417800
sen,2014,0
sen,2015,0
sen,2016,0
sen,2017,100
sen,2018,0
sen,2019,-100
sen,2020,0
slb,2012,-1000000
slb,2013,-1000000
slb,2014,0
slb,2015,-1000000
slb,2016,1000000
slb,2017,0
slb,2018,-1000000
slb,2019,-1000000
slb,2020,0
sle,2006,66570173700
sle,2007,76132220300
sle,2008,79207611000
sle,2009,-176391900
sle,2010,-339842700
sle,2011,100
sle,2012,0
sle,2013,0
sle,2014,0
sle,2015,-10971972700
sle,2016,-32756593300
sle,2017,0
sle,2018,-1000000
sle,2019,0
sle,2020,0
slv,2014,-21860000
slv,2015,-139323500
slv,2016,-147228700
slv,2017,-182711800
slv,2018,-77158500
slv,2019,-553079900
slv,2020,14482800
som,2017,129560383940000
som,2018,139509170093827
som,2019,150783520000000
som,2020,154462956000000
srb,2015,0
srb,2016,-0.00024
srb,2017,0
srb,2018,0.00012
srb,2019,0
srb,2020,0
ssd,2009,-388000000
ssd,2010,9000000
ssd,2011,5000000
ssd,2012,9000000
ssd,2013,9000000
ssd,2014,0
ssd,2015,0
svk,1992,0
svk,1993,0
svk,1994,0
svk,1995,0
svk,1996,0
svk,1997,0
svk,1998,0
svk,1999,0
svk,2000,0
svk,2001,0
svk,2002,0
svk,2003,0
svk,2004,0
svk,2005,0
svk,2006,0
svk,2007,0
svk,2008,0
svk,2009,0
svk,2010,0
svk,2011,0
svk,2012,0
svk,2013,0
svk,2014,0
svk,2015,0
svk,2016,0
svk,2017,0
svk,2018,0
svk,2019,0
svk,2020,0
svn,1995,0
svn,1996,0
svn,1997,0
svn,1998,0
svn,1999,0
svn,2000,0
svn,2001,0
svn,2002,0
svn,2003,0
svn,2004,0
svn,2005,0
svn,2006,0
svn,2007,0
svn,2008,0
svn,2009,0
svn,2010,0
svn,2011,0
svn,2012,0
svn,2013,0
svn,2014,0
svn,2015,0
svn,2016,0
svn,2017,0
svn,2018,0
svn,2019,0
svn,2020,0
swe,1960,0
swe,1961,0
swe,1962,0
swe,1963,0
swe,1964,0
swe,1965,0
swe,1966,0
swe,1967,0
swe,1968,0
swe,1969,0
swe,1970,0
swe,1971,0
swe,1972,0
swe,1973,0
swe,1974,0
swe,1975,0
swe,1976,0
swe,1977,0
swe,1978,0
swe,1979,0
swe,1980,0
swe,1981,0
swe,1982,0
swe,1983,0
swe,1984,0
swe,1985,0
swe,1986,0
swe,1987,0
swe,1988,0
swe,1989,0
swe,1990,0
swe,1991,0
swe,1992,0
swe,1993,0
swe,1994,0
swe,1995,0
swe,1996,0
swe,1997,0
swe,1998,0
swe,1999,0
swe,2000,0
swe,2001,0
swe,2002,0
swe,2003,0
swe,2004,0
swe,2005,0
swe,2006,0
swe,2007,0
swe,2008,0
swe,2009,0
swe,2010,0
swe,2011,0
swe,2012,0
swe,2013,0
swe,2014,0
swe,2015,0
swe,2016,0
swe,2017,0
swe,2018,0
swe,2019,0
swe,2020,0
swz,2011,104985800
swz,2012,47499900
swz,2013,2101155200
swz,2014,47978400
swz,2015,442400500
swz,2016,1355397600
swz,2017,1194483900
swz,2018,1858691300
swz,2019,1264117900
swz,2020,438553300
sxm,2011,100000
syc,2006,166808500
syc,2012,194404600
syc,2013,191023300
syc,2014,-943965600
syc,2015,-1079334000
syc,2016,-892808600
syc,2017,-1384059300
tcd,2005,100
tcd,2007,-332700
tcd,2008,470400
tcd,2009,-207012100
tcd,2010,-297700
tcd,2011,-555900
tcd,2012,100000
tcd,2013,700000
tcd,2014,0
tcd,2015,-2911600000
tcd,2016,2024200
tcd,2017,-1000000
tcd,2018,-226600
tcd,2019,157900
tcd,2020,-128800
tgo,2016,0
tgo,2017,0
tgo,2018,340000
tgo,2019,-430000
tgo,2020,1650000
tha,2002,121402000000
tha,2003,128240000000
tjk,2000,159370500
tjk,2001,221774400
tjk,2002,369696600
tjk,2003,418534400
tjk,2004,562651100
tjk,2005,1062046600
tjk,2006,897499300
tjk,2007,997580900
tjk,2008,1219865100
tjk,2009,1182739100
tjk,2010,898166000
tjk,2011,1065234100
tkm,2005,1507932700
tkm,2006,11982998200
tkm,2007,22013000000
tkm,2008,25248911000
tkm,2009,26789094600
tkm,2010,29253691300
tkm,2011,33553983900
tls,2015,0
tls,2016,-100
tls,2017,0
tls,2018,-100
tls,2019,-100
tls,2020,-16949900
tun,2010,3787180326.93175
tun,2011,5136470184.97152
tun,2012,4254662087.18886
tun,2013,170411129.28243
tun,2014,396419508.54045
tun,2015,-5.32795
tun,2016,-446843.9568
tun,2017,-3191752530.39223
tun,2018,-2494201652.19972
tun,2019,96509059673.91449
tun,2020,87647238227.69078
tza,2015,0
tza,2016,0
tza,2017,100
tza,2018,1490028868700
tza,2019,1817151100100
tza,2020,966229400
ukr,2016,0
ukr,2017,0
ukr,2018,1770982845
ukr,2019,8360165716
ukr,2020,24508155000
ury,2016,100
ury,2017,0
ury,2018,0
ury,2019,0.00003
ury,2020,0
usa,1970,-3285918000
usa,1971,-3394134000
usa,1972,-3572630000
usa,1973,-3774329000
usa,1974,-3753928000
usa,1975,-3746215000
usa,1976,-3948066000
usa,1977,-4130631000
usa,1978,-4359274000
usa,1979,-4497295000
usa,1980,-4485748000
usa,1981,-4599584000
usa,1982,-4516659000
usa,1983,-4723698000
usa,1984,-5065535000
usa,1985,-5276751000
usa,1986,-5459465000
usa,1987,-5648322000
usa,1988,-5884256000
usa,1989,-6100364000
usa,1990,-6215414000
usa,1991,-6208685000
usa,1992,-6427383000
usa,1993,-6604251000
usa,1994,-6870322000
usa,1995,-7054736000
usa,1996,-7320880000
usa,1997,-15199288000
usa,1998,-15878846000
usa,1999,-21837318000
usa,2000,-16087432000
usa,2001,-10196537000
usa,2002,-4021179000
usa,2003,5043386000
usa,2004,-2555087000
usa,2005,1876851000
usa,2006,13187932000
usa,2007,-8104386000
usa,2008,-50419825000
usa,2009,-38801484000
usa,2010,-62940039000
usa,2011,-63762126000
usa,2012,-70377268000
usa,2013,-71638807000
usa,2014,-32168655000
usa,2015,32277569000
usa,2016,40831659000
usa,2017,56036838000
usa,2018,72404390000
usa,2019,49095199000
usa,2020,47423973000
ven,2011,0
vnm,2010,-770331392800.33105
vnm,2011,21844969247099.89453
vnm,2012,-64322787559100.20312
vnm,2013,-70636959532099.70312
vnm,2014,-74346611485300.09375
vnm,2015,-4071000000000
vnm,2016,-5689000000000
vnm,2017,-1557000000000
vnm,2018,-58859000000000
vnm,2019,50979000000000
vnm,2020,14410000000000
vut,2006,655000000
vut,2007,6245000000
vut,2008,215000000
vut,2009,-3240000000
vut,2010,-3084000000
vut,2011,-1068000000
vut,2012,1346000000
vut,2013,-1303000000
vut,2014,652000000
vut,2015,-754000000
vut,2016,-560000000
vut,2017,-1042000000
vut,2018,-971000000
vut,2019,0
vut,2020,-1000000
zaf,2015,-138100
zaf,2016,4301884100
zaf,2017,9367420700
zaf,2018,10308494000
zaf,2019,13009389100
zaf,2020,10999883499.9999
zmb,2010,115400
zwe,2012,0
zwe,2013,-100
zwe,2014,0
zwe,2015,0
zwe,2016,0
zwe,2017,0
zwe,2018,100
