geo,time,se_prm_enrl_tc_zs
smr,1981,10.4069
smr,1982,9.3
smr,1983,9.10366
smr,1984,8.82424
smr,1985,8.42105
smr,1986,8.93038
smr,1987,7.97076
smr,1988,7
smr,1989,6.69841
smr,1990,6.16583
smr,1991,5.82692
smr,1992,5.50459
smr,1993,5.38462
smr,1994,5.3242
smr,1996,5.22581
smr,1997,5.29412
smr,2000,5.36052
smr,2004,6.33772
smr,2008,6.34274
smr,2009,6.22222
smr,2010,6.46311
smr,2011,6.40574
smr,2012,6.27092
smr,2018,6.93061
som,1971,43.54027
som,1972,45.13945
som,1973,44.15335
som,1974,47.237
som,1976,56.79575
som,1977,35.01988
som,1978,27.23356
som,1979,32.39786
som,1980,31.1905
som,2007,35.51919
srb,2007,17.04045
srb,2008,16.58853
srb,2009,16.18402
srb,2010,16.35445
srb,2011,15.48102
srb,2012,15.63411
srb,2013,15.15704
srb,2014,15.7097
srb,2015,15.24293
srb,2016,14.5183
srb,2017,14.28392
srb,2018,14.2927
ssd,2011,49.89984
ssd,2015,46.75029
stp,1971,33.27675
stp,1972,34.14618
stp,1976,33.86256
stp,1978,26.87287
stp,1980,28.61179
stp,1981,27.85034
stp,1982,26.55105
stp,1983,25.64013
stp,1984,29.50558
stp,1985,30.97292
stp,1987,29.63415
stp,1988,29.375
stp,1990,35.45975
stp,1996,32.94044
stp,1999,36.01364
stp,2002,32.66742
stp,2004,32.06028
stp,2005,30.77576
stp,2009,26.17273
stp,2011,29.79713
stp,2012,28.65004
stp,2013,31.37579
stp,2014,32.72581
stp,2015,38.77644
stp,2016,32.15018
stp,2017,31.15842
sur,1971,36.92561
sur,1972,33.5295
sur,1973,32.5
sur,1974,30.84558
sur,1975,30.53877
sur,1976,31.41497
sur,1977,28.83223
sur,1978,27.70556
sur,1979,27.7249
sur,1980,23.25777
sur,1981,26.59222
sur,1982,27.07841
sur,1983,25.22084
sur,1984,24.74588
sur,1985,25.43752
sur,1986,23.24352
sur,1987,23.15453
sur,1988,23.23545
sur,1989,22.52585
sur,1990,22.47896
sur,1991,22.36969
sur,1992,24.6167
sur,1993,21.42409
sur,2001,19.93606
sur,2002,19.45397
sur,2005,18.61562
sur,2006,15.9867
sur,2007,13.23428
sur,2008,15.98622
sur,2009,15.38398
sur,2010,14.94652
sur,2011,14.31496
sur,2012,13.98546
sur,2013,13.73758
sur,2014,13.39388
sur,2015,13.33105
sur,2016,13.35066
sur,2017,12.92371
sur,2018,13.39335
svk,1993,22.10757
svk,1994,22.39318
svk,1995,21.97551
svk,1998,19.30652
svk,1999,18.76821
svk,2000,17.57749
svk,2001,19.70391
svk,2002,19.11084
svk,2003,18.39264
svk,2004,17.67725
svk,2005,17.50733
svk,2006,17.20096
svk,2007,15.34656
svk,2008,16.61387
svk,2009,15.71918
svk,2010,15.24042
svk,2011,15.07841
svk,2012,14.94005
svk,2013,15.04676
svk,2014,15.23635
svk,2015,15.24933
svk,2016,15.2188
svk,2017,15.53919
svn,1993,17.59747
svn,1994,15.67941
svn,1995,15.07139
svn,1996,13.99306
svn,1998,13.74634
svn,1999,14.12375
svn,2001,12.99654
svn,2002,12.4976
svn,2003,12.65035
svn,2004,15.09636
svn,2005,15.13255
svn,2006,15.18873
svn,2007,17.64818
svn,2008,17.44067
svn,2009,17.15585
svn,2010,17.01688
svn,2011,16.7077
svn,2012,16.78039
svn,2013,16.8859
svn,2014,16.74887
svn,2015,16.90462
svn,2016,13.80157
swe,1971,19.97828
swe,1972,19.45624
swe,1973,17.18566
swe,1974,16.86167
swe,1975,16.03441
swe,1976,20.43812
swe,1993,9.5482
swe,1994,10.16069
swe,1995,10.52424
swe,1996,11.21408
swe,1997,11.83295
swe,1998,12.4508
swe,1999,12.3228
swe,2000,11.83778
swe,2001,11.40012
swe,2002,11.46596
swe,2003,11.18875
swe,2004,10.10989
swe,2005,10.05038
swe,2006,9.96625
swe,2007,9.8046
swe,2008,9.55123
swe,2009,9.34009
swe,2010,9.53888
swe,2011,9.2663
swe,2012,9.64567
swe,2013,11.80923
swe,2014,11.93004
swe,2015,12.09754
swe,2016,12.3537
swe,2017,12.23325
swz,1970,40.47773
swz,1971,37.70712
swz,1972,37.88734
swz,1973,38.68087
swz,1974,38.78829
swz,1975,37.88743
swz,1976,36.89654
swz,1977,36.24064
swz,1978,35.29618
swz,1979,35.01558
swz,1980,34.17297
swz,1981,33.43921
swz,1982,33.24569
swz,1983,33.08695
swz,1984,33.30725
swz,1985,33.92866
swz,1986,33.14825
swz,1987,33.11139
swz,1988,32.77492
swz,1989,32.17689
swz,1990,32.7472
swz,1991,32.33739
swz,1992,32.75527
swz,1993,32.70207
swz,1994,32.71598
swz,1995,34.0218
swz,1996,33.881
swz,1997,33.77568
swz,1998,33.70121
swz,1999,33.15813
swz,2000,31.27536
swz,2001,32.87289
swz,2002,31.07433
swz,2003,31.20419
swz,2004,32.31015
swz,2005,32.87287
swz,2006,33.25891
swz,2007,32.44134
swz,2009,31.64829
swz,2010,32.3244
swz,2011,30.4911
swz,2012,29.05959
swz,2013,28.09674
swz,2014,28.03276
swz,2015,27.58272
swz,2016,27.27385
swz,2017,26.59621
sxm,2012,11.27358
syc,1970,24.20997
syc,1971,24.79898
syc,1972,24.63081
syc,1973,24.40618
syc,1974,24.89183
syc,1975,23.90654
syc,1976,22.87356
syc,1978,23.70726
syc,1979,24.63704
syc,1993,18.01642
syc,1994,16.85544
syc,1995,16.92637
syc,1996,17.13345
syc,1997,15.3981
syc,1998,14.84451
syc,1999,14.56158
syc,2000,14.65643
syc,2001,13.73876
syc,2002,13.886
syc,2003,14.04
syc,2004,13.51442
syc,2005,13.71684
syc,2006,12.92197
syc,2007,12.46695
syc,2008,13.05075
syc,2009,13.82051
syc,2010,12.54703
syc,2011,13.25457
syc,2012,12.55556
syc,2013,13.13464
syc,2014,13.31118
syc,2015,13.72171
syc,2016,13.98602
syc,2017,14.03261
syc,2018,14.48826
syr,1971,36.8015
syr,1972,36.01959
syr,1973,36.32402
syr,1974,36.75235
syr,1975,34.62123
syr,1976,33.86258
syr,1977,32.72545
syr,1978,32.00104
syr,1979,30.50427
syr,1980,29.4374
syr,1981,28.11262
syr,1982,27.79374
syr,1983,27.26846
syr,1984,27.19603
syr,1985,27.05551
syr,1986,25.89366
syr,1987,25.22223
syr,1988,26.49236
syr,1989,26.92287
syr,1990,26.12085
syr,1991,25.06963
syr,1992,24.74328
syr,1993,24.23779
syr,1994,23.7348
syr,1995,23.3829
syr,1996,23.54409
syr,1997,23.45652
syr,1998,22.92187
syr,1999,24.92838
syr,2000,24.77985
syr,2001,24.11964
syr,2002,25.32848
tca,1971,15.23585
tca,1972,19.9
tca,1975,17.29787
tca,1976,21.25301
tca,1977,21.68675
tca,1978,21.15
tca,1997,17.47778
tca,1999,18.40404
tca,2001,17.69106
tca,2002,17.95798
tca,2003,15.21008
tca,2014,9.28772
tca,2018,17.69231
tcd,1971,64.89023
tcd,1972,66.0043
tcd,1985,64.19181
tcd,1986,70.64574
tcd,1989,68.37361
tcd,1990,67.18043
tcd,1991,65.81015
tcd,1992,62.30879
tcd,1994,60.91016
tcd,1995,62.05484
tcd,1996,62.95828
tcd,1997,67.07802
tcd,1998,67.5661
tcd,1999,67.88426
tcd,2000,68.62067
tcd,2001,71.22252
tcd,2002,67.9511
tcd,2003,72.11578
tcd,2004,68.7188
tcd,2005,63.15438
tcd,2006,62.72308
tcd,2007,60.37925
tcd,2008,62.40153
tcd,2009,61.01961
tcd,2010,62.20393
tcd,2011,62.59056
tcd,2012,61.26763
tcd,2013,62.42763
tcd,2014,56.16602
tcd,2015,55.54179
tcd,2016,56.88788
tgo,1971,58.45613
tgo,1972,60.37813
tgo,1973,59.48617
tgo,1974,59.50325
tgo,1975,58.54683
tgo,1976,59.68668
tgo,1977,60.56694
tgo,1978,58.12109
tgo,1979,55.43369
tgo,1980,54.29058
tgo,1981,55.07967
tgo,1982,51.83896
tgo,1983,48.20139
tgo,1984,45.08388
tgo,1985,44.42142
tgo,1986,46.06011
tgo,1987,50.25659
tgo,1988,51.66419
tgo,1989,54.61232
tgo,1990,55.63861
tgo,1991,58.25862
tgo,1992,63.78768
tgo,1994,53.10531
tgo,1995,54.86158
tgo,1996,50.84948
tgo,1997,46.37572
tgo,1998,45.51107
tgo,1999,41.28126
tgo,2000,37.45983
tgo,2001,34.33866
tgo,2002,35.20108
tgo,2003,35.45168
tgo,2004,39.08429
tgo,2005,33.59536
tgo,2006,37.56283
tgo,2007,39.13792
tgo,2008,41.32555
tgo,2009,43.50925
tgo,2010,40.57306
tgo,2011,40.94767
tgo,2012,41.67781
tgo,2013,41.08672
tgo,2014,41.13664
tgo,2015,44.20973
tgo,2016,41.39676
tgo,2017,40.12613
tgo,2018,40.14504
tha,1971,34.67302
tha,1974,30.10394
tha,1975,30.15075
tha,1976,27.96192
tha,1977,30.21801
tha,1978,28.8802
tha,1983,20.67687
tha,1984,19.78909
tha,1985,19.46745
tha,1987,20.06617
tha,1988,20.29185
tha,1989,20.23474
tha,1990,20.2664
tha,1991,22.10699
tha,1992,20.13314
tha,1993,19.81136
tha,1994,20.52285
tha,1996,18.8329
tha,1998,18.73022
tha,1999,20.56669
tha,2000,20.79357
tha,2001,19.08866
tha,2002,18.56249
tha,2006,18.26577
tha,2007,17.71738
tha,2008,15.99218
tha,2010,16.2581
tha,2011,15.78457
tha,2012,16.28069
tha,2014,15.3927
tha,2015,16.88246
tha,2016,16.65791
tha,2017,16.88809
tha,2018,16.63844
tjk,1991,21.31113
tjk,1992,21.74715
tjk,1993,20.80718
tjk,1994,22.24579
tjk,1995,22.85605
tjk,1996,22.4766
tjk,1997,22.79757
tjk,1998,22.70828
tjk,1999,21.98287
tjk,2000,21.84551
tjk,2001,21.7869
tjk,2002,21.78474
tjk,2003,22.3594
tjk,2004,21.51849
tjk,2005,21.32679
tjk,2006,22.17816
tjk,2007,21.60943
tjk,2008,22.67432
tjk,2009,23.24594
tjk,2010,25.18145
tjk,2011,23.27456
tjk,2012,23.00472
tjk,2013,22.69386
tjk,2014,22.3589
tjk,2015,22.28986
tjk,2016,22.19159
tjk,2017,22.30051
tls,2001,61.9124
tls,2002,47.17944
tls,2003,46.8161
tls,2004,50.71393
tls,2009,29.77684
tls,2010,30.19877
tls,2011,31.35481
tls,2017,27.65483
tls,2018,26.94886
ton,1970,27.15046
ton,1971,25.33333
ton,1972,25.80374
ton,1973,26.03432
ton,1974,25.34731
ton,1975,27.99419
ton,1976,25.38983
ton,1978,25.92641
ton,1979,24.13692
ton,1980,24.34315
ton,1981,24.98417
ton,1982,21.06053
ton,1983,19.6262
ton,1984,20.89012
ton,1985,22.875
ton,1986,22.31135
ton,1987,21.65155
ton,1990,23.97968
ton,1991,23.42857
ton,1992,21.24745
ton,1993,22.27056
ton,1994,23.59486
ton,1995,21.2398
ton,1996,20.96642
ton,1997,21.0202
ton,1998,21.8883
ton,1999,20.90037
ton,2000,22.14456
ton,2001,20.69623
ton,2002,22.12807
ton,2003,21.71238
ton,2004,20.30012
ton,2005,20.30036
ton,2006,22.29079
ton,2007,25.4015
ton,2008,25.06316
ton,2009,24.58676
ton,2010,24.88626
ton,2011,24.12606
ton,2012,21.10539
ton,2013,25.74776
ton,2014,21.85806
ton,2015,21.63312
tto,1971,34.46686
tto,1972,33.39772
tto,1973,32.87038
tto,1974,31.63394
tto,1975,30.90816
tto,1976,30.75769
tto,1977,29.3721
tto,1978,28.58133
tto,1979,27.99918
tto,1980,25.88282
tto,1981,23.8559
tto,1982,23.01315
tto,1983,22.58083
tto,1984,22.69793
tto,1985,22.22969
tto,1986,22.06739
tto,1987,22.97254
tto,1988,23.77882
tto,1989,24.67714
tto,1991,25.95905
tto,1992,26.13592
tto,1993,25.76566
tto,1994,27.04757
tto,1996,25.49342
tto,1997,24.76132
tto,1999,21.32821
tto,2000,20.75006
tto,2001,19.75159
tto,2002,19.6154
tto,2003,18.50138
tto,2004,17.51665
tto,2005,16.54586
tto,2007,15.93954
tto,2008,17.15784
tto,2009,17.57943
tun,1971,47.47047
tun,1973,43.99921
tun,1975,40.96882
tun,1976,39.99944
tun,1977,40.3801
tun,1978,39.44125
tun,1979,39.2351
tun,1980,39.02435
tun,1981,38.50327
tun,1982,37.85364
tun,1983,37.83434
tun,1984,35.93868
tun,1985,34.01426
tun,1986,31.58681
tun,1987,32.17963
tun,1988,30.94783
tun,1989,30.164
tun,1990,29.68811
tun,1991,27.775
tun,1992,26.40503
tun,1993,26.19308
tun,1994,26.29072
tun,1995,25.22658
tun,1996,24.5295
tun,1997,24.1413
tun,1998,24.0811
tun,1999,23.86149
tun,2000,23.21045
tun,2001,22.69378
tun,2002,21.89225
tun,2003,21.53775
tun,2004,20.60639
tun,2005,19.98753
tun,2006,19.14138
tun,2007,18.15286
tun,2008,17.28071
tun,2009,16.97824
tun,2010,17.11543
tun,2011,17.35205
tun,2012,17.14983
tun,2013,17.43043
tun,2014,16.5447
tun,2015,15.79669
tun,2016,16.18367
tun,2017,16.57185
tun,2018,16.87168
tur,1971,37.80389
tur,1972,36.11195
tur,1973,33.12517
tur,1974,34.02891
tur,1975,33.55384
tur,1976,31.94539
tur,1977,30.16475
tur,1978,29.62344
tur,1979,29.7868
tur,1981,26.62431
tur,1982,27.53688
tur,1983,28.55453
tur,1984,31.10382
tur,1985,31.14897
tur,1986,31.19571
tur,1987,30.91192
tur,1988,31.14063
tur,1989,30.62648
tur,1990,30.48036
tur,1991,30.38145
tur,1992,29.27687
tur,1993,28.4562
tur,1994,27.42823
tur,1995,27.74516
tur,2012,20.13204
tur,2013,19.83354
tur,2014,19.32755
tur,2015,18.40513
tur,2017,16.97782
tuv,1994,20.75362
tuv,1999,18.88889
tuv,2000,19.7013
tuv,2001,18.29487
tuv,2002,16.66234
tuv,2003,17.92
tuv,2004,19.23288
tuv,2015,12.71795
tuv,2016,17.19481
tuv,2018,15.57647
tza,1970,46.75438
tza,1971,45.88847
tza,1972,45.52513
tza,1973,46.59736
tza,1974,49.05415
tza,1975,53.55292
tza,1976,49.77317
tza,1977,50.16914
tza,1978,46.17832
tza,1979,41.53122
tza,1981,43.32876
tza,1982,39.75104
tza,1983,39.65096
tza,1984,38.23891
tza,1985,34.23583
tza,1986,33.27616
tza,1987,33.0851
tza,1988,32.97371
tza,1989,33.11856
tza,1990,34.889
tza,1991,35.77675
tza,1992,35.57033
tza,1993,36.70085
tza,1994,36.54312
tza,1995,36.83172
tza,1996,36.21515
tza,1997,36.91207
tza,1998,38.01943
tza,1999,40.28437
tza,2001,45.99111
tza,2002,52.99786
tza,2003,56.89936
tza,2004,58.27379
tza,2005,55.85542
tza,2006,52.40834
tza,2007,53.08766
tza,2008,52.3892
tza,2009,53.70457
tza,2010,50.76274
tza,2012,45.83178
tza,2013,43.44315
tza,2014,43.06031
tza,2016,41.76673
tza,2017,47.15284
tza,2018,50.63304
uga,1970,33.97709
uga,1971,34.70653
uga,1972,32.59304
uga,1973,32.08132
uga,1974,33.33824
uga,1975,33.94596
uga,1976,34.83689
uga,1977,35.00071
uga,1978,35.33496
uga,1979,33.5835
uga,1980,33.89665
uga,1981,34.75408
uga,1982,36.3929
uga,1983,35.16441
uga,1984,33.8186
uga,1985,34.46536
uga,1986,30.13117
uga,1987,31.64314
uga,1988,31.9874
uga,1989,29.06809
uga,1990,29.3527
uga,1991,32.9232
uga,1992,27.68737
uga,1993,29.10576
uga,1994,33.19221
uga,1995,35.19818
uga,1996,37.62231
uga,1997,59.42568
uga,1998,58.51028
uga,1999,57.3049
uga,2000,59.42965
uga,2001,54.32167
uga,2002,52.72399
uga,2003,52.38955
uga,2004,50.08651
uga,2005,51.73179
uga,2006,49.04733
uga,2007,49.56387
uga,2008,49.92589
uga,2009,49.28122
uga,2010,48.576
uga,2011,47.77601
uga,2012,48.80484
uga,2013,45.59109
uga,2015,42.9168
uga,2016,42.72062
uga,2017,42.65911
ukr,1991,22.60489
ukr,1993,20.47717
ukr,1994,19.91538
ukr,1997,20.93593
ukr,1998,20.8617
ukr,1999,20.48241
ukr,2000,19.88406
ukr,2001,19.58976
ukr,2002,19.46268
ukr,2003,19.11184
ukr,2004,18.59754
ukr,2005,18.70376
ukr,2006,17.12453
ukr,2007,16.33813
ukr,2008,15.81651
ukr,2009,15.58278
ukr,2010,15.65789
ukr,2011,15.83346
ukr,2012,16.08657
ukr,2013,16.48785
ukr,2015,12.38447
ukr,2016,12.75838
ukr,2017,12.99453
ukr,2018,12.98011
ury,1970,29.48589
ury,1971,28.64984
ury,1972,25.66373
ury,1973,25.42803
ury,1974,22.93522
ury,1975,23.76967
ury,1976,23.42196
ury,1977,23.70194
ury,1978,23.57919
ury,1979,23.81625
ury,1980,22.43005
ury,1981,21.48804
ury,1982,21.59081
ury,1983,20.55518
ury,1984,23.32668
ury,1985,25.08293
ury,1986,21.89014
ury,1988,23.17514
ury,1989,22.14033
ury,1990,21.88766
ury,1991,21.64152
ury,1992,20.63866
ury,1993,19.90489
ury,1994,21.39486
ury,1995,20.08104
ury,1996,20.4869
ury,1997,21.59529
ury,1998,20.6103
ury,1999,20.43957
ury,2000,20.75667
ury,2001,20.77524
ury,2002,21.1696
ury,2003,20.82538
ury,2004,20.53409
ury,2005,20.15194
ury,2006,19.64452
ury,2007,15.50977
ury,2008,15.00998
ury,2009,13.98624
ury,2010,13.79403
ury,2013,11.9642
ury,2014,11.46753
ury,2015,11.76053
ury,2016,11.13129
ury,2017,11.0193
usa,2014,14.53749
usa,2015,14.45723
usa,2017,14.19857
uzb,1981,24.10745
uzb,1986,24.09567
uzb,1989,24.14035
uzb,1990,24.10282
uzb,1991,23.048
uzb,1992,20.82443
uzb,1993,20.18343
uzb,1994,20.22664
uzb,1995,20.1038
uzb,1996,23.10311
uzb,1997,22.40959
uzb,1998,21.19301
uzb,1999,20.90977
uzb,2000,21.44349
uzb,2001,21.71928
uzb,2002,21.29445
uzb,2003,21.09375
uzb,2004,20.14552
uzb,2005,19.94866
uzb,2006,19.38332
uzb,2007,18.24208
uzb,2008,17.60546
uzb,2009,17.11574
uzb,2010,17.76213
uzb,2011,15.6244
uzb,2012,14.97123
uzb,2013,15.64401
uzb,2014,18.12079
uzb,2015,19.03192
uzb,2016,20.42443
uzb,2017,21.15014
uzb,2018,21.50664
vct,1972,19.55864
vct,1976,18.06116
vct,1982,18.15625
vct,1987,17.74563
vct,1991,19.68722
vct,1994,20.30959
vct,1998,19.99503
vct,1999,19.75896
vct,2000,18.58818
vct,2001,18.9761
vct,2002,17.28313
vct,2003,17.55796
vct,2004,17.22593
vct,2007,17.07181
vct,2008,16.95633
vct,2009,16.96132
vct,2010,16.27396
vct,2012,15.748
vct,2013,15.29101
vct,2014,15.68575
vct,2015,14.89632
vct,2016,14.51432
vct,2017,14.39337
vct,2018,14.39258
ven,1971,34.82114
ven,1972,34.01514
ven,1973,33.59355
ven,1974,32.91377
ven,1975,31.49028
ven,1976,30.35173
ven,1977,29.42885
ven,1978,28.90115
ven,1979,28.9276
ven,1980,27.76282
ven,1981,27.33912
ven,1982,26.69948
ven,1983,26.02124
ven,1984,26.39321
ven,1985,26.03711
ven,1986,25.62331
ven,1987,25.68126
vgb,1971,22.93617
vgb,1972,21.62766
vgb,1973,22.74468
vgb,1975,20.9
vgb,1976,18.54867
vgb,1979,20.57143
vgb,1981,18.11009
vgb,1983,16.60331
vgb,1984,17.55556
vgb,1990,18.2439
vgb,1991,18.57143
vgb,1992,16.17881
vgb,1994,15.07229
vgb,1995,15.53254
vgb,1999,18.01961
vgb,2000,16.96951
vgb,2001,16.61677
vgb,2002,16.73214
vgb,2003,13.83085
vgb,2004,13.91133
vgb,2005,14.93814
vgb,2006,15.06701
vgb,2007,14.15814
vgb,2009,13.48276
vgb,2010,13.22727
vgb,2011,11.93156
vgb,2014,11.74552
vgb,2015,11.74126
vgb,2016,10.53822
vgb,2017,11.61672
vir,1971,25.20346
vir,1972,22.08081
vir,1975,16.01075
vir,1976,16.19892
vir,1977,14.77171
vir,1982,14.2
vir,1986,14.16872
vir,1991,14.17723
vir,1993,14.18927
vnm,1976,36.11604
vnm,1977,35.57718
vnm,1978,34.14532
vnm,1979,34.61545
vnm,1980,36.43103
vnm,1981,38.64422
vnm,1985,35.29414
vnm,1986,34.46203
vnm,1987,35.00456
vnm,1988,34.96487
vnm,1989,34.49841
vnm,1990,34.18834
vnm,1991,35.11028
vnm,1992,35.09961
vnm,1993,35.5758
vnm,1994,35.19029
vnm,1995,34.86643
vnm,1996,34.22652
vnm,1997,33.48732
vnm,1998,32.15427
vnm,1999,30.43485
vnm,2000,29.52151
vnm,2001,28.03482
vnm,2002,26.32905
vnm,2003,24.65381
vnm,2004,23.02694
vnm,2005,21.55565
vnm,2006,20.6947
vnm,2007,20.43643
vnm,2008,19.92674
vnm,2009,19.5222
vnm,2010,19.90175
vnm,2011,19.63155
vnm,2012,19.39912
vnm,2013,18.88349
vnm,2014,19.21383
vnm,2015,19.2242
vnm,2016,19.62995
vnm,2017,19.64643
vnm,2018,20.27696
vut,1970,23.45758
vut,1971,24.14066
vut,1972,23.57215
vut,1973,26.33653
vut,1974,24.36609
vut,1977,25.22169
vut,1978,22.01413
vut,1980,23.59432
vut,1981,21.34665
vut,1983,23.81585
vut,1989,25.7732
vut,1991,28.71346
vut,1992,30.82981
vut,1998,28.87899
vut,1999,24.16115
vut,2000,22.54994
vut,2001,23.73585
vut,2002,23.21561
vut,2003,21.71334
vut,2004,20.01027
vut,2007,23.7544
vut,2010,21.66442
vut,2013,22.82076
vut,2015,26.56507
wsm,1970,23.27498
wsm,1971,26.65528
wsm,1972,22.65699
wsm,1973,27.10979
wsm,1975,23.43092
wsm,1976,21.69213
wsm,1977,21.55795
wsm,1978,19.68389
wsm,1979,20.06104
wsm,1980,19.74131
wsm,1981,21.4868
wsm,1982,18.47466
wsm,1983,17.93542
wsm,1986,17.81668
wsm,1995,18.43797
wsm,1996,18.26302
wsm,1999,24.00792
wsm,2000,24.01542
wsm,2001,25.04545
wsm,2002,27.23461
wsm,2007,32.81848
wsm,2009,31.69124
wsm,2010,30.23604
yem,1999,22.36997
yem,2010,30.81078
yem,2011,30.25279
yem,2012,30.25279
yem,2016,26.93016
zaf,1977,29.46956
zaf,1978,28.47888
zaf,1979,27.7827
zaf,1991,26.66773
zaf,1994,37.27042
zaf,1995,36.2809
zaf,1997,44.53891
zaf,1999,35.93639
zaf,2000,34.90296
zaf,2001,38.89617
zaf,2002,35.28227
zaf,2003,35.37191
zaf,2004,35.54274
zaf,2005,31.39262
zaf,2006,33.04696
zaf,2007,33.19107
zaf,2008,32.71282
zaf,2009,33.57812
zaf,2010,29.51018
zaf,2011,32.59666
zaf,2012,32.93793
zaf,2013,32.02921
zaf,2014,32.76808
zaf,2015,30.3322
zmb,1970,46.77283
zmb,1971,49.61932
zmb,1972,47.16955
zmb,1973,47.88617
zmb,1974,47.99458
zmb,1975,48.20911
zmb,1976,47.55969
zmb,1977,48.1877
zmb,1978,48.54414
zmb,1979,44.35234
zmb,1980,48.56388
zmb,1981,48.21651
zmb,1982,47.86923
zmb,1983,46.50928
zmb,1984,46.77766
zmb,1985,49.38532
zmb,1986,45.62973
zmb,1987,45.56304
zmb,1988,44.08727
zmb,1990,44.01223
zmb,1994,41.08401
zmb,1995,39.09751
zmb,1996,38.19415
zmb,1998,44.0078
zmb,1999,51.22681
zmb,2000,49.87587
zmb,2001,48.02502
zmb,2002,48.08873
zmb,2004,53.54891
zmb,2005,56.47904
zmb,2006,57.00626
zmb,2007,55.35345
zmb,2008,54.17641
zmb,2010,52.98507
zmb,2011,55.86195
zmb,2012,49.22433
zmb,2014,41.0469
zmb,2015,42.74181
zmb,2016,43.31661
zmb,2017,42.05996
zwe,1973,40.88282
zwe,1974,40.65375
zwe,1975,40.69126
zwe,1976,40.49078
zwe,1977,40.08553
zwe,1978,36.65959
zwe,1979,45.00779
zwe,1980,43.92332
zwe,1981,45.38337
zwe,1982,41.90813
zwe,1983,38.9324
zwe,1984,39.39073
zwe,1985,39.50565
zwe,1986,38.82917
zwe,1987,39.37015
zwe,1988,38.2382
zwe,1989,38.22489
zwe,1990,35.77804
zwe,1991,39.17635
zwe,1992,37.8348
zwe,1993,39.51156
zwe,1995,39.11001
zwe,1996,39.13794
zwe,1997,39.28959
zwe,1998,37.28333
zwe,1999,41.02384
zwe,2000,37.03596
zwe,2001,38.10062
zwe,2002,39.41662
zwe,2003,38.55591
zwe,2012,35.86109
zwe,2013,36.4082
