geo,time,en_urb_mcty
are,2018,5775924
are,2019,5914068
are,2020,6045809
are,2021,6169943
arg,1960,8366850
arg,1961,8567655
arg,1962,8764474
arg,1963,8965927
arg,1964,9172413
arg,1965,9383184
arg,1966,9599222
arg,1967,9820360
arg,1968,10047039
arg,1969,10278440
arg,1970,10515641
arg,1971,10711834
arg,1972,10896280
arg,1973,11083441
arg,1974,11274138
arg,1975,11468176
arg,1976,11665891
arg,1977,11866517
arg,1978,12070941
arg,1979,12278953
arg,1980,12490909
arg,1981,12666530
arg,1982,12827057
arg,1983,12989711
arg,1984,13154749
arg,1985,13321516
arg,1986,13490729
arg,1987,13662190
arg,1988,13836172
arg,1989,14011986
arg,1990,14190385
arg,1991,14367792
arg,1992,14524630
arg,1993,14682781
arg,1994,14842919
arg,1995,15004839
arg,1996,15168796
arg,1997,15334126
arg,1998,15501530
arg,1999,15670803
arg,2000,15842203
arg,2001,16015041
arg,2002,16212553
arg,2003,16426857
arg,2004,16644359
arg,2005,16864194
arg,2006,17087310
arg,2007,17313443
arg,2008,17542952
arg,2009,17774928
arg,2010,18010367
arg,2011,18177045
arg,2012,18310623
arg,2013,18445030
arg,2014,18580831
arg,2015,18717857
arg,2016,18856316
arg,2017,18995646
arg,2018,19136241
arg,2019,19280518
arg,2020,19430420
arg,2021,19587272
arm,1960,537759
arm,1961,558120
arm,1962,579282
arm,1963,601247
arm,1964,624076
arm,1965,647706
arm,1966,672265
arm,1967,697755
arm,1968,724248
arm,1969,751671
arm,1970,778158
arm,1971,803112
arm,1972,828904
arm,1973,855448
arm,1974,882882
arm,1975,911195
arm,1976,940457
arm,1977,970575
arm,1978,1001700
arm,1979,1026030
arm,1980,1041587
arm,1981,1057335
arm,1982,1073344
arm,1983,1089596
arm,1984,1106116
arm,1985,1122840
arm,1986,1139841
arm,1987,1157099
arm,1988,1174643
arm,1989,1181040
arm,1990,1174524
arm,1991,1168044
arm,1992,1161591
arm,1993,1155191
arm,1994,1148818
arm,1995,1142480
arm,1996,1136168
arm,1997,1129908
arm,1998,1123674
arm,1999,1117475
arm,2000,1111301
arm,2001,1105179
arm,2002,1100296
arm,2003,1095897
arm,2004,1091510
arm,2005,1087153
arm,2006,1082807
arm,2007,1078479
arm,2008,1074162
arm,2009,1069873
arm,2010,1065597
arm,2011,1061337
arm,2012,1062281
arm,2013,1065265
arm,2014,1068261
arm,2015,1071265
arm,2016,1074282
arm,2017,1077299
arm,2018,1080324
arm,2019,1083323
arm,2020,1086275
arm,2021,1089181
aus,1960,5569845
aus,1961,5725319
aus,1962,5871817
aus,1963,6022383
aus,1964,6177353
aus,1965,6336209
aus,1966,6500099
aus,1967,6809408
aus,1968,7134749
aus,1969,7475589
aus,1970,7834200
aus,1971,8209690
aus,1972,8315098
aus,1973,8421802
aus,1974,8530269
aus,1975,8640382
aus,1976,8752217
aus,1977,8842147
aus,1978,8933343
aus,1979,9025700
aus,1980,9119366
aus,1981,9214103
aus,1982,9336410
aus,1983,9460606
aus,1984,9586900
aus,1985,9714806
aus,1986,9844941
aus,1987,9990920
aus,1988,10139553
aus,1989,10290267
aus,1990,10443727
aus,1991,10599561
aus,1992,10713058
aus,1993,10827750
aus,1994,10944136
aus,1995,11062080
aus,1996,11181511
aus,1997,11205544
aus,1998,11230048
aus,1999,11254996
aus,2000,11280427
aus,2001,11306556
aus,2002,11451228
aus,2003,11598110
aus,2004,11747451
aus,2005,11898665
aus,2006,12052649
aus,2007,12294347
aus,2008,12541520
aus,2009,12793252
aus,2010,13050691
aus,2011,13313577
aus,2012,13568980
aus,2013,13828832
aus,2014,14094307
aus,2015,14365164
aus,2016,14641898
aus,2017,14924257
aus,2018,15212363
aus,2019,15446689
aus,2020,15678264
aus,2021,15905338
aut,1960,1626724
aut,1961,1627354
aut,1962,1626595
aut,1963,1625837
aut,1964,1625077
aut,1965,1624321
aut,1966,1623563
aut,1967,1622806
aut,1968,1622048
aut,1969,1621293
aut,1970,1620537
aut,1971,1618638
aut,1972,1609553
aut,1973,1600544
aut,1974,1591573
aut,1975,1582652
aut,1976,1573769
aut,1977,1564960
aut,1978,1556188
aut,1979,1547466
aut,1980,1538780
aut,1981,1531462
aut,1982,1532310
aut,1983,1533157
aut,1984,1534007
aut,1985,1534855
aut,1986,1535704
aut,1987,1536554
aut,1988,1537405
aut,1989,1538255
aut,1990,1539106
aut,1991,1539980
aut,1992,1541006
aut,1993,1542030
aut,1994,1543055
aut,1995,1544082
aut,1996,1545111
aut,1997,1546137
aut,1998,1547166
aut,1999,1548195
aut,2000,1549227
aut,2001,1552880
aut,2002,1574455
aut,2003,1596329
aut,2004,1618539
aut,2005,1640995
aut,2006,1656806
aut,2007,1670919
aut,2008,1690624
aut,2009,1710506
aut,2010,1730649
aut,2011,1751030
aut,2012,1771680
aut,2013,1792515
aut,2014,1813624
aut,2015,1834982
aut,2016,1856622
aut,2017,1878456
aut,2018,1900547
aut,2019,1915338
aut,2020,1929944
aut,2021,1944910
aze,1960,1005297
aze,1961,1029427
aze,1962,1054171
aze,1963,1079510
aze,1964,1105494
aze,1965,1132029
aze,1966,1159239
aze,1967,1187103
aze,1968,1215677
aze,1969,1244857
aze,1970,1274298
aze,1971,1303852
aze,1972,1334134
aze,1973,1365033
aze,1974,1396692
aze,1975,1429085
aze,1976,1462275
aze,1977,1496142
aze,1978,1530841
aze,1979,1557576
aze,1980,1574287
aze,1981,1591131
aze,1982,1608178
aze,1983,1625408
aze,1984,1642846
aze,1985,1660424
aze,1986,1678213
aze,1987,1696194
aze,1988,1714392
aze,1989,1727104
aze,1990,1733452
aze,1991,1739823
aze,1992,1746226
aze,1993,1752636
aze,1994,1759077
aze,1995,1765543
aze,1996,1772041
aze,1997,1778545
aze,1998,1785082
aze,1999,1793936
aze,2000,1805977
aze,2001,1818065
aze,2002,1830251
aze,2003,1842519
aze,2004,1854885
aze,2005,1867301
aze,2006,1884268
aze,2007,1905967
aze,2008,1945022
aze,2009,2002541
aze,2010,2061843
aze,2011,2104671
aze,2012,2129670
aze,2013,2154896
aze,2014,2180456
aze,2015,2206320
aze,2016,2232526
aze,2017,2258971
aze,2018,2285729
aze,2019,2313138
aze,2020,2341443
aze,2021,2370776
bel,1960,2297743
bel,1961,2310533
bel,1962,2323051
bel,1963,2335268
bel,1964,2347567
bel,1965,2359897
bel,1966,2372310
bel,1967,2384787
bel,1968,2397349
bel,1969,2409941
bel,1970,2422618
bel,1971,2434401
bel,1972,2445287
bel,1973,2456194
bel,1974,2467168
bel,1975,2478195
bel,1976,2489291
bel,1977,2500408
bel,1978,2511596
bel,1979,2522836
bel,1980,2534145
bel,1981,2543849
bel,1982,2550353
bel,1983,2556873
bel,1984,2563419
bel,1985,2569965
bel,1986,2576536
bel,1987,2583125
bel,1988,2589740
bel,1989,2596354
bel,1990,2602994
bel,1991,2609652
bel,1992,2616336
bel,1993,2623020
bel,1994,2629730
bel,1995,2637295
bel,1996,2655185
bel,1997,2673151
bel,1998,2691269
bel,1999,2709515
bel,2000,2727915
bel,2001,2746394
bel,2002,2765028
bel,2003,2783795
bel,2004,2802721
bel,2005,2821727
bel,2006,2840893
bel,2007,2860196
bel,2008,2879661
bel,2009,2899211
bel,2010,2918925
bel,2011,2938780
bel,2012,2958802
bel,2013,2978910
bel,2014,2999189
bel,2015,3019611
bel,2016,3040206
bel,2017,3060889
bel,2018,3081719
bel,2019,3102595
bel,2020,3123259
bel,2021,3143301
bfa,1960,59126
bfa,1961,63090
bfa,1962,67325
bfa,1963,71845
bfa,1964,76676
bfa,1965,81816
bfa,1966,87309
bfa,1967,93170
bfa,1968,99434
bfa,1969,107102
bfa,1970,115374
bfa,1971,124284
bfa,1972,133897
bfa,1973,144223
bfa,1974,155361
bfa,1975,167360
bfa,1976,182337
bfa,1977,200214
bfa,1978,219871
bfa,1979,241459
bfa,1980,265200
bfa,1981,291201
bfa,1982,319792
bfa,1983,351190
bfa,1984,385721
bfa,1985,423537
bfa,1986,452238
bfa,1987,472181
bfa,1988,493032
bfa,1989,514742
bfa,1990,537441
bfa,1991,561141
bfa,1992,585920
bfa,1993,611721
bfa,1994,638696
bfa,1995,666861
bfa,1996,696309
bfa,1997,739213
bfa,1998,795344
bfa,1999,855737
bfa,2000,920808
bfa,2001,990628
bfa,2002,1065850
bfa,2003,1146783
bfa,2004,1233987
bfa,2005,1327553
bfa,2006,1428359
bfa,2007,1514246
bfa,2008,1586762
bfa,2009,1662536
bfa,2010,1742041
bfa,2011,1825349
bfa,2012,1912763
bfa,2013,2004106
bfa,2014,2099945
bfa,2015,2200368
bfa,2016,2305593
bfa,2017,2415851
bfa,2018,2531381
bfa,2019,2652720
bfa,2020,2780331
bfa,2021,2914619
bgd,1960,867819
bgd,1961,919143
bgd,1962,1006495
bgd,1963,1102388
bgd,1964,1207834
bgd,1965,1323318
bgd,1966,1450338
bgd,1967,1589889
bgd,1968,1743456
bgd,1969,1911774
bgd,1970,2097042
bgd,1971,2300739
bgd,1972,2525060
bgd,1973,2771102
bgd,1974,3018515
bgd,1975,3237843
bgd,1976,3473802
bgd,1977,3726617
bgd,1978,3998626
bgd,1979,4290921
bgd,1980,4605492
bgd,1981,4928007
bgd,1982,5241781
bgd,1983,5576546
bgd,1984,5934264
bgd,1985,6314964
bgd,1986,6721833
bgd,1987,7156148
bgd,1988,7620473
bgd,1989,8114875
bgd,1990,8643522
bgd,1991,9153318
bgd,1992,9564591
bgd,1993,9993241
bgd,1994,10441846
bgd,1995,10910707
bgd,1996,11401437
bgd,1997,11912925
bgd,1998,12448251
bgd,1999,13007775
bgd,2000,13593423
bgd,2001,14127877
bgd,2002,14584162
bgd,2003,15055855
bgd,2004,15544175
bgd,2005,16047628
bgd,2006,16568836
bgd,2007,17107710
bgd,2008,17665647
bgd,2009,18240942
bgd,2010,18836597
bgd,2011,19452514
bgd,2012,20089401
bgd,2013,20747988
bgd,2014,21429038
bgd,2015,22133332
bgd,2016,22861685
bgd,2017,23614938
bgd,2018,24393966
bgd,2019,25198185
bgd,2020,26025684
bgd,2021,26873841
bgr,1960,708061
bgr,1961,726557
bgr,1962,745562
bgr,1963,765065
bgr,1964,785106
bgr,1965,805615
bgr,1966,823420
bgr,1967,839217
bgr,1968,855339
bgr,1969,871726
bgr,1970,888449
bgr,1971,905494
bgr,1972,922889
bgr,1973,940570
bgr,1974,958614
bgr,1975,977004
bgr,1976,995774
bgr,1977,1014850
bgr,1978,1034320
bgr,1979,1054162
bgr,1980,1074414
bgr,1981,1094997
bgr,1982,1116004
bgr,1983,1137414
bgr,1984,1159265
bgr,1985,1181474
bgr,1986,1192558
bgr,1987,1192104
bgr,1988,1191649
bgr,1989,1191196
bgr,1990,1190742
bgr,1991,1190289
bgr,1992,1189835
bgr,1993,1184909
bgr,1994,1176648
bgr,1995,1168445
bgr,1996,1160287
bgr,1997,1152209
bgr,1998,1144176
bgr,1999,1136199
bgr,2000,1128266
bgr,2001,1120411
bgr,2002,1132680
bgr,2003,1145963
bgr,2004,1157368
bgr,2005,1168854
bgr,2006,1177565
bgr,2007,1185484
bgr,2008,1195578
bgr,2009,1205730
bgr,2010,1215983
bgr,2011,1226323
bgr,2012,1236765
bgr,2013,1244740
bgr,2014,1250228
bgr,2015,1255741
bgr,2016,1261286
bgr,2017,1266840
bgr,2018,1272418
bgr,2019,1276937
bgr,2020,1280968
bgr,2021,1284311
blr,1960,550710
blr,1961,580833
blr,1962,612649
blr,1963,646207
blr,1964,681653
blr,1965,718938
blr,1966,758319
blr,1967,799856
blr,1968,843731
blr,1969,889881
blr,1970,931566
blr,1971,966515
blr,1972,1002827
blr,1973,1040396
blr,1974,1079428
blr,1975,1119925
blr,1976,1161999
blr,1977,1205532
blr,1978,1250760
blr,1979,1289550
blr,1980,1319711
blr,1981,1350492
blr,1982,1382034
blr,1983,1414313
blr,1984,1447393
blr,1985,1481151
blr,1986,1515745
blr,1987,1551147
blr,1988,1587427
blr,1989,1610396
blr,1990,1617544
blr,1991,1624724
blr,1992,1631945
blr,1993,1639179
blr,1994,1646455
blr,1995,1653763
blr,1996,1661114
blr,1997,1668477
blr,1998,1675883
blr,1999,1685887
blr,2000,1700376
blr,2001,1714949
blr,2002,1729668
blr,2003,1744512
blr,2004,1759505
blr,2005,1774585
blr,2006,1789815
blr,2007,1804472
blr,2008,1818556
blr,2009,1832710
blr,2010,1849991
blr,2011,1868657
blr,2012,1887537
blr,2013,1906555
blr,2014,1925792
blr,2015,1945223
blr,2016,1964877
blr,2017,1984675
blr,2018,2004672
blr,2019,2016677
blr,2020,2028104
blr,2021,2038822
bol,1960,658900
bol,1961,684087
bol,1962,710379
bol,1963,737792
bol,1964,766420
bol,1965,796202
bol,1966,827318
bol,1967,859790
bol,1968,893738
bol,1969,929088
bol,1970,966057
bol,1971,1004680
bol,1972,1045101
bol,1973,1087234
bol,1974,1131346
bol,1975,1177482
bol,1976,1225815
bol,1977,1275925
bol,1978,1328359
bol,1979,1383282
bol,1980,1440909
bol,1981,1501139
bol,1982,1564363
bol,1983,1630656
bol,1984,1700286
bol,1985,1773130
bol,1986,1849674
bol,1987,1930015
bol,1988,2014482
bol,1989,2102939
bol,1990,2195978
bol,1991,2293729
bol,1992,2395099
bol,1993,2482283
bol,1994,2573042
bol,1995,2667405
bol,1996,2765666
bol,1997,2867572
bol,1998,2973705
bol,1999,3084102
bol,2000,3199111
bol,2001,3318440
bol,2002,3395425
bol,2003,3463757
bol,2004,3533707
bol,2005,3605021
bol,2006,3678029
bol,2007,3752669
bol,2008,3829089
bol,2009,3907009
bol,2010,3986791
bol,2011,4068372
bol,2012,4151908
bol,2013,4237098
bol,2014,4324214
bol,2015,4413302
bol,2016,4504412
bol,2017,4597591
bol,2018,4692891
bol,2019,4782916
bol,2020,4874392
bol,2021,4967088
bra,1960,15428334
bra,1961,16263098
bra,1962,17151403
bra,1963,18091766
bra,1964,19088958
bra,1965,20142336
bra,1966,21260002
bra,1967,22444706
bra,1968,23702699
bra,1969,25033464
bra,1970,26447534
bra,1971,27673639
bra,1972,28906820
bra,1973,30198715
bra,1974,31558047
bra,1975,32986816
bra,1976,34491112
bra,1977,36068791
bra,1978,37730700
bra,1979,39479499
bra,1980,41322855
bra,1981,42524411
bra,1982,43616135
bra,1983,44742317
bra,1984,45905840
bra,1985,47103120
bra,1986,48340398
bra,1987,49617443
bra,1988,50937569
bra,1989,52296767
bra,1990,53702146
bra,1991,55153519
bra,1992,56420965
bra,1993,57670483
bra,1994,58954750
bra,1995,60273091
bra,1996,61628446
bra,1997,63016243
bra,1998,64443291
bra,1999,65908874
bra,2000,67416308
bra,2001,68470227
bra,2002,69497900
bra,2003,70542870
bra,2004,71606933
bra,2005,72686000
bra,2006,73784829
bra,2007,74902779
bra,2008,76042843
bra,2009,77199178
bra,2010,78376893
bra,2011,79503661
bra,2012,80643439
bra,2013,81798312
bra,2014,82973348
bra,2015,84167308
bra,2016,85382211
bra,2017,86613355
bra,2018,87864411
bra,2019,88861474
bra,2020,89848981
bra,2021,90810377
can,1960,5390421
can,1961,5623450
can,1962,5827886
can,1963,6040753
can,1964,6262776
can,1965,6493451
can,1966,6732676
can,1967,6964220
can,1968,7204486
can,1969,7452775
can,1970,7710429
can,1971,7963535
can,1972,8066825
can,1973,8171695
can,1974,8278623
can,1975,8387503
can,1976,8499123
can,1977,8619424
can,1978,8742707
can,1979,8868894
can,1980,8998251
can,1981,9132887
can,1982,9302032
can,1983,9475176
can,1984,9652677
can,1985,9833904
can,1986,10023234
can,1987,10260020
can,1988,10502977
can,1989,10751239
can,1990,11005973
can,1991,11259740
can,1992,11427441
can,1993,11597741
can,1994,11771403
can,1995,11948259
can,1996,12129243
can,1997,12317138
can,1998,12508655
can,1999,12703601
can,2000,12902321
can,2001,13105496
can,2002,13322797
can,2003,13543850
can,2004,13769036
can,2005,13997491
can,2006,14230714
can,2007,14471528
can,2008,14716983
can,2009,14966140
can,2010,15220102
can,2011,15471253
can,2012,15682310
can,2013,15896215
can,2014,16113912
can,2015,16335177
can,2016,16560395
can,2017,16789334
can,2018,17022069
can,2019,17211244
can,2020,17400128
can,2021,17588031
che,1960,535471
che,1961,546473
che,1962,562653
che,1963,579311
che,1964,596487
che,1965,614123
che,1966,632305
che,1967,651026
che,1968,670328
che,1969,690147
che,1970,710580
che,1971,718557
che,1972,717235
che,1973,715920
che,1974,714605
che,1975,713293
che,1976,711982
che,1977,710676
che,1978,709371
che,1979,708068
che,1980,706766
che,1981,721451
che,1982,748589
che,1983,776748
che,1984,806007
che,1985,836284
che,1986,867741
che,1987,900382
che,1988,934299
che,1989,969394
che,1990,1005859
che,1991,1027960
che,1992,1038718
che,1993,1049558
che,1994,1060527
che,1995,1071610
che,1996,1082824
che,1997,1094125
che,1998,1105559
che,1999,1117113
che,2000,1128804
che,2001,1140845
che,2002,1153230
che,2003,1165750
che,2004,1178424
che,2005,1191200
che,2006,1204132
che,2007,1217204
che,2008,1230437
che,2009,1243777
che,2010,1257280
che,2011,1270929
che,2012,1284746
che,2013,1298675
che,2014,1312774
che,2015,1327026
che,2016,1341453
che,2017,1356037
che,2018,1370779
che,2019,1383092
che,2020,1395356
che,2021,1407572
chl,1960,1979927
chl,1961,2047034
chl,1962,2106056
chl,1963,2166780
chl,1964,2229343
chl,1965,2293532
chl,1966,2359661
chl,1967,2427698
chl,1968,2497794
chl,1969,2569712
chl,1970,2646661
chl,1971,2738346
chl,1972,2833339
chl,1973,2931353
chl,1974,3032899
chl,1975,3137963
chl,1976,3246819
chl,1977,3359136
chl,1978,3475502
chl,1979,3595899
chl,1980,3720640
chl,1981,3849349
chl,1982,3970906
chl,1983,4046324
chl,1984,4123282
chl,1985,4201485
chl,1986,4281283
chl,1987,4362596
chl,1988,4445568
chl,1989,4529884
chl,1990,4615919
chl,1991,4703587
chl,1992,4794775
chl,1993,4894926
chl,1994,4997312
chl,1995,5101840
chl,1996,5208702
chl,1997,5317500
chl,1998,5428725
chl,1999,5542276
chl,2000,5658363
chl,2001,5776553
chl,2002,5883580
chl,2003,5930470
chl,2004,5977798
chl,2005,6025373
chl,2006,6073393
chl,2007,6121796
chl,2008,6170651
chl,2009,6219761
chl,2010,6269330
chl,2011,6319294
chl,2012,6369726
chl,2013,6420420
chl,2014,6471588
chl,2015,6523164
chl,2016,6575151
chl,2017,6627552
chl,2018,6680371
chl,2019,6723516
chl,2020,6767223
chl,2021,6811595
chn,1960,54184363
chn,1961,55737040
chn,1962,56782174
chn,1963,57823100
chn,1964,59006679
chn,1965,60404483
chn,1966,61485504
chn,1967,62246822
chn,1968,62999052
chn,1969,63737162
chn,1970,64481678
chn,1971,65519126
chn,1972,66845138
chn,1973,68214145
chn,1974,69633782
chn,1975,71104391
chn,1976,72602526
chn,1977,74297533
chn,1978,76202376
chn,1979,78305399
chn,1980,80490702
chn,1981,82860038
chn,1982,85350653
chn,1983,88600568
chn,1984,92028761
chn,1985,95642551
chn,1986,99473509
chn,1987,103522774
chn,1988,107818238
chn,1989,112377323
chn,1990,117251887
chn,1991,123983018
chn,1992,131242713
chn,1993,139053415
chn,1994,147507400
chn,1995,156664016
chn,1996,166617245
chn,1997,177415721
chn,1998,189207420
chn,1999,202099429
chn,2000,216252544
chn,2001,226290339
chn,2002,234270258
chn,2003,242580168
chn,2004,251247617
chn,2005,260252253
chn,2006,269647598
chn,2007,279417210
chn,2008,289614409
chn,2009,300215888
chn,2010,311285309
chn,2011,320885462
chn,2012,329831324
chn,2013,339050281
chn,2014,348525737
chn,2015,358247976
chn,2016,368117713
chn,2017,378089414
chn,2018,388398439
chn,2019,398976116
chn,2020,409712858
chn,2021,420459351
civ,1960,191849
civ,1961,208607
civ,1962,226856
civ,1963,246700
civ,1964,276555
civ,1965,309925
civ,1966,347377
civ,1967,389354
civ,1968,436472
civ,1969,489139
civ,1970,548246
civ,1971,614497
civ,1972,688861
civ,1973,771982
civ,1974,865269
civ,1975,966025
civ,1976,1058136
civ,1977,1158740
civ,1978,1269067
civ,1979,1325017
civ,1980,1383516
civ,1981,1444425
civ,1982,1508106
civ,1983,1574595
civ,1984,1644112
civ,1985,1716495
civ,1986,1792171
civ,1987,1871183
civ,1988,1950508
civ,1989,2024809
civ,1990,2102049
civ,1991,2182236
civ,1992,2265598
civ,1993,2351902
civ,1994,2441619
civ,1995,2534759
civ,1996,2631588
civ,1997,2731834
civ,1998,2836045
civ,1999,2926232
civ,2000,3007498
civ,2001,3090788
civ,2002,3176505
civ,2003,3264599
civ,2004,3355262
civ,2005,3448183
civ,2006,3543811
civ,2007,3642091
civ,2008,3743238
civ,2009,3846904
civ,2010,3953590
civ,2011,4063235
civ,2012,4176077
civ,2013,4291730
civ,2014,4410752
civ,2015,4533075
civ,2016,4658790
civ,2017,4787992
civ,2018,4920776
civ,2019,5058550
civ,2020,5202762
civ,2021,5354826
cmr,1960,228067
cmr,1961,243525
cmr,1962,260113
cmr,1963,275248
cmr,1964,291286
cmr,1965,316700
cmr,1966,344423
cmr,1967,374629
cmr,1968,407594
cmr,1969,443323
cmr,1970,481051
cmr,1971,522030
cmr,1972,566610
cmr,1973,614906
cmr,1974,667447
cmr,1975,724534
cmr,1976,782304
cmr,1977,828738
cmr,1978,878044
cmr,1979,930329
cmr,1980,985857
cmr,1981,1044584
cmr,1982,1106955
cmr,1983,1173110
cmr,1984,1243381
cmr,1985,1317718
cmr,1986,1396683
cmr,1987,1477464
cmr,1988,1553586
cmr,1989,1633439
cmr,1990,1717551
cmr,1991,1806033
cmr,1992,1899246
cmr,1993,1997035
cmr,1994,2100050
cmr,1995,2208426
cmr,1996,2322606
cmr,1997,2442403
cmr,1998,2568611
cmr,1999,2701399
cmr,2000,2841310
cmr,2001,2988118
cmr,2002,3142795
cmr,2003,3305551
cmr,2004,3477052
cmr,2005,3657020
cmr,2006,3846654
cmr,2007,4046208
cmr,2008,4256207
cmr,2009,4477200
cmr,2010,4709770
cmr,2011,4954528
cmr,2012,5212117
cmr,2013,5483216
cmr,2014,5768541
cmr,2015,6068843
cmr,2016,6384915
cmr,2017,6717594
cmr,2018,7067759
cmr,2019,7358544
cmr,2020,7655638
cmr,2021,7957530
cod,1960,980173
cod,1961,1057218
cod,1962,1140878
cod,1963,1231632
cod,1964,1330259
cod,1965,1437032
cod,1966,1553130
cod,1967,1679252
cod,1968,1797963
cod,1969,1913129
cod,1970,2035920
cod,1971,2145518
cod,1972,2261726
cod,1973,2384449
cod,1974,2514604
cod,1975,2652483
cod,1976,2798769
cod,1977,2953356
cod,1978,3117405
cod,1979,3291295
cod,1980,3475897
cod,1981,3671087
cod,1982,3878348
cod,1983,4098161
cod,1984,4331648
cod,1985,4551376
cod,1986,4782742
cod,1987,5026043
cod,1988,5282263
cod,1989,5550972
cod,1990,5833949
cod,1991,6131556
cod,1992,6445006
cod,1993,6773777
cod,1994,7120042
cod,1995,7484258
cod,1996,7867904
cod,1997,8270349
cod,1998,8662697
cod,1999,9037995
cod,2000,9430126
cod,2001,9838148
cod,2002,10264449
cod,2003,10709253
cod,2004,11174014
cod,2005,11658976
cod,2006,12165016
cod,2007,12693056
cod,2008,13244051
cod,2009,13819001
cod,2010,14418947
cod,2011,15044981
cod,2012,15698235
cod,2013,16379898
cod,2014,17091207
cod,2015,17833452
cod,2016,18607980
cod,2017,19416198
cod,2018,20259574
cod,2019,21141723
cod,2020,22065674
cod,2021,23033974
cog,1960,188068
cog,1961,201836
cog,1962,216751
cog,1963,230467
cog,1964,245081
cog,1965,260587
cog,1966,277109
cog,1967,294689
cog,1968,313423
cog,1969,333304
cog,1970,354491
cog,1971,377037
cog,1972,401066
cog,1973,426571
cog,1974,453991
cog,1975,483569
cog,1976,515127
cog,1977,548654
cog,1978,584422
cog,1979,622528
cog,1980,663184
cog,1981,706380
cog,1982,752465
cog,1983,801565
cog,1984,853955
cog,1985,896185
cog,1986,927925
cog,1987,960794
cog,1988,994881
cog,1989,1030084
cog,1990,1066589
cog,1991,1104395
cog,1992,1143601
cog,1993,1184092
cog,1994,1226082
cog,1995,1269568
cog,1996,1315373
cog,1997,1372705
cog,1998,1432622
cog,1999,1495154
cog,2000,1560509
cog,2001,1628530
cog,2002,1699617
cog,2003,1773809
cog,2004,1851350
cog,2005,1932054
cog,2006,2016398
cog,2007,2104424
cog,2008,2196294
cog,2009,2292178
cog,2010,2392248
cog,2011,2496690
cog,2012,2605693
cog,2013,2719457
