geo,time,se_prm_prsl_ma_zs
bfa,2013,64.89375
bfa,2014,62.23135
bfa,2015,64.19257
bfa,2016,60.80775
bfa,2017,64.40153
bfa,2018,50.44929
bfa,2019,48.48163
bgd,1980,17.76169
bgd,2008,67.13794
bgd,2009,61.94934
bgr,1985,95.64399
bgr,1986,97.00815
bgr,1987,96.03448
bgr,1988,96.49768
bgr,1989,83.72519
bgr,1990,93.68057
bgr,1991,92.3345
bgr,1992,91.51435
bgr,1993,85.49732
bgr,1995,95.20912
bgr,1996,89.64401
bgr,1997,88.64176
bgr,1998,90.19733
bgr,1999,92.642
bgr,2000,94.72785
bgr,2001,92.61371
bgr,2002,94.08592
bgr,2003,93.11244
bgr,2004,91.36408
bgr,2005,95.05872
bgr,2006,93.92099
bgr,2007,93.25985
bgr,2008,93.99732
bgr,2009,97.6165
bgr,2010,96.81383
bgr,2011,97.46644
bgr,2012,96.18765
bgr,2013,97.50409
bgr,2014,96.08673
bgr,2015,93.56301
bgr,2016,94.35848
bgr,2017,96.44783
bgr,2018,96.00665
bhr,1982,73.18025
bhr,1985,86.01159
bhr,1986,79.90079
bhr,1987,90.0618
bhr,1991,80.51957
bhr,1992,91.22473
bhr,1993,87.72621
bhr,1994,91.60074
bhr,1995,80.78687
bhr,1997,86.30762
bhr,1998,92.11514
bhr,1999,89.39254
bhr,2000,92.73247
bhr,2001,98.83963
bhr,2003,98.65493
bhr,2004,99.49578
bhr,2011,99.09671
bhr,2015,98.04966
bhr,2016,95.42149
bhr,2017,98.24435
bhr,2018,96.21922
bhs,2005,78.75174
bhs,2007,89.53586
bhs,2008,77.80396
bhs,2009,91.3801
bhs,2011,71.33741
bhs,2012,65.0739
bih,2009,99.05023
bih,2010,81.11166
bih,2011,83.00176
bih,2012,82.81593
bih,2013,86.41176
bih,2014,96.48544
bih,2015,96.65293
bih,2016,98.61417
bih,2017,92.61443
bih,2018,93.54966
bih,2019,93.18631
blr,1993,98.00747
blr,1995,97.51082
blr,1996,97.76341
blr,1998,88.89868
blr,1999,98.97037
blr,2000,98.67446
blr,2001,96.27178
blr,2002,97.78826
blr,2004,99.83501
blr,2005,98.51757
blr,2006,99.07764
blr,2007,96.18068
blr,2010,96.87795
blr,2011,98.80175
blr,2012,99.05312
blr,2013,98.46357
blr,2014,98.26868
blr,2015,98.06497
blr,2016,98.12097
blr,2017,97.82864
blz,1991,65.13886
blz,1994,67.40441
blz,1999,74.4934
blz,2005,88.85448
blz,2006,81.88157
blz,2007,89.74517
blz,2008,93.33223
blz,2009,89.13117
blz,2010,93.06232
blz,2012,90.49058
blz,2013,95.7964
blz,2014,97.85787
blz,2016,90.79399
blz,2017,95.39379
blz,2019,91.98464
bmu,2002,94.47973
bol,2009,85.1734
bol,2010,86.80917
bol,2011,90.03695
bol,2012,96.43501
bol,2013,93.93677
bol,2014,96.00248
bol,2015,94.62122
bol,2016,93.81275
bol,2017,94.79415
bol,2018,97.42479
bra,1971,40.088
bra,1972,37.62282
bra,1973,37.3997
brb,1999,91.98299
brb,2003,94.04894
brn,1975,74.72156
brn,2003,99.01452
brn,2004,97.13464
brn,2005,96.26541
brn,2006,94.83819
brn,2007,96.30912
brn,2009,95.95802
brn,2011,97.58241
brn,2016,94.01732
brn,2018,92.84429
brn,2019,96.46306
btn,1977,11.14922
btn,1978,25.29067
btn,1993,69.09742
btn,1997,72.5829
btn,1998,74.51459
btn,1999,78.02303
btn,2000,78.18742
btn,2005,81.11648
btn,2008,84.43615
btn,2009,81.48768
btn,2010,88.7039
btn,2011,91.22068
btn,2016,84.55083
bwa,1970,48.72248
bwa,1978,69.63511
bwa,1980,69.52752
bwa,1983,79.9578
bwa,1984,84.01463
bwa,1991,72.05862
bwa,1992,80.25474
bwa,1993,79.13816
bwa,1994,77.92338
bwa,1995,80.53028
bwa,1998,78.05393
bwa,1999,78.64383
bwa,2000,81.04918
bwa,2001,81.12463
bwa,2002,80.59498
bwa,2003,82.59053
bwa,2004,79.94782
bwa,2005,84.74113
bwa,2008,91.33273
bwa,2012,92.6852
caf,1971,36.13962
caf,1973,45.62555
caf,1975,46.01794
caf,1980,49.50429
caf,1981,63.50132
caf,1982,63.83625
caf,1986,20.66506
caf,1987,65.13234
caf,1988,56.30858
caf,1990,30.56349
caf,1991,17.7387
caf,2008,50.93678
caf,2009,53.13486
caf,2010,48.58005
caf,2011,47.34948
can,1998,95.86885
can,1999,98.34177
che,1977,58.55287
che,1978,55.38286
che,1979,54.97133
che,1980,35.03579
che,1981,55.59566
che,1982,54.17019
che,1983,54.49423
che,1984,54.331
che,1985,54.65342
che,1986,54.52148
che,2016,99.55877
che,2017,99.30632
che,2018,99.35776
chl,1970,78.18969
chl,1971,69.08485
chl,1972,69.92444
chl,1973,70.20064
chl,1974,66.83409
chl,1975,64.96401
chl,1976,71.0159
chl,1982,89.96564
chl,1996,96.88665
chl,2010,98.2312
chl,2011,98.00775
chl,2013,99.13009
chl,2014,99.26806
chl,2015,98.84956
chl,2016,99.20548
chl,2017,99.75159
chl,2018,99.51476
chn,1995,92.23717
chn,1996,93.41911
civ,1975,82.93162
civ,1984,71.61134
civ,1989,78.66918
civ,1991,75.02201
civ,1992,64.55583
civ,1994,76.95766
civ,1995,74.49296
civ,1996,72.88555
civ,1997,67.04282
civ,1999,66.91145
civ,2000,89.70933
civ,2006,83.37224
civ,2008,61.78339
civ,2011,84.34724
civ,2012,74.57752
civ,2013,78.20855
civ,2014,84.76747
civ,2015,82.8939
cmr,1972,59.11832
cmr,1973,60.02742
cmr,1974,68.23745
cmr,1975,60.56537
cmr,1976,55.05033
cmr,1978,63.75992
cmr,1979,65.00358
cmr,1980,70.53665
cmr,1981,66.44796
cmr,1982,70.94853
cmr,1983,59.42863
cmr,1984,71.12927
cmr,1985,68.41676
cmr,1986,72.15542
cmr,1990,57.81492
cmr,2006,54.64182
cmr,2007,57.50856
cmr,2008,68.67959
cmr,2009,66.83184
cmr,2010,56.92478
cmr,2011,69.14914
cmr,2014,64.59534
cmr,2015,56.75399
cmr,2016,41.17361
cmr,2017,37.72251
cmr,2018,63.66992
cod,1971,46.60125
cod,1975,61.13741
cod,1976,60.42107
cod,1977,68.07369
cod,1987,85.97301
cod,1991,53.14371
cod,1993,66.92971
cod,2007,78.30697
cod,2009,57.98106
cod,2010,59.7324
cod,2011,74.86873
cod,2012,55.73968
cod,2014,34.41016
cog,1973,78.5972
cog,1975,77.01854
cog,1976,74.48857
cog,1977,72.55268
cog,1978,75.4945
cog,1983,85.10893
cog,1984,76.29446
cog,1989,58.73981
cog,1991,48.22552
cog,1993,57.12651
cog,1995,25.76663
cog,2002,57.75384
cog,2007,70.60296
col,1970,48.30887
col,1971,34.02887
col,1972,38.76831
col,1973,34.39552
col,1981,35.67056
col,1982,52.06492
col,1983,53.46271
col,1984,47.9073
col,1985,55.39756
col,1986,63.80073
col,1987,53.24975
col,1988,53.18836
col,1992,58.77282
col,1993,63.24426
col,1994,54.65512
col,1998,56.18652
col,1999,64.03788
col,2004,78.31903
col,2005,77.27929
col,2006,81.55689
col,2009,83.9922
col,2010,87.61642
col,2011,82.61191
col,2012,72.64204
col,2013,81.184
col,2014,85.83614
col,2015,87.88153
col,2016,89.58752
col,2017,90.18511
col,2018,92.83835
com,1986,27.03999
com,1998,41.81265
com,2013,64.64455
cpv,1978,11.6195
cpv,1979,22.84097
cpv,1980,25.51441
cpv,1981,21.61382
cpv,1982,15.96672
cpv,1984,31.44196
cpv,1985,32.45044
cpv,1986,43.00395
cpv,1987,43.9545
cpv,2001,86.80523
cpv,2002,85.10072
cpv,2003,85.87183
cpv,2005,84.90636
cpv,2007,84.5181
cpv,2010,89.56572
cpv,2012,89.45207
cpv,2013,89.06755
cpv,2014,88.44579
cpv,2015,89.18625
cri,1970,69.59626
cri,1971,69.46557
cri,1972,74.14079
cri,1973,66.89102
cri,1975,73.56399
cri,1976,68.73515
cri,1977,70.29951
cri,1978,71.80807
cri,1979,67.50704
cri,1980,72.13479
cri,1981,67.59329
cri,1984,73.42008
cri,1985,79.46175
cri,1986,74.66378
cri,1987,77.4628
cri,1988,76.97832
cri,1990,75.23292
cri,1991,78.37564
cri,1992,79.21994
cri,1993,81.65714
cri,1994,82.23702
cri,1995,80.96287
cri,1999,87.05013
cri,2000,89.51557
cri,2001,87.04185
cri,2004,80.89767
cri,2005,89.33456
cri,2006,82.12622
cri,2007,92.20782
cri,2008,92.90569
cri,2009,87.63152
cri,2010,89.65317
cri,2011,87.28425
cri,2012,86.19462
cri,2013,89.43406
cri,2014,93.19147
cri,2015,92.36496
cub,1971,56.63341
cub,1999,93.75125
cub,2000,95.57756
cub,2001,96.34327
cub,2002,96.31499
cub,2003,96.94676
cub,2004,95.94193
cub,2005,95.90148
cub,2006,96.50995
cub,2007,95.19647
cub,2008,95.51863
cub,2009,96.16171
cub,2010,94.04938
cub,2011,95.42169
cub,2012,94.70005
cub,2013,95.85516
cub,2014,94.40713
cub,2015,94.69201
cub,2016,95.77402
cub,2017,95.7283
cub,2018,96.31095
cub,2019,95.49094
cyp,1971,95.77306
cyp,1972,98.0972
cyp,1973,97.02929
cyp,1974,63.29394
cyp,1975,94.70143
cyp,1976,99.2047
cyp,1977,99.14306
cyp,1978,98.65597
cyp,1979,98.49594
cyp,1980,99.85199
cyp,1981,96.41576
cyp,1982,99.90548
cyp,1983,98.60724
cyp,1984,98.63096
cyp,1985,98.59655
cyp,1986,98.55893
cyp,1987,99.59738
cyp,1988,99.69875
cyp,1989,98.32167
cyp,1991,99.35993
cyp,1992,98.72922
cyp,1993,98.91179
cyp,1994,98.98368
cyp,1999,93.63432
cyp,2000,98.87569
cyp,2002,97.32098
cyp,2003,99.97485
cyp,2004,98.56015
cyp,2005,97.69907
cyp,2006,98.98538
cyp,2007,93.86824
cyp,2012,92.88577
cyp,2013,89.95881
cyp,2014,98.16879
cyp,2015,97.70023
cyp,2016,98.51388
cze,1999,98.02977
cze,2000,98.42438
cze,2001,98.58667
cze,2002,97.27474
cze,2003,98.25088
cze,2004,98.16569
cze,2005,99.53317
cze,2006,97.92301
cze,2007,98.81173
cze,2008,99.38407
cze,2009,98.50695
cze,2010,99.12508
cze,2011,99.12697
cze,2012,99.00195
cze,2013,99.19316
cze,2014,99.36269
cze,2015,99.46963
cze,2016,99.41709
cze,2017,99.42937
cze,2018,99.50892
deu,1993,98.92098
deu,1994,98.79784
deu,1995,98.6628
deu,1996,98.63728
deu,1999,98.78044
deu,2000,98.36425
deu,2001,98.48535
deu,2002,97.85022
deu,2003,98.65859
deu,2004,98.34084
deu,2005,97.54729
deu,2006,96.79353
deu,2007,95.1934
deu,2009,95.74249
deu,2010,96.29567
deu,2012,96.68786
dji,2012,80.34571
dji,2019,88.06726
dji,2020,90.43352
dma,2002,74.8781
dma,2003,82.58829
dma,2006,85.6004
dma,2007,89.33881
dma,2009,85.81935
dma,2010,85.29265
dma,2011,90.08746
dma,2014,81.12172
dnk,1971,94.84672
dnk,1972,95.68399
dnk,1973,96.51745
dnk,1981,99.06045
dnk,1982,98.60128
dnk,1983,99.18941
dnk,1984,97.7771
dnk,1985,99.69718
dnk,1986,98.8047
dnk,1987,98.98892
dnk,1988,98.77045
dnk,1989,98.27132
dnk,1990,98.92016
dnk,1991,93.35606
dnk,1992,99.65003
dnk,1998,99.85068
dnk,1999,99.87591
dnk,2000,99.88962
dnk,2004,91.19409
dnk,2007,96.5526
dnk,2008,99.4267
dnk,2009,98.61974
dnk,2012,97.94364
dnk,2013,99.47243
dnk,2014,99.61343
dnk,2017,99.72687
dnk,2018,99.80365
dom,1998,61.00886
dom,1999,66.27873
dom,2011,76.03085
dom,2012,87.2733
dom,2013,76.65523
dom,2015,81.7379
dom,2016,77.39885
dom,2017,77.09922
dom,2018,89.88017
dom,2019,83.64519
dza,1972,71.18128
dza,1973,75.43086
dza,1974,74.34881
dza,1975,76.38238
dza,1976,73.3461
dza,1977,75.02702
dza,1978,75.08523
dza,1979,77.13923
dza,1980,79.56885
dza,1981,78.68935
dza,1982,80.96356
dza,1983,85.74772
dza,1984,88.22483
dza,1985,95.4025
dza,1986,92.80284
dza,1987,92.88924
dza,1988,90.18961
dza,1989,92.24754
dza,1990,92.22591
dza,1991,91.09985
dza,1992,89.05467
dza,1993,90.2513
dza,1994,88.83477
dza,1995,89.72739
dza,1996,89.30676
dza,1998,91.21778
dza,1999,89.88703
dza,2000,93.75427
dza,2001,91.56763
dza,2002,93.54145
dza,2003,91.64278
dza,2004,91.43611
dza,2005,89.76314
dza,2006,89.5405
dza,2007,91.34348
dza,2009,93.15516
dza,2010,94.01055
dza,2011,91.11802
dza,2012,94.84868
dza,2013,92.34756
dza,2014,93.01003
dza,2015,93.15712
dza,2016,93.78279
dza,2017,95.33046
dza,2018,91.23598
ecu,1971,46.60259
ecu,1972,50.2652
ecu,1973,55.44734
ecu,1974,52.49742
ecu,1975,58.58643
ecu,1976,56.58241
ecu,1977,58.39335
ecu,1978,72.32894
ecu,1979,63.10158
ecu,1987,62.67831
ecu,1993,35.10199
ecu,1994,72.90851
ecu,1995,74.55634
ecu,1996,83.69778
ecu,1998,73.62797
ecu,1999,74.31822
ecu,2000,73.96397
ecu,2001,75.64386
ecu,2002,71.44822
ecu,2003,71.98872
ecu,2004,75.27866
ecu,2005,74.95228
ecu,2006,79.21362
ecu,2008,97.26675
ecu,2009,91.20826
ecu,2010,93.37525
ecu,2011,84.03428
ecu,2012,93.84119
ecu,2014,81.19599
ecu,2015,89.99294
ecu,2016,92.17547
ecu,2017,98.56165
ecu,2018,96.61394
ecu,2019,97.68882
egy,1975,81.8004
egy,1976,87.42468
egy,1999,98.80562
egy,2000,98.77607
egy,2001,94.77054
egy,2002,94.28223
egy,2003,98.26104
egy,2005,92.20061
egy,2009,95.6026
egy,2016,95.83524
egy,2018,98.52092
eri,1993,84.74414
eri,1994,80.72532
eri,1995,78.02237
eri,1996,73.22743
eri,1999,95.93701
eri,2000,60.87623
eri,2002,89.36145
eri,2003,86.85021
eri,2004,83.47591
eri,2005,77.07561
eri,2006,59.11915
eri,2007,77.51039
eri,2008,74.12623
eri,2009,70.94581
eri,2010,97.44185
eri,2011,85.45822
eri,2012,78.00101
eri,2014,71.97574
eri,2017,80.15075
esp,1980,92.39996
esp,1981,94.8775
esp,1982,92.85539
esp,1983,93.16357
esp,1984,95.72363
esp,1985,95.06665
esp,1986,94.06963
esp,1989,97.21353
esp,2005,99.5167
esp,2008,98.96184
esp,2010,98.07825
esp,2011,97.69536
esp,2012,96.07214
esp,2013,96.05206
esp,2014,97.30514
esp,2015,99.19968
esp,2016,99.77128
esp,2017,99.52042
esp,2018,99.72527
est,1995,94.90965
est,1998,98.93294
est,1999,97.75884
est,2000,99.06533
est,2001,98.06549
est,2002,96.68298
est,2003,98.24826
est,2004,98.44403
est,2005,95.6101
est,2006,98.36047
est,2007,98.55938
est,2008,98.16842
est,2009,97.37628
est,2010,97.04372
est,2011,97.36337
est,2012,96.70287
est,2013,97.64786
est,2014,97.63391
est,2015,99.3551
est,2016,99.41823
est,2017,99.84643
est,2018,99.22581
eth,1981,47.85955
eth,1986,53.60342
eth,1987,46.48751
eth,1988,26.11954
eth,1993,58.85094
eth,1994,51.42094
eth,1995,55.93306
eth,1998,43.30145
eth,1999,49.36675
eth,2000,60.0378
eth,2001,57.21789
eth,2002,54.02294
eth,2003,46.62004
eth,2004,61.72492
eth,2005,57.65711
eth,2006,56.74401
eth,2007,42.06094
eth,2008,35.12474
eth,2009,35.94357
eth,2010,39.83319
eth,2011,34.00642
eth,2014,37.33663
fin,1986,96.75519
fin,1987,96.45725
fin,1988,96.67974
fin,1989,98.84623
fin,1990,99.09175
fin,1991,98.98265
fin,1992,98.9317
fin,1993,99.06389
fin,1994,99.55876
fin,1995,97.60239
fin,1997,99.83477
fin,1998,99.47827
fin,1999,99.51845
fin,2000,98.57668
fin,2001,99.44986
fin,2002,99.77041
fin,2003,99.37718
fin,2004,98.97898
fin,2005,98.70566
fin,2006,99.83228
fin,2007,99.39937
fin,2008,99.71763
fin,2009,99.52631
fin,2010,99.85324
fin,2011,99.14299
fin,2012,99.34462
fin,2013,99.49678
fin,2014,99.72934
fin,2015,99.61521
fin,2016,99.64372
fin,2017,99.63283
fin,2018,99.69959
fji,1979,88.84031
fji,1980,88.28617
fji,1983,90.40141
fji,1984,87.66329
fji,1985,88.44112
fji,1991,81.18385
fji,1994,79.04714
fji,1995,81.80026
fji,1996,86.26785
fji,1997,84.09188
fji,1998,83.97687
fji,1999,82.23817
fji,2000,81.8518
fji,2001,78.6449
fji,2003,93.92492
fji,2008,93.43085
fji,2011,95.02184
fji,2012,97.95153
fji,2015,90.01303
fra,1971,84.83317
gab,1971,54.52172
gab,1972,58.43833
gab,1983,59.81976
gab,1986,57.37408
gab,1987,47.4024
gab,1988,59.09957
gab,1995,51.8428
gbr,2016,100
gbr,2017,99.93287
gbr,2018,99.91942
geo,1999,98.51645
geo,2000,90.11098
geo,2001,94.0767
geo,2002,100
geo,2003,99.25433
geo,2004,82.97979
geo,2007,93.39889
geo,2008,94.87039
geo,2009,94.07701
geo,2011,96.85625
geo,2012,99.8115
geo,2013,98.64428
geo,2015,99.26314
geo,2016,98.71672
geo,2017,98.88973
geo,2018,98.6365
geo,2019,98.03366
gha,1971,77.08189
gha,1973,69.8782
gha,1974,86.27478
gha,1975,98.4276
gha,1976,80.79176
gha,1977,75.79409
gha,1978,76.47831
gha,1991,80.14351
gha,2000,60.74766
gha,2001,93.20425
gha,2002,54.85167
gha,2008,75.65834
gha,2013,85.09814
gha,2016,86.73455
gha,2017,80.82895
gin,1983,47.42851
gin,1984,43.59756
gin,1985,47.75813
gin,1986,51.24
gin,1987,49.27164
gin,1988,56.48681
gin,1989,47.43114
gin,1990,69.39734
gin,1991,57.48851
gin,1992,77.81217
gin,1993,75.03983
gin,2003,81.42045
gin,2004,73.13965
gin,2005,76.94323
gin,2006,80.62791
gin,2007,59.72485
gin,2008,67.85162
gin,2009,74.25297
gin,2011,62.57872
gin,2013,66.68466
gmb,1971,89.00461
gmb,1982,76.03024
gmb,1984,80.55877
gmb,1985,64.97145
gmb,1993,75.66622
gmb,1995,70.94956
gmb,1996,75.35684
gmb,1999,65.25955
gmb,2000,71.18628
gmb,2001,64.49039
gmb,2003,73.86682
gmb,2004,61.49536
gmb,2005,61.5131
gmb,2007,67.8936
gmb,2010,60.17704
gmb,2011,83.83059
gmb,2012,73.5555
gmb,2013,74.55194
gmb,2014,75.71708
gmb,2015,72.98467
gmb,2018,80.22028
gmb,2019,74.88705
gnb,1978,15.86321
gnb,1979,15.79145
gnb,1980,16.36478
gnb,1981,21.13538
gnb,1982,14.74886
gnb,1983,17.02903
gnb,1987,8.98837
gnq,2008,52.80798
gnq,2009,59.6903
gnq,2010,52.55976
gnq,2011,72.16355
grc,1971,92.66921
grc,1972,95.33501
grc,1973,94.79687
grc,1974,92.84616
grc,1975,97.33274
grc,1976,96.93458
grc,1977,96.37657
grc,1978,98.02844
grc,1979,93.45143
grc,1980,96.21639
grc,1981,98.67309
grc,1982,98.18076
grc,1983,99.08209
grc,1984,99.78524
grc,1985,98.5317
grc,1986,93.20271
grc,1988,97.30621
grc,1991,99.08467
grc,2004,96.80182
grc,2005,96.09736
grc,2006,97.57124
grc,2010,92.60372
grc,2011,94.58029
grc,2012,90.2022
grc,2013,91.59215
grc,2015,96.22757
grc,2016,98.85994
grc,2017,98.25012
grc,2018,99.59918
gtm,1975,31.55472
gtm,1976,37.03635
gtm,1977,36.40636
gtm,1995,46.35081
gtm,1999,49.96769
gtm,2000,51.98866
gtm,2001,62.04516
gtm,2004,64.43743
gtm,2005,64.64511
gtm,2006,63.19417
gtm,2007,65.49188
gtm,2008,78.79423
gtm,2009,68.05435
gtm,2010,71.15609
gtm,2011,68.08293
gtm,2012,68.61674
gtm,2013,72.04364
gtm,2014,75.07371
gtm,2016,77.6067
gtm,2017,83.72745
gtm,2018,70.85936
gtm,2019,74.98561
guy,1977,75.91933
guy,1978,85.46296
guy,1979,77.23778
guy,1981,80.92492
guy,2000,61.50297
guy,2008,85.3691
guy,2011,89.7983
hkg,1979,96.03355
hkg,1980,96.83711
hkg,1981,96.04396
hkg,1982,98.33575
hkg,1983,97.69649
hkg,1984,97.80443
hkg,2002,98.71047
hkg,2003,98.94275
hkg,2004,98.5983
hkg,2007,99.52163
hkg,2010,99.56378
hkg,2011,98.94858
hkg,2012,99.06547
hkg,2013,98.06753
hkg,2014,98.33367
hkg,2015,98.21735
hkg,2016,98.56825
hkg,2017,98.81141
hkg,2018,96.57031
hkg,2019,98.83942
hnd,1983,39.54446
hnd,1991,52.5894
hnd,1992,52.24824
hnd,1993,50.42966
hnd,1994,50.26636
hnd,1995,48.97809
hnd,1996,50.84684
hnd,1997,54.8959
hnd,2005,77.4297
hnd,2007,73.80795
hnd,2008,68.7736
hnd,2009,76.07949
hnd,2010,71.50744
hnd,2011,66.34146
hnd,2012,66.89283
hnd,2013,74.25564
hnd,2015,80.83475
hnd,2016,80.84215
hnd,2019,74.07236
hrv,1994,98.36275
hrv,1995,97.95812
hrv,1996,100
hrv,1998,99.4051
hrv,1999,99.09433
hrv,2000,99.82474
hrv,2001,99.66435
hrv,2002,99.12653
hrv,2005,99.23066
hrv,2006,99.27238
hrv,2007,97.41142
hrv,2008,98.66397
hrv,2009,98.54783
hrv,2010,99.81236
hrv,2011,99.09226
hrv,2012,99.38977
hrv,2013,97.57383
hrv,2014,99.30833
hrv,2015,97.08003
hrv,2016,97.33316
hrv,2017,96.59766
hrv,2018,97.89129
hti,1978,34.35259
hti,1979,45.74087
hti,1981,13.90156
hti,1982,31.17584
hti,1984,16.01427
hti,1985,30.87319
hun,1975,95.88039
hun,1976,95.34724
hun,1977,96.16655
hun,1978,95.23388
hun,1979,97.23336
hun,1980,95.92538
hun,1981,96.04665
hun,1982,96.99282
hun,1983,96.7793
hun,1984,96.49465
hun,1985,96.58991
hun,1986,96.04443
hun,1987,96.7169
hun,1988,97.03493
hun,1989,97.94264
hun,1996,95.22411
hun,1997,92.64802
hun,1998,95.43413
hun,1999,95.38706
hun,2000,93.69611
hun,2001,95.93696
hun,2002,96.77824
