geo,time,pa_nus_fcrf
abw,1986,1.79
abw,1987,1.79
abw,1988,1.79
abw,1989,1.79
abw,1990,1.79
abw,1991,1.79
abw,1992,1.79
abw,1993,1.79
abw,1994,1.79
abw,1995,1.79
abw,1996,1.79
abw,1997,1.79
abw,1998,1.79
abw,1999,1.79
abw,2000,1.79
abw,2001,1.79
abw,2002,1.79
abw,2003,1.79
abw,2004,1.79
abw,2005,1.79
abw,2006,1.79
abw,2007,1.79
abw,2008,1.79
abw,2009,1.79
abw,2010,1.79
abw,2011,1.79
abw,2012,1.79
abw,2013,1.79
abw,2014,1.79
abw,2015,1.79
abw,2016,1.79
abw,2017,1.79
abw,2018,1.79
abw,2019,1.79
abw,2020,1.79
abw,2021,1.79
afg,1960,17.19656
afg,1961,17.19656
afg,1962,17.19656
afg,1963,35.10964
afg,1964,38.69226
afg,1965,38.69226
afg,1966,38.69226
afg,1967,38.69226
afg,1968,38.69226
afg,1969,38.69226
afg,1970,38.69226
afg,1971,38.69226
afg,1972,38.69226
afg,1973,38.69226
afg,1974,38.37871
afg,1975,34.92963
afg,1976,34.92963
afg,1977,34.92963
afg,1978,34.92963
afg,1979,33.84616
afg,1980,34.36946
afg,1981,38.56166
afg,1982,39.27643
afg,1983,39.27643
afg,1984,39.27643
afg,1985,39.27643
afg,1986,39.27643
afg,1987,39.27643
afg,1988,39.27643
afg,1989,39.27643
afg,1990,39.27643
afg,1991,39.27643
afg,1992,39.27643
afg,1993,39.27643
afg,1994,38.81846
afg,1995,36.56714
afg,1996,47.5
afg,1997,47.5
afg,1998,47.5
afg,1999,46.61953
afg,2000,47.35757
afg,2001,47.50001
afg,2002,47.263
afg,2003,48.76275
afg,2004,47.84531
afg,2005,49.4946
afg,2006,49.92533
afg,2007,49.96202
afg,2008,50.24961
afg,2009,50.325
afg,2010,46.45246
afg,2011,46.74701
afg,2012,50.9214
afg,2013,55.3775
afg,2014,57.2475
afg,2015,61.14346
afg,2016,67.86609
afg,2017,68.0269
afg,2018,72.08325
afg,2019,77.73795
afg,2020,76.81354
ago,1960,0
ago,1961,0
ago,1962,0
ago,1963,0
ago,1964,0
ago,1965,0
ago,1966,0
ago,1967,0
ago,1968,0
ago,1969,0
ago,1970,0
ago,1971,0
ago,1972,0
ago,1973,0
ago,1974,0
ago,1975,0
ago,1976,0
ago,1977,0
ago,1978,0
ago,1979,0
ago,1980,0
ago,1981,0
ago,1982,0
ago,1983,0
ago,1984,0
ago,1985,0
ago,1986,0
ago,1987,0
ago,1988,0
ago,1989,0
ago,1990,0
ago,1991,0
ago,1992,0
ago,1993,0
ago,1994,0.00006
ago,1995,0.00275
ago,1996,0.12803
ago,1997,0.22904
ago,1998,0.39282
ago,1999,2.79071
ago,2000,10.04054
ago,2001,22.05786
ago,2002,43.53021
ago,2003,74.6063
ago,2004,83.54136
ago,2005,87.15914
ago,2006,80.36807
ago,2007,76.70614
ago,2008,75.03335
ago,2009,79.32817
ago,2010,91.90572
ago,2011,93.93475
ago,2012,95.46796
ago,2013,96.51828
ago,2014,98.30242
ago,2015,120.0607
ago,2016,163.65643
ago,2017,165.91595
ago,2018,252.85575
ago,2019,364.8258
ago,2020,578.25878
ago,2021,631.44196
alb,1992,75.0325
alb,1993,102.0625
alb,1994,94.62333
alb,1995,92.6975
alb,1996,104.49892
alb,1997,148.93292
alb,1998,150.63333
alb,1999,137.69058
alb,2000,143.70942
alb,2001,143.48483
alb,2002,140.15452
alb,2003,121.86325
alb,2004,102.78005
alb,2005,99.87025
alb,2006,98.10338
alb,2007,90.42789
alb,2008,83.8946
alb,2009,94.97812
alb,2010,103.93667
alb,2011,100.89583
alb,2012,108.18417
alb,2013,105.66917
alb,2014,105.48
alb,2015,125.96167
alb,2016,124.1425
alb,2017,119.1
alb,2018,107.98917
alb,2019,109.85083
alb,2020,108.65
alb,2021,103.52
and,2001,1.1175
and,2002,1.0626
and,2003,0.886
and,2004,0.8054
and,2005,0.8041
and,2006,0.7971
and,2007,0.7306
and,2008,0.6827
and,2009,0.7198
and,2010,0.7543
and,2011,0.7184
and,2012,0.7783
and,2013,0.7529
and,2014,0.7527
and,2015,0.9013
and,2016,0.9034
and,2017,0.8852
and,2018,0.8468
and,2019,0.8933
and,2020,0.8755
and,2021,0.84549
are,1966,4.7619
are,1967,4.7619
are,1968,4.7619
are,1969,4.7619
are,1970,4.7619
are,1971,4.74796
are,1972,4.38598
are,1973,3.99627
are,1974,3.95905
are,1975,3.96128
are,1976,3.95307
are,1977,3.90325
are,1978,3.87121
are,1979,3.81568
are,1980,3.70736
are,1981,3.671
are,1982,3.671
are,1983,3.671
are,1984,3.671
are,1985,3.671
are,1986,3.671
are,1987,3.671
are,1988,3.671
are,1989,3.671
are,1990,3.671
are,1991,3.671
are,1992,3.671
are,1993,3.671
are,1994,3.671
are,1995,3.671
are,1996,3.671
are,1997,3.67112
are,1998,3.6725
are,1999,3.6725
are,2000,3.6725
are,2001,3.6725
are,2002,3.6725
are,2003,3.6725
are,2004,3.6725
are,2005,3.6725
are,2006,3.6725
are,2007,3.6725
are,2008,3.6725
are,2009,3.6725
are,2010,3.6725
are,2011,3.6725
are,2012,3.6725
are,2013,3.6725
are,2014,3.6725
are,2015,3.6725
are,2016,3.6725
are,2017,3.6725
are,2018,3.6725
are,2019,3.6725
are,2020,3.6725
are,2021,3.6725
arg,1963,0
arg,1964,0
arg,1965,0
arg,1966,0
arg,1967,0
arg,1968,0
arg,1969,0
arg,1970,0
arg,1971,0
arg,1972,0
arg,1973,0
arg,1974,0
arg,1975,0
arg,1976,0
arg,1977,0
arg,1978,0
arg,1979,0
arg,1980,0
arg,1981,0
arg,1982,0
arg,1983,0
arg,1984,0.00001
arg,1985,0.00006
arg,1986,0.00009
arg,1987,0.00021
arg,1988,0.00088
arg,1989,0.04233
arg,1990,0.48759
arg,1991,0.95355
arg,1992,0.99064
arg,1993,0.99895
arg,1994,0.99901
arg,1995,0.99975
arg,1996,0.99966
arg,1997,0.9995
arg,1998,0.9995
arg,1999,0.9995
arg,2000,0.9995
arg,2001,0.9995
arg,2002,3.06326
arg,2003,2.90063
arg,2004,2.9233
arg,2005,2.90366
arg,2006,3.05431
arg,2007,3.09565
arg,2008,3.14416
arg,2009,3.71011
arg,2010,3.8963
arg,2011,4.11014
arg,2012,4.53693
arg,2013,5.45935
arg,2014,8.07528
arg,2015,9.23319
arg,2016,14.75818
arg,2017,16.56271
arg,2018,28.09499
arg,2019,48.14789
arg,2020,70.53917
arg,2021,94.99074
arm,1993,9.105
arm,1994,288.65083
arm,1995,405.90833
arm,1996,414.0415
arm,1997,490.84679
arm,1998,504.915
arm,1999,535.06183
arm,2000,539.52583
arm,2001,555.07826
arm,2002,573.35333
arm,2003,578.76295
arm,2004,533.45083
arm,2005,457.68694
arm,2006,416.04037
arm,2007,342.07912
arm,2008,305.9694
arm,2009,363.28329
arm,2010,373.66047
arm,2011,372.50088
arm,2012,401.76398
arm,2013,409.62575
arm,2014,415.91979
arm,2015,477.91831
arm,2016,480.48815
arm,2017,482.71639
arm,2018,482.98795
arm,2019,480.44513
arm,2020,489.00886
arm,2021,503.76967
asm,2002,1
asm,2003,1
asm,2004,1
asm,2005,1
asm,2006,1
asm,2007,1
asm,2008,1
asm,2009,1
asm,2010,1
asm,2011,1
asm,2012,1
asm,2013,1
asm,2014,1
asm,2015,1
asm,2016,1
asm,2017,1
asm,2018,1
asm,2019,1
asm,2020,1
asm,2021,1
atg,1960,1.71429
atg,1961,1.71429
atg,1962,1.71429
atg,1963,1.71429
atg,1964,1.71429
atg,1965,1.71429
atg,1966,1.71429
atg,1967,1.76191
atg,1968,2
atg,1969,2
atg,1970,2
atg,1971,1.97487
atg,1972,1.92128
atg,1973,1.95922
atg,1974,2.05323
atg,1975,2.1698
atg,1976,2.61467
atg,1977,2.7
atg,1978,2.7
atg,1979,2.7
atg,1980,2.7
atg,1981,2.7
atg,1982,2.7
atg,1983,2.7
atg,1984,2.7
atg,1985,2.7
atg,1986,2.7
atg,1987,2.7
atg,1988,2.7
atg,1989,2.7
atg,1990,2.7
atg,1991,2.7
atg,1992,2.7
atg,1993,2.7
atg,1994,2.7
atg,1995,2.7
atg,1996,2.7
atg,1997,2.7
atg,1998,2.7
atg,1999,2.7
atg,2000,2.7
atg,2001,2.7
atg,2002,2.7
atg,2003,2.7
atg,2004,2.7
atg,2005,2.7
atg,2006,2.7
atg,2007,2.7
atg,2008,2.7
atg,2009,2.7
atg,2010,2.7
atg,2011,2.7
atg,2012,2.7
atg,2013,2.7
atg,2014,2.7
atg,2015,2.7
atg,2016,2.7
atg,2017,2.7
atg,2018,2.7
atg,2019,2.7
atg,2020,2.7
atg,2021,2.7
aus,1960,0.89286
aus,1961,0.89286
aus,1962,0.89286
aus,1963,0.89286
aus,1964,0.89286
aus,1965,0.89286
aus,1966,0.89286
aus,1967,0.89286
aus,1968,0.89286
aus,1969,0.89286
aus,1970,0.89286
aus,1971,0.88267
aus,1972,0.8387
aus,1973,0.70411
aus,1974,0.69667
aus,1975,0.76387
aus,1976,0.81828
aus,1977,0.90182
aus,1978,0.87366
aus,1979,0.89464
aus,1980,0.87824
aus,1981,0.87021
aus,1982,0.98586
aus,1983,1.11001
aus,1984,1.13952
aus,1985,1.43189
aus,1986,1.49597
aus,1987,1.42818
aus,1988,1.27991
aus,1989,1.2646
aus,1990,1.28106
aus,1991,1.28376
aus,1992,1.36165
aus,1993,1.47056
aus,1994,1.36775
aus,1995,1.34903
aus,1996,1.27786
aus,1997,1.34738
aus,1998,1.59183
aus,1999,1.54995
aus,2000,1.72483
aus,2001,1.93344
aus,2002,1.84056
aus,2003,1.54191
aus,2004,1.35975
aus,2005,1.30947
aus,2006,1.32797
aus,2007,1.19507
aus,2008,1.19218
aus,2009,1.28219
aus,2010,1.09016
aus,2011,0.96946
aus,2012,0.9658
aus,2013,1.03584
aus,2014,1.10936
aus,2015,1.33109
aus,2016,1.34521
aus,2017,1.30476
aus,2018,1.33841
aus,2019,1.43851
aus,2020,1.45309
aus,2021,1.33122
aut,1960,26
aut,1961,26
aut,1962,26
aut,1963,26
aut,1964,26
aut,1965,26
aut,1966,26
aut,1967,26
aut,1968,26
aut,1969,26
aut,1970,26
aut,1971,24.98558
aut,1972,23.11533
aut,1973,19.58
aut,1974,18.6925
aut,1975,17.41675
aut,1976,17.93967
aut,1977,16.52692
aut,1978,14.52167
aut,1979,13.3675
aut,1980,12.938
aut,1981,15.92683
aut,1982,17.05925
aut,1983,17.96333
aut,1984,20.00908
aut,1985,20.6895
aut,1986,15.26713
aut,1987,12.6425
aut,1988,12.34767
aut,1989,13.23067
aut,1990,11.36983
aut,1991,11.67592
aut,1992,10.98933
aut,1993,11.63218
aut,1994,11.42182
aut,1995,10.0815
aut,1996,10.58656
aut,1997,12.20424
aut,1998,12.37907
aut,1999,0.93828
aut,2000,1.08271
aut,2001,1.11653
aut,2002,1.05756
aut,2003,0.88405
aut,2004,0.80392
aut,2005,0.8038
aut,2006,0.79643
aut,2007,0.72967
aut,2008,0.67992
aut,2009,0.71696
aut,2010,0.75431
aut,2011,0.71841
aut,2012,0.77834
aut,2013,0.75295
aut,2014,0.75273
aut,2015,0.9013
aut,2016,0.90342
aut,2017,0.88521
aut,2018,0.84677
aut,2019,0.89328
aut,2020,0.87551
aut,2021,0.84549
aze,1992,0.01084
aze,1993,0.01999
aze,1994,0.31405
aze,1995,0.88271
aze,1996,0.86025
aze,1997,0.79707
aze,1998,0.7738
aze,1999,0.82403
aze,2000,0.89483
aze,2001,0.93132
aze,2002,0.97216
aze,2003,0.98215
aze,2004,0.9827
aze,2005,0.94542
aze,2006,0.89345
aze,2007,0.85812
aze,2008,0.82162
aze,2009,0.80378
aze,2010,0.80265
aze,2011,0.78969
aze,2012,0.78565
aze,2013,0.78454
aze,2014,0.78435
aze,2015,1.02456
aze,2016,1.59572
aze,2017,1.72115
aze,2018,1.70002
aze,2019,1.7
aze,2020,1.7
aze,2021,1.7
bdi,1960,50
bdi,1961,50
bdi,1962,50
bdi,1963,50
bdi,1964,50
bdi,1965,84.375
bdi,1966,87.5
bdi,1967,87.5
bdi,1968,87.5
bdi,1969,87.5
bdi,1970,87.5
bdi,1971,87.5
bdi,1972,87.5
bdi,1973,80.02608
bdi,1974,78.75
bdi,1975,78.75
bdi,1976,86.25
bdi,1977,90
bdi,1978,90
bdi,1979,90
bdi,1980,90
bdi,1981,90
bdi,1982,90
bdi,1983,92.94833
bdi,1984,119.70917
bdi,1985,120.69075
bdi,1986,114.17108
bdi,1987,123.56383
bdi,1988,140.395
bdi,1989,158.66667
bdi,1990,171.25542
bdi,1991,181.51258
bdi,1992,208.30267
bdi,1993,242.78
bdi,1994,252.6625
bdi,1995,249.7575
bdi,1996,302.74667
bdi,1997,352.35083
bdi,1998,447.76583
bdi,1999,563.5625
bdi,2000,720.67333
bdi,2001,830.35333
bdi,2002,930.74917
bdi,2003,1082.62
bdi,2004,1100.9
bdi,2005,1081.57717
bdi,2006,1028.68355
bdi,2007,1081.86968
bdi,2008,1185.69083
bdi,2009,1230.17917
bdi,2010,1230.74833
bdi,2011,1261.07333
bdi,2012,1442.50563
bdi,2013,1555.09083
bdi,2014,1546.68667
bdi,2015,1571.89833
bdi,2016,1654.62667
bdi,2017,1729.055
bdi,2018,1782.87687
bdi,2019,1845.62289
bdi,2020,1915.04618
bdi,2021,1975.95088
bel,1960,50
bel,1961,50
bel,1962,50
bel,1963,50
bel,1964,50
bel,1965,50
bel,1966,50
bel,1967,50
bel,1968,50
bel,1969,50
bel,1970,50
bel,1971,49.05698
bel,1972,44.01458
bel,1973,38.9765
bel,1974,38.9515
bel,1975,36.77892
bel,1976,38.60517
bel,1977,35.84275
bel,1978,31.49208
bel,1979,29.31867
bel,1980,29.24167
bel,1981,37.12925
bel,1982,45.69058
bel,1983,51.13167
bel,1984,57.78392
bel,1985,59.378
bel,1986,44.67192
bel,1987,37.33408
bel,1988,36.76833
bel,1989,39.404
bel,1990,33.41792
bel,1991,34.14825
bel,1992,32.1495
bel,1993,34.59652
bel,1994,33.4565
bel,1995,29.48002
bel,1996,30.96151
bel,1997,35.77389
bel,1998,36.29864
bel,1999,0.93828
bel,2000,1.08271
bel,2001,1.11653
bel,2002,1.05756
bel,2003,0.88405
bel,2004,0.80392
bel,2005,0.8038
bel,2006,0.79643
bel,2007,0.72967
bel,2008,0.67992
bel,2009,0.71696
bel,2010,0.75431
bel,2011,0.71841
bel,2012,0.77834
bel,2013,0.75295
bel,2014,0.75273
bel,2015,0.9013
bel,2016,0.90342
bel,2017,0.88521
bel,2018,0.84677
bel,2019,0.89328
bel,2020,0.87551
bel,2021,0.84549
ben,1960,245.1951
ben,1961,245.2601
ben,1962,245.01385
ben,1963,245.01635
ben,1964,245.02718
ben,1965,245.06093
ben,1966,245.67844
ben,1967,246.00094
ben,1968,247.56469
ben,1969,259.96057
ben,1970,276.40314
ben,1971,275.35646
ben,1972,252.02763
ben,1973,222.88918
ben,1974,240.70467
ben,1975,214.3129
ben,1976,238.95049
ben,1977,245.67969
ben,1978,225.65586
ben,1979,212.72164
ben,1980,211.27956
ben,1981,271.73145
ben,1982,328.60625
ben,1983,381.06604
ben,1984,436.95667
ben,1985,449.26296
ben,1986,346.3059
ben,1987,300.53656
ben,1988,297.84822
ben,1989,319.0083
ben,1990,272.26479
ben,1991,282.10691
ben,1992,264.6918
ben,1993,283.16258
ben,1994,555.2047
ben,1995,499.14843
ben,1996,511.55243
ben,1997,583.66937
ben,1998,589.95177
ben,1999,615.47335
ben,2000,710.20798
ben,2001,732.39769
ben,2002,693.71323
ben,2003,579.89743
ben,2004,527.33803
ben,2005,527.25836
ben,2006,522.42562
ben,2007,478.63372
ben,2008,446.00004
ben,2009,470.29342
ben,2010,494.79426
ben,2011,471.24863
ben,2012,510.55634
ben,2013,493.89962
ben,2014,493.75733
ben,2015,591.2117
ben,2016,592.60562
ben,2017,580.65675
ben,2018,555.44646
ben,2019,585.95081
ben,2020,574.29455
ben,2021,554.6026
bfa,1960,245.1951
bfa,1961,245.2601
bfa,1962,245.01385
bfa,1963,245.01635
bfa,1964,245.02718
bfa,1965,245.06093
bfa,1966,245.67844
bfa,1967,246.00094
bfa,1968,247.56469
bfa,1969,259.96057
bfa,1970,276.40314
bfa,1971,275.35646
bfa,1972,252.02763
bfa,1973,222.88918
bfa,1974,240.70467
bfa,1975,214.3129
bfa,1976,238.95049
bfa,1977,245.67969
bfa,1978,225.65586
bfa,1979,212.72164
bfa,1980,211.27956
bfa,1981,271.73145
bfa,1982,328.60625
bfa,1983,381.06604
bfa,1984,436.95667
bfa,1985,449.26296
bfa,1986,346.3059
bfa,1987,300.53656
bfa,1988,297.84822
bfa,1989,319.0083
bfa,1990,272.26479
bfa,1991,282.10691
bfa,1992,264.6918
bfa,1993,283.16258
bfa,1994,555.2047
bfa,1995,499.14843
bfa,1996,511.55243
bfa,1997,583.66937
bfa,1998,589.95177
bfa,1999,615.47335
bfa,2000,710.20798
bfa,2001,732.39769
bfa,2002,693.71323
bfa,2003,579.89743
bfa,2004,527.33803
bfa,2005,527.25836
bfa,2006,522.42562
bfa,2007,478.63372
bfa,2008,446.00004
bfa,2009,470.29342
bfa,2010,494.79426
bfa,2011,471.24863
bfa,2012,510.55634
bfa,2013,493.89962
bfa,2014,493.75733
bfa,2015,591.2117
bfa,2016,592.60562
bfa,2017,580.65675
bfa,2018,555.44646
bfa,2019,585.91101
bfa,2020,575.586
bfa,2021,554.53068
bgd,1971,7.86884
bgd,1972,7.70018
bgd,1973,7.84982
bgd,1974,8.226
bgd,1975,12.18618
bgd,1976,15.39917
bgd,1977,15.3751
bgd,1978,15.01612
bgd,1979,15.55192
bgd,1980,15.45406
bgd,1981,17.98669
bgd,1982,22.11788
bgd,1983,24.61542
bgd,1984,25.35393
bgd,1985,27.99459
bgd,1986,30.4069
bgd,1987,30.94983
bgd,1988,31.73325
bgd,1989,32.27
bgd,1990,34.56881
bgd,1991,36.59618
bgd,1992,38.95076
bgd,1993,39.56726
bgd,1994,40.21174
bgd,1995,40.27832
bgd,1996,41.79417
bgd,1997,43.89212
bgd,1998,46.90565
bgd,1999,49.0854
bgd,2000,52.14167
bgd,2001,55.80667
bgd,2002,57.888
bgd,2003,58.15004
bgd,2004,59.51266
bgd,2005,64.32748
bgd,2006,68.93323
bgd,2007,68.87488
bgd,2008,68.59828
bgd,2009,69.03907
bgd,2010,69.64929
bgd,2011,74.1524
bgd,2012,81.86266
bgd,2013,78.10323
bgd,2014,77.64141
bgd,2015,77.94691
bgd,2016,78.46809
bgd,2017,80.43754
bgd,2018,83.4662
bgd,2019,84.45352
bgd,2020,84.87139
bgd,2021,85.08376
bgr,1960,0.00117
bgr,1961,0.00117
bgr,1962,0.00117
bgr,1963,0.00117
bgr,1964,0.00117
bgr,1965,0.00117
bgr,1966,0.00117
bgr,1967,0.00117
bgr,1968,0.00117
bgr,1969,0.00117
bgr,1970,0.00117
bgr,1971,0.00117
bgr,1972,0.00108
bgr,1973,0.00098
bgr,1974,0.00097
bgr,1991,0.01779
bgr,1992,0.02334
bgr,1993,0.02759
bgr,1994,0.05413
bgr,1995,0.06717
bgr,1996,0.17789
bgr,1997,1.68188
bgr,1998,1.76036
bgr,1999,1.83638
bgr,2000,2.12328
bgr,2001,2.18471
bgr,2002,2.07698
bgr,2003,1.7327
bgr,2004,1.57511
bgr,2005,1.57413
bgr,2006,1.55927
bgr,2007,1.42905
bgr,2008,1.33712
bgr,2009,1.40669
bgr,2010,1.47739
bgr,2011,1.40646
bgr,2012,1.52205
bgr,2013,1.47357
bgr,2014,1.47418
bgr,2015,1.7644
bgr,2016,1.76804
bgr,2017,1.73546
bgr,2018,1.65704
bgr,2019,1.74704
bgr,2020,1.71633
bgr,2021,1.65377
bhr,1966,0.47619
bhr,1967,0.47619
bhr,1968,0.47619
bhr,1969,0.47619
bhr,1970,0.47619
bhr,1971,0.4748
bhr,1972,0.4386
bhr,1973,0.39963
bhr,1974,0.39474
bhr,1975,0.3955
bhr,1976,0.3956
bhr,1977,0.39565
bhr,1978,0.38745
bhr,1979,0.38162
bhr,1980,0.377
bhr,1981,0.376
bhr,1982,0.376
bhr,1983,0.376
bhr,1984,0.376
bhr,1985,0.376
bhr,1986,0.376
bhr,1987,0.376
bhr,1988,0.376
bhr,1989,0.376
bhr,1990,0.376
bhr,1991,0.376
bhr,1992,0.376
bhr,1993,0.376
bhr,1994,0.376
bhr,1995,0.376
bhr,1996,0.376
bhr,1997,0.376
bhr,1998,0.376
bhr,1999,0.376
bhr,2000,0.376
bhr,2001,0.376
bhr,2002,0.376
bhr,2003,0.376
bhr,2004,0.376
bhr,2005,0.376
bhr,2006,0.376
bhr,2007,0.376
bhr,2008,0.376
bhr,2009,0.376
bhr,2010,0.376
bhr,2011,0.376
bhr,2012,0.376
bhr,2013,0.376
bhr,2014,0.376
bhr,2015,0.376
bhr,2016,0.376
bhr,2017,0.376
bhr,2018,0.376
bhr,2019,0.376
bhr,2020,0.376
bhr,2021,0.376
bhs,1960,1.02041
bhs,1961,1.02041
bhs,1962,1.02041
bhs,1963,1.02041
bhs,1964,1.02041
bhs,1965,1.02041
bhs,1966,1
bhs,1967,1
bhs,1968,1
bhs,1969,1
bhs,1970,1
bhs,1971,1
bhs,1972,1
bhs,1973,1
bhs,1974,1
bhs,1975,1
bhs,1976,1
bhs,1977,1
bhs,1978,1
bhs,1979,1
bhs,1980,1
bhs,1981,1
bhs,1982,1
bhs,1983,1
bhs,1984,1
bhs,1985,1
bhs,1986,1
bhs,1987,1
bhs,1988,1
bhs,1989,1
bhs,1990,1
bhs,1991,1
bhs,1992,1
bhs,1993,1
bhs,1994,1
bhs,1995,1
bhs,1996,1
bhs,1997,1
bhs,1998,1
bhs,1999,1
bhs,2000,1
bhs,2001,1
bhs,2002,1
bhs,2003,1
bhs,2004,1
bhs,2005,1
bhs,2006,1
bhs,2007,1
bhs,2008,1
bhs,2009,1
bhs,2010,1
bhs,2011,1
bhs,2012,1
bhs,2013,1
bhs,2014,1
bhs,2015,1
bhs,2016,1
bhs,2017,1
bhs,2018,1
bhs,2019,1
bhs,2020,1
bhs,2021,1
bih,1997,1.73406
bih,1998,1.75967
bih,1999,1.8358
bih,2000,2.12286
bih,2001,2.18566
bih,2002,2.07817
bih,2003,1.73293
bih,2004,1.57516
bih,2005,1.57272
bih,2006,1.55907
bih,2007,1.429
bih,2008,1.3352
bih,2009,1.40789
bih,2010,1.47674
bih,2011,1.40694
bih,2012,1.52221
bih,2013,1.47305
bih,2014,1.47417
bih,2015,1.76349
bih,2016,1.76814
bih,2017,1.73535
bih,2018,1.65699
bih,2019,1.74709
bih,2020,1.71697
bih,2021,1.65361
blr,1994,0.00036
blr,1995,0.00115
blr,1996,0.00132
blr,1997,0.0026
blr,1998,0.00461
blr,1999,0.02493
blr,2000,0.08768
blr,2001,0.139
blr,2002,0.17909
blr,2003,0.20513
blr,2004,0.21603
blr,2005,0.21538
blr,2006,0.21446
blr,2007,0.21461
blr,2008,0.21364
blr,2009,0.2793
blr,2010,0.29785
blr,2011,0.49746
blr,2012,0.83369
blr,2013,0.88801
blr,2014,1.02241
blr,2015,1.5926
blr,2016,1.98956
blr,2017,1.93234
blr,2018,2.03761
blr,2019,2.09178
blr,2020,2.43958
blr,2021,2.53868
blz,1960,1.42857
blz,1961,1.42857
blz,1962,1.42857
blz,1963,1.42857
blz,1964,1.42857
blz,1965,1.42857
blz,1966,1.42857
blz,1967,1.44841
blz,1968,1.66667
blz,1969,1.66667
blz,1970,1.66667
blz,1971,1.64368
blz,1972,1.60156
blz,1973,1.63268
blz,1974,1.71093
blz,1975,1.80804
blz,1976,2.22567
blz,1977,2
blz,1978,2
blz,1979,2
blz,1980,2
blz,1981,2
blz,1982,2
blz,1983,2
blz,1984,2
blz,1985,2
blz,1986,2
blz,1987,2
blz,1988,2
blz,1989,2
blz,1990,2
blz,1991,2
blz,1992,2
blz,1993,2
blz,1994,2
blz,1995,2
blz,1996,2
blz,1997,2
blz,1998,2
blz,1999,2
blz,2000,2
blz,2001,2
blz,2002,2
blz,2003,2
blz,2004,2
blz,2005,2
blz,2006,2
blz,2007,2
blz,2008,2
blz,2009,2
blz,2010,2
blz,2011,2
blz,2012,2
blz,2013,2
blz,2014,2
blz,2015,2
blz,2016,2
blz,2017,2
blz,2018,2
blz,2019,2
blz,2020,2
blz,2021,2
bmu,1960,0.85714
bmu,1961,0.85714
bmu,1962,0.85714
bmu,1963,0.85714
bmu,1964,0.85714
bmu,1965,0.85714
bmu,1966,0.85714
bmu,1967,0.86904
bmu,1968,1
bmu,1969,1
bmu,1970,1
bmu,1971,1
bmu,1972,1
bmu,1973,1
bmu,1974,1
bmu,1975,1
bmu,1976,1
bmu,1977,1
bmu,1978,1
bmu,1979,1
bmu,1980,1
bmu,1981,1
bmu,1982,1
bmu,1983,1
bmu,1984,1
bmu,1985,1
bmu,1986,1
bmu,1987,1
bmu,1988,1
bmu,1989,1
bmu,1990,1
bmu,1991,1
bmu,1992,1
bmu,1993,1
bmu,1994,1
bmu,1995,1
bmu,1996,1
bmu,1997,1
bmu,1998,1
bmu,1999,1
bmu,2000,1
bmu,2001,1
bmu,2002,1
bmu,2003,1
bmu,2004,1
bmu,2005,1
bmu,2006,1
bmu,2007,1
bmu,2008,1
bmu,2009,1
bmu,2010,1
bmu,2011,1
bmu,2012,1
bmu,2013,1
bmu,2014,1
bmu,2015,1
bmu,2016,1
bmu,2017,1
bmu,2018,1
bmu,2019,1
bmu,2020,1
bmu,2021,1
bol,1960,0.00001
bol,1961,0.00001
bol,1962,0.00001
bol,1963,0.00001
bol,1964,0.00001
bol,1965,0.00001
bol,1966,0.00001
bol,1967,0.00001
bol,1968,0.00001
bol,1969,0.00001
bol,1970,0.00001
bol,1971,0.00001
bol,1972,0.00001
bol,1973,0.00002
bol,1974,0.00002
bol,1975,0.00002
bol,1976,0.00002
bol,1977,0.00002
bol,1978,0.00002
bol,1979,0.00002
bol,1980,0.00002
bol,1981,0.00002
bol,1982,0.00006
bol,1983,0.00023
bol,1984,0.00314
bol,1985,0.44003
bol,1986,1.92196
bol,1987,2.05485
bol,1988,2.35024
bol,1989,2.69168
bol,1990,3.17265
bol,1991,3.58061
bol,1992,3.90052
bol,1993,4.26508
bol,1994,4.62052
bol,1995,4.80034
bol,1996,5.07461
bol,1997,5.25426
bol,1998,5.51013
bol,1999,5.81241
bol,2000,6.18354
bol,2001,6.60692
bol,2002,7.17
bol,2003,7.65917
bol,2004,7.93627
bol,2005,8.06606
bol,2006,8.01162
bol,2007,7.85125
bol,2008,7.23832
bol,2009,7.02
bol,2010,7.01667
bol,2011,6.93696
bol,2012,6.91
bol,2013,6.91
bol,2014,6.91
bol,2015,6.91
bol,2016,6.91
bol,2017,6.91
bol,2018,6.91
bol,2019,6.91
bol,2020,6.91
bol,2021,6.91
bra,1960,0
bra,1961,0
bra,1962,0
bra,1963,0
bra,1964,0
bra,1965,0
bra,1966,0
bra,1967,0
bra,1968,0
bra,1969,0
bra,1970,0
bra,1971,0
bra,1972,0
bra,1973,0
bra,1974,0
bra,1975,0
bra,1976,0
bra,1977,0
bra,1978,0
bra,1979,0
bra,1980,0
bra,1981,0
bra,1982,0
bra,1983,0
bra,1984,0
bra,1985,0
bra,1986,0
bra,1987,0
bra,1988,0
bra,1989,0
bra,1990,0.00003
bra,1991,0.00018
bra,1992,0.00195
bra,1993,0.03828
bra,1994,0.66468
bra,1995,0.91767
bra,1996,1.0051
bra,1997,1.07799
bra,1998,1.16052
bra,1999,1.81393
bra,2000,1.82942
bra,2001,2.34963
bra,2002,2.92036
bra,2003,3.07748
bra,2004,2.92512
bra,2005,2.43439
