geo,time,eg_elc_rnwx_zs
ago,1971,0
ago,1972,0
ago,1973,0
ago,1974,0
ago,1975,0
ago,1976,0
ago,1977,0
ago,1978,0
ago,1979,0
ago,1980,0
ago,1981,0
ago,1982,0
ago,1983,0
ago,1984,0
ago,1985,0
ago,1986,0
ago,1987,0
ago,1988,0
ago,1989,0
ago,1990,0
ago,1991,0
ago,1992,0
ago,1993,0
ago,1994,0
ago,1995,0
ago,1996,0
ago,1997,0
ago,1998,0
ago,1999,0
ago,2000,0
ago,2001,0
ago,2002,0
ago,2003,0
ago,2004,0
ago,2005,0
ago,2006,0
ago,2007,0
ago,2008,0
ago,2009,0
ago,2010,0
ago,2011,0
ago,2012,0
ago,2013,0
ago,2014,0
ago,2015,0
alb,1971,0
alb,1972,0
alb,1973,0
alb,1974,0
alb,1975,0
alb,1976,0
alb,1977,0
alb,1978,0
alb,1979,0
alb,1980,0
alb,1981,0
alb,1982,0
alb,1983,0
alb,1984,0
alb,1985,0
alb,1986,0
alb,1987,0
alb,1988,0
alb,1989,0
alb,1990,0
alb,1991,0
alb,1992,0
alb,1993,0
alb,1994,0
alb,1995,0
alb,1996,0
alb,1997,0
alb,1998,0
alb,1999,0
alb,2000,0
alb,2001,0
alb,2002,0
alb,2003,0
alb,2004,0
alb,2005,0
alb,2006,0
alb,2007,0
alb,2008,0
alb,2009,0
alb,2010,0
alb,2011,0
alb,2012,0
alb,2013,0
alb,2014,0
alb,2015,0
are,1971,0
are,1972,0
are,1973,0
are,1974,0
are,1975,0
are,1976,0
are,1977,0
are,1978,0
are,1979,0
are,1980,0
are,1981,0
are,1982,0
are,1983,0
are,1984,0
are,1985,0
are,1986,0
are,1987,0
are,1988,0
are,1989,0
are,1990,0
are,1991,0
are,1992,0
are,1993,0
are,1994,0
are,1995,0
are,1996,0
are,1997,0
are,1998,0
are,1999,0
are,2000,0
are,2001,0
are,2002,0
are,2003,0
are,2004,0
are,2005,0
are,2006,0
are,2007,0
are,2008,0
are,2009,0
are,2010,0
are,2011,0
are,2012,0
are,2013,0.09414
are,2014,0.25831
are,2015,0.2324
arg,1971,0.24128
arg,1972,0.29242
arg,1973,0.2138
arg,1974,0.20751
arg,1975,0.21129
arg,1976,0.18864
arg,1977,0.1882
arg,1978,0.18245
arg,1979,0.24707
arg,1980,0.24178
arg,1981,0.21628
arg,1982,0.27328
arg,1983,0.34881
arg,1984,0.21127
arg,1985,0.25627
arg,1986,0.21835
arg,1987,0.20754
arg,1988,0.2316
arg,1989,0.23559
arg,1990,0.21088
arg,1991,0.18649
arg,1992,0.18253
arg,1993,0.17377
arg,1994,0.18603
arg,1995,0.17459
arg,1996,0.52091
arg,1997,0.63764
arg,1998,0.67286
arg,1999,0.70961
arg,2000,0.79631
arg,2001,0.74571
arg,2002,1.11423
arg,2003,1.21047
arg,2004,1.24495
arg,2005,1.29111
arg,2006,1.61693
arg,2007,1.57148
arg,2008,1.33055
arg,2009,1.14994
arg,2010,1.77227
arg,2011,1.66339
arg,2012,2.02909
arg,2013,2.11536
arg,2014,1.96826
arg,2015,1.89849
arm,1990,0
arm,1991,0
arm,1992,0
arm,1993,0
arm,1994,0
arm,1995,0
arm,1996,0
arm,1997,0
arm,1998,0
arm,1999,0
arm,2000,0
arm,2001,0
arm,2002,0
arm,2003,0
arm,2004,0
arm,2005,0
arm,2006,0
arm,2007,0.05086
arm,2008,0.03466
arm,2009,0.07053
arm,2010,0.10784
arm,2011,0.04038
arm,2012,0.04978
arm,2013,0.05188
arm,2014,0.05161
arm,2015,0.05129
aus,1960,1.41265
aus,1961,1.31408
aus,1962,1.20168
aus,1963,1.0991
aus,1964,0.94985
aus,1965,0.88461
aus,1966,0.78942
aus,1967,0.74506
aus,1968,0.67526
aus,1969,0.61613
aus,1970,0.52854
aus,1971,0.49581
aus,1972,0.50375
aus,1973,0.52476
aus,1974,0.61635
aus,1975,0.66459
aus,1976,0.63357
aus,1977,0.52008
aus,1978,0.47206
aus,1979,0.46115
aus,1980,0.40427
aus,1981,0.39527
aus,1982,0.49419
aus,1983,0.40846
aus,1984,0.3955
aus,1985,0.38108
aus,1986,0.3669
aus,1987,0.35735
aus,1988,0.52858
aus,1989,0.55071
aus,1990,0.48611
aus,1991,0.49126
aus,1992,0.42105
aus,1993,0.41719
aus,1994,0.41096
aus,1995,0.4317
aus,1996,0.53815
aus,1997,0.54491
aus,1998,0.5461
aus,1999,0.58686
aus,2000,0.58609
aus,2001,0.713
aus,2002,0.87827
aus,2003,1.06308
aus,2004,1.12746
aus,2005,2.09944
aus,2006,2.4561
aus,2007,2.74674
aus,2008,3.21591
aus,2009,2.74089
aus,2010,3.26775
aus,2011,3.82739
aus,2012,5.00701
aus,2013,5.98467
aus,2014,7.50089
aus,2015,8.34166
aut,1960,0
aut,1961,0
aut,1962,0
aut,1963,0
aut,1964,0
aut,1965,0
aut,1966,0
aut,1967,0
aut,1968,0
aut,1969,0
aut,1970,0.60943
aut,1971,0.82618
aut,1972,0.72947
aut,1973,0.65338
aut,1974,0.63763
aut,1975,0.62405
aut,1976,0.72917
aut,1977,0.73135
aut,1978,0.80155
aut,1979,0.82344
aut,1980,0.77885
aut,1981,1.18354
aut,1982,1.12466
aut,1983,1.33184
aut,1984,1.93217
aut,1985,2.13525
aut,1986,2.90606
aut,1987,1.81533
aut,1988,2.1745
aut,1989,2.24596
aut,1990,2.28416
aut,1991,2.4033
aut,1992,2.61519
aut,1993,2.61432
aut,1994,2.27975
aut,1995,3.32923
aut,1996,2.93799
aut,1997,3.07803
aut,1998,3.34108
aut,1999,2.75219
aut,2000,2.67061
aut,2001,2.90992
aut,2002,2.74767
aut,2003,3.6112
aut,2004,4.85891
aut,2005,6.10356
aut,2006,8.26992
aut,2007,9.89449
aut,2008,9.83124
aut,2009,9.47132
aut,2010,9.74034
aut,2011,10.64202
aut,2012,10.77572
aut,2013,12.89233
aut,2014,14.49948
aut,2015,16.49369
aze,1990,0
aze,1991,0
aze,1992,0
aze,1993,0
aze,1994,0
aze,1995,0
aze,1996,0
aze,1997,0
aze,1998,0
aze,1999,0
aze,2000,0
aze,2001,0
aze,2002,0
aze,2003,0
aze,2004,0
aze,2005,0
aze,2006,0
aze,2007,0
aze,2008,0
aze,2009,0.0106
aze,2010,0.00534
aze,2011,0
aze,2012,0
aze,2013,0.29545
aze,2014,0.37205
aze,2015,0.40911
bel,1960,0
bel,1961,0
bel,1962,0
bel,1963,0
bel,1964,0
bel,1965,0
bel,1966,0
bel,1967,0
bel,1968,0
bel,1969,0
bel,1970,0
bel,1971,0
bel,1972,0
bel,1973,0.28561
bel,1974,0.25523
bel,1975,0.20334
bel,1976,0.12096
bel,1977,0.527
bel,1978,0.51425
bel,1979,0.60688
bel,1980,0.56507
bel,1981,0.58141
bel,1982,0.09204
bel,1983,0.04241
bel,1984,0.0447
bel,1985,0.09421
bel,1986,0.20652
bel,1987,0.23746
bel,1988,0.29129
bel,1989,0.29607
bel,1990,0.41114
bel,1991,0.43126
bel,1992,0.3865
bel,1993,0.36108
bel,1994,0.35604
bel,1995,0.44888
bel,1996,0.42854
bel,1997,0.36347
bel,1998,0.45081
bel,1999,0.61056
bel,2000,0.70554
bel,2001,0.80643
bel,2002,0.96122
bel,2003,1.13091
bel,2004,1.39888
bel,2005,2.12113
bel,2006,3.07417
bel,2007,3.5383
bel,2008,4.79523
bel,2009,5.69116
bel,2010,6.5883
bel,2011,9.19069
bel,2012,12.37549
bel,2013,13.7469
bel,2014,16.67226
bel,2015,20.34278
ben,1973,0
ben,1974,0
ben,1975,0
ben,1976,0
ben,1977,0
ben,1978,0
ben,1979,0
ben,1980,0
ben,1981,0
ben,1982,0
ben,1983,0
ben,1984,0
ben,1985,0
ben,1986,0
ben,1987,0
ben,1988,0
ben,1989,0
ben,1990,0
ben,1991,0
ben,1992,0
ben,1993,0
ben,1994,0
ben,1995,0
ben,1996,0
ben,1997,0
ben,1998,0
ben,1999,0
ben,2000,0
ben,2001,0
ben,2002,0
ben,2003,0
ben,2004,0
ben,2005,0
ben,2006,2.5974
ben,2007,1.36364
ben,2008,1.31004
ben,2009,0.78125
ben,2010,0.86957
ben,2011,0
ben,2012,0
ben,2013,0
ben,2014,0
ben,2015,1.46199
bgd,1971,0
bgd,1972,0
bgd,1973,0
bgd,1974,0
bgd,1975,0
bgd,1976,0
bgd,1977,0
bgd,1978,0
bgd,1979,0
bgd,1980,0
bgd,1981,0
bgd,1982,0
bgd,1983,0
bgd,1984,0
bgd,1985,0
bgd,1986,0
bgd,1987,0
bgd,1988,0
bgd,1989,0
bgd,1990,0
bgd,1991,0
bgd,1992,0
bgd,1993,0
bgd,1994,0
bgd,1995,0
bgd,1996,0
bgd,1997,0
bgd,1998,0
bgd,1999,0
bgd,2000,0
bgd,2001,0
bgd,2002,0
bgd,2003,0
bgd,2004,0
bgd,2005,0
bgd,2006,0
bgd,2007,0
bgd,2008,0
bgd,2009,0
bgd,2010,0
bgd,2011,0
bgd,2012,0
bgd,2013,0.26355
bgd,2014,0.26681
bgd,2015,0.26775
bgr,1971,0
bgr,1972,0
bgr,1973,0
bgr,1974,0
bgr,1975,0
bgr,1976,0
bgr,1977,0
bgr,1978,0
bgr,1979,0
bgr,1980,0
bgr,1981,0
bgr,1982,0
bgr,1983,0
bgr,1984,0
bgr,1985,0
bgr,1986,0
bgr,1987,0
bgr,1988,0
bgr,1989,0
bgr,1990,0
bgr,1991,0
bgr,1992,0
bgr,1993,0
bgr,1994,0
bgr,1995,0
bgr,1996,0
bgr,1997,0
bgr,1998,0
bgr,1999,0
bgr,2000,0
bgr,2001,0
bgr,2002,0
bgr,2003,0
bgr,2004,0.00241
bgr,2005,0.01137
bgr,2006,0.04395
bgr,2007,0.10946
bgr,2008,0.30953
bgr,2009,0.58517
bgr,2010,1.58854
bgr,2011,2.03506
bgr,2012,4.51062
bgr,2013,6.60568
bgr,2014,5.93049
bgr,2015,6.37438
bhr,1971,0
bhr,1972,0
bhr,1973,0
bhr,1974,0
bhr,1975,0
bhr,1976,0
bhr,1977,0
bhr,1978,0
bhr,1979,0
bhr,1980,0
bhr,1981,0
bhr,1982,0
bhr,1983,0
bhr,1984,0
bhr,1985,0
bhr,1986,0
bhr,1987,0
bhr,1988,0
bhr,1989,0
bhr,1990,0
bhr,1991,0
bhr,1992,0
bhr,1993,0
bhr,1994,0
bhr,1995,0
bhr,1996,0
bhr,1997,0
bhr,1998,0
bhr,1999,0
bhr,2000,0
bhr,2001,0
bhr,2002,0
bhr,2003,0
bhr,2004,0
bhr,2005,0
bhr,2006,0
bhr,2007,0
bhr,2008,0
bhr,2009,0
bhr,2010,0
bhr,2011,0
bhr,2012,0
bhr,2013,0
bhr,2014,0
bhr,2015,0
bih,1990,0
bih,1991,0
bih,1992,0
bih,1993,0
bih,1994,0
bih,1995,0
bih,1996,0
bih,1997,0
bih,1998,0
bih,1999,0
bih,2000,0
bih,2001,0
bih,2002,0
bih,2003,0
bih,2004,0
bih,2005,0
bih,2006,0
bih,2007,0
bih,2008,0
bih,2009,0
bih,2010,0
bih,2011,0
bih,2012,0
bih,2013,0
bih,2014,0
bih,2015,0
blr,1990,0
blr,1991,0
blr,1992,0
blr,1993,0
blr,1994,0
blr,1995,0
blr,1996,0
blr,1997,0
blr,1998,0
blr,1999,0
blr,2000,0
blr,2001,0
blr,2002,0
blr,2003,0
blr,2004,0.0032
blr,2005,0.00323
blr,2006,0.00943
blr,2007,0.04713
blr,2008,0.09701
blr,2009,0.20082
blr,2010,0.24359
blr,2011,0.29814
blr,2012,0.32793
blr,2013,0.40626
blr,2014,0.37426
blr,2015,0.50173
bol,1971,0.76923
bol,1972,1.05914
bol,1973,1.02477
bol,1974,0.94266
bol,1975,1.11359
bol,1976,1.32312
bol,1977,1.19497
bol,1978,0.9878
bol,1979,1.20746
bol,1980,1.97653
bol,1981,1.7758
bol,1982,1.88235
bol,1983,1.65054
bol,1984,1.44124
bol,1985,1.23874
bol,1986,1.30577
bol,1987,1.68662
bol,1988,1.849
bol,1989,1.57443
bol,1990,1.38468
bol,1991,1.62566
bol,1992,1.69983
bol,1993,1.62203
bol,1994,1.55807
bol,1995,1.49056
bol,1996,1.45151
bol,1997,1.38249
bol,1998,1.34771
bol,1999,1.33986
bol,2000,1.39175
bol,2001,1.35678
bol,2002,1.29063
bol,2003,1.24654
bol,2004,1.1939
bol,2005,1.14379
bol,2006,1.13208
bol,2007,1.25567
bol,2008,1.66753
bol,2009,1.9768
bol,2010,1.75594
bol,2011,1.68975
bol,2012,1.60553
bol,2013,0.74396
bol,2014,2.29583
bol,2015,2.52111
bra,1971,1.19819
bra,1972,1.24396
bra,1973,1.15873
bra,1974,1.09485
bra,1975,1.09711
bra,1976,0.95965
bra,1977,1.10581
bra,1978,1.18159
bra,1979,1.40013
bra,1980,1.29502
bra,1981,1.31728
bra,1982,1.43206
bra,1983,1.83699
bra,1984,1.58983
bra,1985,1.58301
bra,1986,1.57969
bra,1987,1.7533
bra,1988,1.55341
bra,1989,1.53618
bra,1990,1.73188
bra,1991,1.70623
bra,1992,2.02662
bra,1993,1.96606
bra,1994,2.07198
bra,1995,2.02975
bra,1996,2.31875
bra,1997,2.39722
bra,1998,2.33412
bra,1999,2.50003
bra,2000,2.24872
bra,2001,2.74423
bra,2002,2.97393
bra,2003,3.28128
bra,2004,3.23575
bra,2005,3.39526
bra,2006,3.56754
bra,2007,4.19412
bra,2008,4.46026
bra,2009,5.11455
bra,2010,6.52881
bra,2011,6.57048
bra,2012,7.29013
bra,2013,8.22576
bra,2014,9.85709
bra,2015,12.11841
brn,1971,0
brn,1972,0
brn,1973,0
brn,1974,0
brn,1975,0
brn,1976,0
brn,1977,0
brn,1978,0
brn,1979,0
brn,1980,0
brn,1981,0
brn,1982,0
brn,1983,0
brn,1984,0
brn,1985,0
brn,1986,0
brn,1987,0
brn,1988,0
brn,1989,0
