geo,time,sh_xpd_chex_gd_zs
geo,2014,7.90387
geo,2015,7.42302
geo,2016,7.99671
geo,2017,7.05804
geo,2018,7.1133
geo,2019,6.65744
gha,2000,2.79088
gha,2001,3.17253
gha,2002,2.88821
gha,2003,2.8323
gha,2004,2.77141
gha,2005,3.64266
gha,2006,3.68296
gha,2007,3.81369
gha,2008,3.89917
gha,2009,4.4222
gha,2010,4.25117
gha,2011,4.71008
gha,2012,4.03214
gha,2013,4.62301
gha,2014,4.10045
gha,2015,4.62171
gha,2016,3.46158
gha,2017,3.35796
gha,2018,3.48866
gha,2019,3.41859
gin,2000,4.74568
gin,2001,4.88881
gin,2002,5.36137
gin,2003,4.77807
gin,2004,4.7821
gin,2005,4.04247
gin,2006,3.6107
gin,2007,3.43232
gin,2008,3.26224
gin,2009,3.57717
gin,2010,3.42735
gin,2011,3.78955
gin,2012,3.50398
gin,2013,3.4608
gin,2014,4.78098
gin,2015,5.80921
gin,2016,5.39708
gin,2017,3.91061
gin,2018,3.63913
gin,2019,3.9839
gmb,2000,6.63892
gmb,2001,5.70735
gmb,2002,6.3503
gmb,2003,5.56995
gmb,2004,5.54183
gmb,2005,5.72843
gmb,2006,6.19758
gmb,2007,5.67628
gmb,2008,5.46723
gmb,2009,5.18213
gmb,2010,5.08982
gmb,2011,5.49952
gmb,2012,5.16434
gmb,2013,3.91375
gmb,2014,4.45168
gmb,2015,3.17613
gmb,2016,3.68266
gmb,2017,4.14473
gmb,2018,4.88787
gmb,2019,3.82171
gnb,2000,6.74485
gnb,2001,6.70832
gnb,2002,5.82295
gnb,2003,5.88067
gnb,2004,7.4792
gnb,2005,7.25093
gnb,2006,7.28979
gnb,2007,7.29528
gnb,2008,7.04292
gnb,2009,6.94844
gnb,2010,6.26117
gnb,2011,6.21635
gnb,2012,5.94404
gnb,2013,7.03947
gnb,2014,9.96897
gnb,2015,8.13228
gnb,2016,8.32881
gnb,2017,7.0005
gnb,2018,7.62561
gnb,2019,8.34976
gnq,2000,2.14653
gnq,2001,2.20353
gnq,2002,2.34721
gnq,2003,1.97841
gnq,2004,1.66348
gnq,2005,1.49994
gnq,2006,1.51855
gnq,2007,1.57115
gnq,2008,1.82899
gnq,2009,1.84398
gnq,2010,1.81857
gnq,2011,1.5535
gnq,2012,1.26358
gnq,2013,1.87567
gnq,2014,2.19292
gnq,2015,2.91533
gnq,2016,3.1445
gnq,2017,2.95976
gnq,2018,3.0617
gnq,2019,3.13504
grc,2000,7.24333
grc,2001,7.98784
grc,2002,8.23378
grc,2003,8.44916
grc,2004,8.0939
grc,2005,8.56467
grc,2006,8.25867
grc,2007,8.39808
grc,2008,8.82774
grc,2009,9.40689
grc,2010,9.59662
grc,2011,9.1933
grc,2012,8.92377
grc,2013,8.36682
grc,2014,7.90779
grc,2015,8.06892
grc,2016,8.32109
grc,2017,8.10309
grc,2018,7.95877
grc,2019,7.83789
grd,2000,5.35886
grd,2001,5.62457
grd,2002,6.1757
grd,2003,5.28486
grd,2004,5.36568
grd,2005,5.1446
grd,2006,5.11352
grd,2007,5.23868
grd,2008,5.3862
grd,2009,5.43471
grd,2010,5.41881
grd,2011,5.80423
grd,2012,5.82236
grd,2013,5.62653
grd,2014,4.77354
grd,2015,4.64676
grd,2016,4.4391
grd,2017,4.65701
grd,2018,4.57647
grd,2019,4.96524
gtm,2000,5.39686
gtm,2001,6.07016
gtm,2002,6.01308
gtm,2003,6.15314
gtm,2004,6.26183
gtm,2005,6.14832
gtm,2006,6.36373
gtm,2007,6.19193
gtm,2008,6.08126
gtm,2009,6.33951
gtm,2010,6.12487
gtm,2011,5.96317
gtm,2012,6.07308
gtm,2013,5.77189
gtm,2014,5.88857
gtm,2015,6.00602
gtm,2016,6.07008
gtm,2017,6.13922
gtm,2018,6.12415
gtm,2019,6.21161
guy,2000,3.18738
guy,2001,3.05507
guy,2002,3.19354
guy,2003,3.26884
guy,2004,3.4377
guy,2005,3.7941
guy,2006,3.93144
guy,2007,4.28126
guy,2008,4.20242
guy,2009,4.35117
guy,2010,4.21898
guy,2011,4.17213
guy,2012,3.70819
guy,2013,3.80231
guy,2014,3.94755
guy,2015,4.02265
guy,2016,4.01842
guy,2017,4.31911
guy,2018,4.90492
guy,2019,4.93049
hnd,2000,6.26818
hnd,2001,5.92998
hnd,2002,6.24458
hnd,2003,6.89005
hnd,2004,6.85484
hnd,2005,7.50086
hnd,2006,7.86319
hnd,2007,8.08495
hnd,2008,8.60363
hnd,2009,8.99593
hnd,2010,8.72536
hnd,2011,8.79187
hnd,2012,8.65655
hnd,2013,8.47723
hnd,2014,7.91456
hnd,2015,7.48379
hnd,2016,7.69099
hnd,2017,6.98997
hnd,2018,7.21892
hnd,2019,7.28392
hrv,2000,7.71451
hrv,2001,7.235
hrv,2002,6.2051
hrv,2003,6.35763
hrv,2004,6.57049
hrv,2005,6.90786
hrv,2006,6.97907
hrv,2007,7.47508
hrv,2008,7.72871
hrv,2009,8.17583
hrv,2010,8.0887
hrv,2011,7.76851
hrv,2012,7.7838
hrv,2013,6.51796
hrv,2014,6.70013
hrv,2015,6.78703
hrv,2016,6.82922
hrv,2017,6.75845
hrv,2018,6.78431
hrv,2019,6.97862
hti,2000,3.95964
hti,2001,3.73088
hti,2002,3.4051
hti,2003,3.41428
hti,2004,3.4473
hti,2005,3.36844
hti,2006,3.53149
hti,2007,3.72829
hti,2008,3.79294
hti,2009,3.60448
hti,2010,4.62583
hti,2011,5.91198
hti,2012,5.56462
hti,2013,4.21975
hti,2014,4.62687
hti,2015,5.0669
hti,2016,4.90024
hti,2017,4.78747
hti,2018,4.57474
hti,2019,4.72809
hun,2000,6.77804
hun,2001,6.82615
hun,2002,7.12102
hun,2003,8.11923
hun,2004,7.77005
hun,2005,8.00078
hun,2006,7.78737
hun,2007,7.21529
hun,2008,7.09688
hun,2009,7.23928
hun,2010,7.4632
hun,2011,7.49094
hun,2012,7.43017
hun,2013,7.24898
hun,2014,7.06012
hun,2015,6.8595
hun,2016,6.99535
hun,2017,6.75596
hun,2018,6.5462
hun,2019,6.35002
idn,2000,1.85298
idn,2001,2.1185
idn,2002,1.98063
idn,2003,2.24837
idn,2004,2.12002
idn,2005,2.53189
idn,2006,2.61946
idn,2007,2.82386
idn,2008,2.54842
idn,2009,2.62324
idn,2010,2.79088
idn,2011,2.98942
idn,2012,2.91427
idn,2013,2.86935
idn,2014,2.96434
idn,2015,2.92429
idn,2016,3.02147
idn,2017,2.90417
idn,2018,2.86758
idn,2019,2.90494
ind,2000,4.03493
ind,2001,4.26278
ind,2002,4.24017
ind,2003,4.00848
ind,2004,3.95739
ind,2005,3.79116
ind,2006,3.63478
ind,2007,3.51754
ind,2008,3.51468
ind,2009,3.48538
ind,2010,3.27212
ind,2011,3.24634
ind,2012,3.32935
ind,2013,3.74944
ind,2014,3.61957
ind,2015,3.59566
ind,2016,3.5043
ind,2017,2.93598
ind,2018,2.95175
ind,2019,3.01415
irl,2000,5.9042
irl,2001,6.39665
irl,2002,6.67468
irl,2003,7.00968
irl,2004,7.223
irl,2005,7.64583
irl,2006,7.51655
irl,2007,7.80536
irl,2008,9.10928
irl,2009,10.50627
irl,2010,10.50632
irl,2011,10.6769
irl,2012,10.65266
irl,2013,10.29696
irl,2014,9.5349
irl,2015,7.31605
irl,2016,7.4249
irl,2017,7.06398
irl,2018,6.86017
irl,2019,6.67932
irn,2000,4.77719
irn,2001,5.40087
irn,2002,4.77904
irn,2003,5.1686
irn,2004,5.1667
irn,2005,5.38636
irn,2006,5.29367
irn,2007,5.06426
irn,2008,5.29007
irn,2009,6.50479
irn,2010,6.69382
irn,2011,6.57423
irn,2012,6.5841
irn,2013,5.93868
irn,2014,6.759
irn,2015,7.53802
irn,2016,8.5709
irn,2017,8.42791
irn,2018,8.46277
irn,2019,6.71062
irq,2003,2.99196
irq,2004,3.84303
irq,2005,2.8974
irq,2006,2.42248
irq,2007,3.10638
irq,2008,3.03574
irq,2009,3.76826
irq,2010,3.23056
irq,2011,2.79132
irq,2012,2.69039
irq,2013,2.8194
irq,2014,2.79655
irq,2015,3.14434
irq,2016,3.49234
irq,2017,4.19215
irq,2018,4.24407
irq,2019,4.47672
isl,2000,8.92929
isl,2001,8.78546
isl,2002,9.46551
isl,2003,9.7293
isl,2004,9.32854
isl,2005,8.94695
isl,2006,8.55709
isl,2007,8.35359
isl,2008,8.34371
isl,2009,8.77518
isl,2010,8.36173
isl,2011,8.20293
isl,2012,8.18119
isl,2013,8.17555
isl,2014,8.22889
isl,2015,8.06979
isl,2016,8.09715
isl,2017,8.30908
isl,2018,8.44292
isl,2019,8.63868
isr,2000,6.78338
isr,2001,7.20983
isr,2002,7.13073
isr,2003,7.06917
isr,2004,7.01329
isr,2005,7.1173
isr,2006,6.90614
isr,2007,6.88173
isr,2008,6.96062
isr,2009,7.06539
isr,2010,7.01664
isr,2011,6.99059
isr,2012,7.11509
isr,2013,7.07797
isr,2014,7.14262
isr,2015,7.0992
isr,2016,7.17327
isr,2017,7.28955
isr,2018,7.53235
isr,2019,7.46132
ita,2000,7.56666
ita,2001,7.73761
ita,2002,7.86694
ita,2003,7.83298
ita,2004,8.16549
ita,2005,8.33932
ita,2006,8.43673
ita,2007,8.1361
ita,2008,8.53282
ita,2009,8.95162
ita,2010,8.91602
ita,2011,8.77413
ita,2012,8.78353
ita,2013,8.77544
ita,2014,8.86792
ita,2015,8.85689
ita,2016,8.72533
ita,2017,8.67774
ita,2018,8.67509
ita,2019,8.66857
jam,2000,5.64463
jam,2001,5.15653
jam,2002,4.74544
jam,2003,4.22014
jam,2004,4.80435
jam,2005,4.54582
jam,2006,4.20788
jam,2007,5.32058
jam,2008,5.61143
jam,2009,5.14653
jam,2010,5.29507
jam,2011,5.23801
jam,2012,4.88511
jam,2013,4.95442
jam,2014,5.16565
jam,2015,5.62469
jam,2016,5.70087
jam,2017,6.14844
jam,2018,5.96786
jam,2019,6.09748
jor,2000,9.34368
jor,2001,9.58549
jor,2002,9.3634
jor,2003,8.84089
jor,2004,8.74985
jor,2005,8.59409
jor,2006,7.81179
jor,2007,8.04956
jor,2008,8.48881
jor,2009,9.22397
jor,2010,8.17026
jor,2011,8.14808
jor,2012,7.818
jor,2013,7.16592
jor,2014,7.20893
jor,2015,7.46096
jor,2016,7.15642
jor,2017,7.982
jor,2018,7.78079
jor,2019,7.58247
jpn,2000,7.03456
jpn,2001,7.23948
jpn,2002,7.35235
jpn,2003,7.48655
jpn,2004,7.53518
jpn,2005,7.65819
jpn,2006,7.68689
jpn,2007,7.77936
jpn,2008,8.08909
jpn,2009,8.95878
jpn,2010,9.06301
jpn,2011,10.4878
jpn,2012,10.67169
jpn,2013,10.67439
jpn,2014,10.72901
jpn,2015,10.7497
jpn,2016,10.65892
jpn,2017,10.65627
jpn,2018,10.74839
jpn,2019,10.74372
kaz,2000,4.16031
kaz,2001,3.47097
kaz,2002,3.6148
kaz,2003,3.72335
kaz,2004,3.98308
kaz,2005,3.90173
kaz,2006,3.39825
kaz,2007,2.70315
kaz,2008,3.04953
kaz,2009,3.49914
kaz,2010,2.73641
kaz,2011,2.60237
kaz,2012,3.03726
kaz,2013,2.66287
kaz,2014,2.97468
kaz,2015,3.04051
kaz,2016,3.42236
kaz,2017,3.05244
kaz,2018,2.81786
kaz,2019,2.78746
ken,2000,4.63924
ken,2001,4.80369
ken,2002,4.95864
ken,2003,5.16912
ken,2004,5.34495
ken,2005,5.31436
ken,2006,5.87345
ken,2007,5.99707
ken,2008,6.04985
ken,2009,6.0278
ken,2010,6.11675
ken,2011,5.8117
ken,2012,5.6137
ken,2013,5.51942
ken,2014,5.45934
ken,2015,5.21939
ken,2016,5.14091
ken,2017,4.14098
ken,2018,4.30564
ken,2019,4.59183
kgz,2000,4.41415
kgz,2001,4.27703
kgz,2002,4.5922
kgz,2003,5.82382
kgz,2004,6.20281
kgz,2005,7.45011
kgz,2006,8.31184
kgz,2007,6.93211
kgz,2008,6.52512
kgz,2009,6.89873
kgz,2010,6.95027
kgz,2011,7.10729
kgz,2012,8.50966
kgz,2013,8.18745
kgz,2014,7.35766
kgz,2015,7.14931
kgz,2016,6.41248
kgz,2017,6.18586
kgz,2018,5.01031
kgz,2019,4.49454
khm,2000,6.5415
khm,2001,7.01192
khm,2002,7.23567
khm,2003,6.9502
khm,2004,7.09426
khm,2005,6.85402
khm,2006,6.11896
khm,2007,4.90268
khm,2008,6.60109
khm,2009,7.58331
khm,2010,6.9117
khm,2011,7.50353
khm,2012,7.26115
khm,2013,7.10387
khm,2014,6.70158
khm,2015,6.19432
khm,2016,6.11648
khm,2017,5.72757
khm,2018,6.18276
khm,2019,6.98908
kir,2000,8.645
kir,2001,12.32934
kir,2002,11.90128
kir,2003,10.66935
kir,2004,12.42029
kir,2005,11.50769
kir,2006,11.57651
kir,2007,11.35285
kir,2008,14.07539
kir,2009,13.43941
kir,2010,9.20725
kir,2011,8.58405
kir,2012,8.59842
kir,2013,9.46005
kir,2014,9.93769
kir,2015,7.98819
kir,2016,9.32037
kir,2017,10.68679
kir,2018,11.69836
kir,2019,10.26414
kna,2000,4.79934
kna,2001,4.39694
kna,2002,4.45211
kna,2003,4.7516
kna,2004,4.49067
kna,2005,4.72804
kna,2006,4.98203
kna,2007,4.79733
kna,2008,5.49403
kna,2009,5.47527
kna,2010,5.34327
kna,2011,5.27746
kna,2012,5.17227
kna,2013,5.26013
kna,2014,4.94039
kna,2015,5.31301
kna,2016,5.63216
kna,2017,5.59631
kna,2018,5.21288
kna,2019,5.39633
kor,2000,3.89759
kor,2001,4.42762
kor,2002,4.16491
kor,2003,4.42387
kor,2004,4.38897
kor,2005,4.61782
kor,2006,4.94397
kor,2007,5.11491
kor,2008,5.39897
kor,2009,5.78229
kor,2010,5.91734
kor,2011,6.00844
kor,2012,6.13262
kor,2013,6.24789
kor,2014,6.47438
kor,2015,6.65272
kor,2016,6.91433
kor,2017,7.10695
kor,2018,7.54388
kor,2019,8.16417
kwt,2000,2.20344
kwt,2001,3.18839
kwt,2002,3.12469
kwt,2003,2.76217
kwt,2004,2.35702
kwt,2005,2.01314
kwt,2006,1.82131
kwt,2007,1.92674
kwt,2008,1.924
kwt,2009,2.70639
kwt,2010,2.6788
kwt,2011,2.33304
kwt,2012,2.33311
kwt,2013,2.48789
kwt,2014,2.916
kwt,2015,4.21498
kwt,2016,4.73096
kwt,2017,4.65327
kwt,2018,5.09953
kwt,2019,5.49601
lao,2000,4.27514
lao,2001,4.29032
lao,2002,3.69751
lao,2003,4.47921
lao,2004,3.54057
lao,2005,3.33673
lao,2006,2.93201
lao,2007,3.15346
lao,2008,2.76727
lao,2009,3.463
lao,2010,2.91155
lao,2011,1.94458
lao,2012,2.07638
lao,2013,2.39985
lao,2014,2.29846
lao,2015,2.45366
lao,2016,2.36087
lao,2017,2.52607
lao,2018,2.2463
lao,2019,2.59852
lbn,2000,10.83297
lbn,2001,10.56592
lbn,2002,9.2853
lbn,2003,8.67387
lbn,2004,8.00179
lbn,2005,7.54862
lbn,2006,8.66052
lbn,2007,8.55979
lbn,2008,7.81756
lbn,2009,7.00737
lbn,2010,7.43862
lbn,2011,8.17743
lbn,2012,7.00111
lbn,2013,7.06358
lbn,2014,7.5167
lbn,2015,7.41443
lbn,2016,7.91496
lbn,2017,7.78736
lbn,2018,8.67464
lbn,2019,8.64662
lbr,2000,4.29219
lbr,2001,3.49859
lbr,2002,2.8944
lbr,2003,3.65521
lbr,2004,9.17064
lbr,2005,9.68472
lbr,2006,8.49063
lbr,2007,10.79883
lbr,2008,9.01322
lbr,2009,9.40705
lbr,2010,8.94645
lbr,2011,9.42386
lbr,2012,8.76705
lbr,2013,8.2801
lbr,2014,9.20679
lbr,2015,10.63758
lbr,2016,9.85343
lbr,2017,9.09297
lbr,2018,9.03881
lbr,2019,8.47006
lby,2000,3.42542
lby,2001,4.05163
lby,2002,4.8901
lby,2003,4.10041
lby,2004,3.49171
lby,2005,2.59775
lby,2006,2.51468
lby,2007,2.43791
lby,2008,2.63572
lby,2009,4.28816
lby,2010,3.58541
lby,2011,6.05013
lca,2000,4.86163
lca,2001,5.11714
lca,2002,5.38444
lca,2003,5.23676
lca,2004,4.7643
lca,2005,4.85723
lca,2006,5.12402
lca,2007,5.52016
lca,2008,5.05128
lca,2009,5.23718
lca,2010,5.03798
lca,2011,5.14028
lca,2012,5.00246
lca,2013,5.14402
lca,2014,4.75533
lca,2015,4.58082
lca,2016,4.91194
lca,2017,4.65729
lca,2018,4.41557
lca,2019,4.32461
lka,2000,4.24653
lka,2001,4.19324
lka,2002,4.17311
lka,2003,3.76927
lka,2004,4.17516
lka,2005,4.00972
lka,2006,3.97986
lka,2007,3.95132
lka,2008,3.98465
lka,2009,4.19339
lka,2010,3.86745
lka,2011,3.71693
lka,2012,3.40385
lka,2013,3.82699
lka,2014,3.60648
lka,2015,3.88992
lka,2016,3.86425
lka,2017,3.59565
lka,2018,3.91228
lka,2019,4.0798
lso,2000,5.61177
lso,2001,7.27746
lso,2002,6.74524
lso,2003,6.04551
lso,2004,6.05739
lso,2005,5.44927
lso,2006,6.11966
lso,2007,7.28076
lso,2008,7.70154
lso,2009,8.99739
lso,2010,8.41962
lso,2011,9.56152
lso,2012,9.25282
lso,2013,9.54668
lso,2014,9.17449
lso,2015,8.99539
lso,2016,8.75972
lso,2017,10.08779
lso,2018,10.90125
lso,2019,11.26946
ltu,2000,6.1995
ltu,2001,6.0134
ltu,2002,6.14446
ltu,2003,6.18628
ltu,2004,5.5115
ltu,2005,5.648
ltu,2006,5.84418
ltu,2007,5.76432
ltu,2008,6.29454
ltu,2009,7.36587
ltu,2010,6.81462
ltu,2011,6.48781
ltu,2012,6.27593
ltu,2013,6.12594
ltu,2014,6.19333
ltu,2015,6.49044
ltu,2016,6.63746
ltu,2017,6.47514
ltu,2018,6.53385
ltu,2019,7.006
lux,2000,5.90136
lux,2001,6.41092
lux,2002,6.73847
lux,2003,6.97272
lux,2004,7.34549
lux,2005,7.18257
lux,2006,6.70838
lux,2007,6.23472
lux,2008,6.5384
lux,2009,7.33979
lux,2010,7.03158
lux,2011,6.11205
lux,2012,5.58377
lux,2013,5.52775
lux,2014,5.43688
lux,2015,5.28378
lux,2016,5.19496
lux,2017,5.25779
lux,2018,5.28587
lux,2019,5.37076
lva,2000,5.43996
lva,2001,5.77762
lva,2002,5.77002
lva,2003,5.48984
lva,2004,6.21678
lva,2005,5.84767
lva,2006,5.71835
lva,2007,5.52228
lva,2008,5.6001
lva,2009,6.11927
lva,2010,6.11953
lva,2011,5.54238
lva,2012,5.3809
lva,2013,5.36753
lva,2014,5.46615
lva,2015,5.6547
lva,2016,6.13592
lva,2017,5.97032
lva,2018,6.19104
lva,2019,6.57814
mar,2000,3.97807
mar,2001,4.12982
mar,2002,4.42979
mar,2003,4.55367
mar,2004,4.72919
mar,2005,4.7647
mar,2006,4.94124
mar,2007,5.42294
mar,2008,5.30252
mar,2009,5.84124
mar,2010,5.86409
mar,2011,5.73299
mar,2012,5.74942
mar,2013,5.68744
mar,2014,5.27821
mar,2015,5.06549
mar,2016,5.23985
mar,2017,5.23468
mar,2018,5.3323
mar,2019,5.30845
mco,2000,1.73622
mco,2001,1.76397
mco,2002,1.79035
mco,2003,2.08464
mco,2004,2.1265
mco,2005,2.1164
mco,2006,2.01949
mco,2007,1.78815
mco,2008,1.92418
mco,2009,2.27634
mco,2010,2.33074
mco,2011,2.17875
mco,2012,2.23475
mco,2013,2.14983
mco,2014,2.08693
mco,2015,2.02847
mco,2016,1.62753
mco,2017,1.64275
mco,2018,1.59629
mco,2019,1.52512
mda,2000,5.92687
mda,2001,6.2345
mda,2002,7.40438
mda,2003,7.02228
mda,2004,8.97115
mda,2005,9.55815
mda,2006,10.54445
mda,2007,11.02067
mda,2008,10.9492
mda,2009,13.67662
mda,2010,10.13113
mda,2011,9.0967
mda,2012,9.13962
mda,2013,8.683
mda,2014,8.63276
mda,2015,8.55764
mda,2016,7.53552
mda,2017,7.01329
mda,2018,6.58753
mda,2019,6.37795
mdg,2000,4.46963
mdg,2001,4.75726
mdg,2002,4.97111
mdg,2003,4.74735
mdg,2004,5.2549
mdg,2005,5.20262
mdg,2006,5.07628
mdg,2007,4.49429
mdg,2008,4.10617
mdg,2009,4.41676
mdg,2010,4.651
mdg,2011,4.43843
mdg,2012,3.8225
mdg,2013,3.73897
mdg,2014,4.42834
mdg,2015,4.97224
mdg,2016,5.25697
mdg,2017,4.84432
mdg,2018,4.19787
mdg,2019,3.68728
mdv,2000,7.73656
mdv,2001,8.21365
mdv,2002,8.7844
mdv,2003,6.77858
mdv,2004,7.48357
mdv,2005,8.82753
mdv,2006,8.04819
mdv,2007,8.30568
mdv,2008,11.47104
mdv,2009,10.09288
mdv,2010,8.48759
mdv,2011,7.92252
mdv,2012,8.67305
mdv,2013,8.13609
mdv,2014,7.90784
mdv,2015,8.6903
mdv,2016,10.28108
mdv,2017,9.24118
mdv,2018,7.65245
mdv,2019,8.04001
mex,2000,4.44912
mex,2001,4.82036
mex,2002,5.07164
mex,2003,5.81486
mex,2004,5.9539
mex,2005,5.83612
mex,2006,5.65526
mex,2007,5.76645
mex,2008,5.69887
mex,2009,6.12978
mex,2010,5.73689
mex,2011,5.51884
mex,2012,5.66522
mex,2013,5.80924
mex,2014,5.55341
mex,2015,5.72277
mex,2016,5.55346
mex,2017,5.45759
mex,2018,5.37871
mex,2019,5.43305
mhl,2000,19.04626
mhl,2001,16.352
mhl,2002,14.37912
mhl,2003,14.33016
mhl,2004,17.25741
mhl,2005,21.95516
mhl,2006,22.02416
mhl,2007,18.06704
mhl,2008,17.09154
mhl,2009,16.42785
mhl,2010,15.85092
mhl,2011,14.93981
mhl,2012,14.78049
mhl,2013,15.13493
mhl,2014,14.93682
mhl,2015,17.0357
mhl,2016,17.37361
mhl,2017,16.07778
mhl,2018,17.00219
mhl,2019,16.3414
mkd,2000,8.86992
mkd,2001,8.38159
mkd,2002,8.97827
mkd,2003,9.00858
mkd,2004,8.46505
mkd,2005,7.67908
mkd,2006,7.38315
mkd,2007,6.57065
mkd,2008,6.55318
mkd,2009,6.52846
mkd,2010,6.7137
mkd,2011,6.51887
mkd,2012,6.61468
mkd,2013,6.71928
mkd,2014,6.28993
mkd,2015,6.34228
mkd,2016,6.37943
mkd,2017,6.59398
mkd,2018,6.55475
mkd,2019,7.2541
mli,2000,5.46632
mli,2001,4.51951
mli,2002,4.99773
mli,2003,5.0506
mli,2004,5.21768
mli,2005,5.19516
mli,2006,5.45589
mli,2007,5.25303
mli,2008,5.04372
mli,2009,5.22658
mli,2010,4.67865
mli,2011,4.01484
mli,2012,3.75216
mli,2013,3.96751
mli,2014,4.48156
mli,2015,4.11143
mli,2016,3.77377
mli,2017,3.67426
mli,2018,3.7325
mli,2019,3.8939
mlt,2000,6.57309
mlt,2001,6.99986
mlt,2002,7.70662
mlt,2003,7.89556
mlt,2004,8.04821
mlt,2005,8.66397
mlt,2006,8.80992
mlt,2007,8.16883
mlt,2008,7.86336
mlt,2009,7.92383
mlt,2010,7.95211
mlt,2011,8.44814
mlt,2012,8.37803
mlt,2013,8.49666
mlt,2014,9.08505
mlt,2015,8.8976
mlt,2016,8.9437
mlt,2017,8.89494
mlt,2018,8.8108
mlt,2019,8.21444
mmr,2000,1.99549
mmr,2001,2.14882
mmr,2002,2.57854
mmr,2003,2.38127
mmr,2004,2.31822
mmr,2005,2.33032
mmr,2006,2.25169
mmr,2007,2.02357
mmr,2008,2.10873
mmr,2009,2.1595
mmr,2010,1.95586
mmr,2011,1.92667
mmr,2012,2.41021
mmr,2013,3.20072
mmr,2014,4.39346
mmr,2015,5.47781
mmr,2016,5.1135
mmr,2017,5.08066
mmr,2018,4.89992
mmr,2019,4.67856
mne,2011,7.96692
mne,2012,8.2955
mne,2013,8.47145
mne,2014,8.00087
mne,2015,9.02189
mne,2016,8.63303
mne,2017,7.98255
mne,2018,8.34356
mne,2019,8.32983
mng,2000,4.87262
mng,2001,4.31722
mng,2002,4.43463
mng,2003,3.51071
mng,2004,3.57047
mng,2005,3.75525
mng,2006,3.74971
mng,2007,4.07522
mng,2008,4.55693
mng,2009,4.4598
mng,2010,3.73946
mng,2011,3.58612
mng,2012,3.85493
mng,2013,4.06616
mng,2014,4.17657
mng,2015,4.23834
mng,2016,4.42356
mng,2017,4.00506
mng,2018,3.85443
mng,2019,3.76608
moz,2000,2.2601
moz,2001,2.95499
moz,2002,3.34284
moz,2003,3.42207
moz,2004,3.69264
moz,2005,4.39079
moz,2006,4.10098
moz,2007,3.94103
moz,2008,4.23261
moz,2009,5.21038
moz,2010,5.44726
moz,2011,5.00312
moz,2012,5.24641
moz,2013,6.12556
moz,2014,6.33232
moz,2015,6.71663
moz,2016,7.17241
moz,2017,7.75916
moz,2018,8.09186
moz,2019,7.83351
mrt,2000,3.37826
mrt,2001,3.57185
mrt,2002,4.00226
mrt,2003,4.03256
mrt,2004,3.70431
mrt,2005,3.40313
mrt,2006,2.70253
mrt,2007,2.87645
mrt,2008,3.01339
mrt,2009,3.11035
mrt,2010,2.63619
mrt,2011,2.47384
mrt,2012,2.64919
mrt,2013,2.868
mrt,2014,3.46724
mrt,2015,3.67364
mrt,2016,3.09649
mrt,2017,3.33723
mrt,2018,3.57909
mrt,2019,3.3033
mus,2000,2.89582
mus,2001,2.96085
mus,2002,3.2319
mus,2003,3.22487
mus,2004,3.36119
mus,2005,3.56529
mus,2006,3.65429
mus,2007,3.57065
mus,2008,3.992
mus,2009,4.2265
mus,2010,4.57982
mus,2011,4.30783
mus,2012,4.27675
mus,2013,4.68304
mus,2014,5.494
mus,2015,5.69996
mus,2016,5.70679
mus,2017,5.80943
mus,2018,5.86706
mus,2019,6.19944
mwi,2000,2.75617
mwi,2001,2.38509
mwi,2002,3.77587
mwi,2003,4.67484
mwi,2004,5.73337
mwi,2005,6.05505
mwi,2006,6.91642
mwi,2007,7.66316
mwi,2008,8.59822
mwi,2009,8.26966
mwi,2010,7.24138
mwi,2011,7.49375
mwi,2012,8.47899
mwi,2013,11.57911
mwi,2014,9.71205
mwi,2015,9.33334
mwi,2016,10.87967
mwi,2017,10.88756
mwi,2018,9.82899
mwi,2019,7.39341
mys,2000,2.51463
mys,2001,2.6754
mys,2002,2.66877
mys,2003,2.92417
mys,2004,2.86017
mys,2005,2.78693
mys,2006,3.10898
mys,2007,3.07041
mys,2008,3.00693
mys,2009,3.26106
mys,2010,3.16474
mys,2011,3.31452
mys,2012,3.45786
mys,2013,3.51275
mys,2014,3.71037
mys,2015,3.8182
mys,2016,3.6857
mys,2017,3.70414
mys,2018,3.74833
mys,2019,3.82514
nam,2000,9.63793
nam,2001,9.53212
nam,2002,9.73387
nam,2003,9.87848
nam,2004,10.18728
nam,2005,10.1923
nam,2006,10.13995
nam,2007,10.71633
nam,2008,9.91801
nam,2009,9.04967
nam,2010,9.72781
nam,2011,9.83193
nam,2012,9.26659
nam,2013,9.06449
nam,2014,8.40891
nam,2015,9.9811
nam,2016,9.32232
nam,2017,8.72574
nam,2018,8.31428
nam,2019,8.49701
ner,2000,4.69006
ner,2001,4.75815
ner,2002,4.85897
ner,2003,4.77954
ner,2004,5.01117
ner,2005,5.67637
ner,2006,5.80891
ner,2007,5.38839
ner,2008,5.22303
ner,2009,5.33017
ner,2010,5.02161
ner,2011,4.87324
ner,2012,4.30732
ner,2013,4.46636
ner,2014,4.45377
ner,2015,5.34746
ner,2016,4.53239
ner,2017,5.57411
ner,2018,5.28845
ner,2019,5.66863
nga,2000,3.19738
nga,2001,3.18947
nga,2002,2.49064
nga,2003,5.05361
nga,2004,4.63368
nga,2005,4.46592
nga,2006,4.25775
nga,2007,3.90997
nga,2008,3.69582
nga,2009,3.5802
