geo,time,tm_tax_manf_bc_zs
aus,2002,96.51
aus,2003,96.51
aus,2004,96.51
aus,2005,96.51
aus,2006,96.51
aus,2007,96.48
aus,2008,96.48
aus,2009,96.48
aus,2010,96.48
aus,2011,96.48
aus,2012,96.46
aus,2013,96.46
aus,2014,96.46
aus,2015,96.54
aus,2016,96.54
aus,2017,96.48
aus,2018,96.48
aus,2019,96.48
aus,2020,96.48
aut,1995,100
aut,1996,100
aut,1997,100
aut,1998,100
aut,1999,100
aut,2000,100
aut,2001,100
aut,2002,100
aut,2003,100
aut,2004,100
aut,2005,100
aut,2006,100
aut,2007,100
aut,2008,100
aut,2009,100
aut,2010,100
aut,2011,100
aut,2012,100
aut,2013,100
aut,2014,100
aut,2015,100
aut,2016,100
aut,2017,100
aut,2018,100
aut,2019,100
aut,2020,100
bdi,2002,14.85
bdi,2003,14.85
bdi,2005,14
bdi,2006,14
bdi,2007,14
bdi,2008,14
bdi,2009,12.97
bdi,2010,12.97
bdi,2011,12.97
bdi,2012,12.34
bdi,2013,12.34
bdi,2014,12.34
bdi,2015,12.34
bdi,2016,12.34
bdi,2018,12.29
bdi,2019,12.29
bdi,2020,12.29
bel,1995,100
bel,1996,100
bel,1997,100
bel,1998,100
bel,1999,100
bel,2000,100
bel,2001,100
bel,2002,100
bel,2003,100
bel,2004,100
bel,2005,100
bel,2006,100
bel,2007,100
bel,2008,100
bel,2009,100
bel,2010,100
bel,2011,100
bel,2012,100
bel,2013,100
bel,2014,100
bel,2015,100
bel,2016,100
bel,2017,100
bel,2018,100
bel,2019,100
bel,2020,100
ben,2001,35.8
ben,2002,35.8
ben,2003,34.45
ben,2004,34.45
ben,2005,34.45
ben,2006,34.45
ben,2007,33.18
ben,2008,33.18
ben,2009,33.18
ben,2010,33.18
ben,2011,33.18
ben,2012,33.18
ben,2013,33.18
ben,2014,33.18
ben,2015,32.96
ben,2016,32.96
ben,2017,32.94
ben,2018,32.94
ben,2019,32.94
ben,2020,32.94
bfa,2001,36.53
bfa,2002,36.53
bfa,2003,35.15
bfa,2004,35.15
bfa,2005,35.15
bfa,2006,35.15
bfa,2007,34.06
bfa,2008,34.06
bfa,2009,34.06
bfa,2010,34.06
bfa,2011,34.06
bfa,2012,34.06
bfa,2013,34.06
bfa,2014,34.06
bfa,2015,33.85
bfa,2016,33.85
bfa,2017,33.84
bfa,2018,33.84
bfa,2019,33.84
bfa,2020,33.84
bgd,1998,5.14
bgd,1999,5.14
bgd,2000,5.14
bgd,2001,5.14
bgd,2002,5.14
bgd,2003,4.58
bgd,2004,4.58
bgd,2005,4.58
bgd,2006,4.58
bgd,2007,4.59
bgd,2008,4.45
bgd,2009,4.45
bgd,2010,4.45
bgd,2011,4.45
bgd,2012,4.5
bgd,2013,4.5
bgd,2015,4.5
bgd,2016,4.5
bgd,2019,4.52
bgd,2020,4.52
bgr,1995,100
bgr,1996,100
bgr,1997,100
bgr,1998,100
bgr,1999,100
bgr,2000,100
bgr,2001,100
bgr,2002,100
bgr,2003,100
bgr,2004,100
bgr,2005,100
bgr,2006,100
bgr,2007,100
bgr,2008,100
bgr,2009,100
bgr,2010,100
bgr,2011,100
bgr,2012,100
bgr,2013,100
bgr,2014,100
bgr,2015,100
bgr,2016,100
bgr,2017,100
bgr,2018,100
bgr,2019,100
bgr,2020,100
bhr,1999,75.67
bhr,2000,75.65
bhr,2001,75.67
bhr,2002,73.82
bhr,2003,73.82
bhr,2004,73.82
bhr,2005,73.8
bhr,2006,73.82
bhr,2007,73.15
bhr,2008,72.98
bhr,2009,72.98
bhr,2010,72.98
bhr,2011,72.98
bhr,2012,72.98
bhr,2013,72.77
bhr,2014,72.77
bhr,2015,72.77
bhr,2016,72.77
bhr,2017,73.09
bhr,2018,73.09
bhr,2019,73.09
bhr,2020,73.09
blz,1996,99.97
blz,1999,100
blz,2001,100
blz,2002,100
blz,2003,100
blz,2006,99.95
blz,2007,99.95
blz,2008,99.95
blz,2009,99.97
blz,2010,99.97
blz,2011,99.97
blz,2012,99.97
blz,2013,100
blz,2014,100
blz,2015,100
blz,2016,100
blz,2017,100
blz,2018,100
blz,2019,100
blz,2020,100
bol,1995,100
bol,1996,100
bol,1997,100
bol,1998,100
bol,1999,100
bol,2000,100
bol,2001,100
bol,2002,99.95
bol,2003,99.95
bol,2004,99.95
bol,2005,99.95
bol,2006,99.95
bol,2007,99.95
bol,2008,99.97
bol,2009,99.97
bol,2010,99.97
bol,2011,99.97
bol,2012,99.97
bol,2013,100
bol,2014,100
bol,2015,100
bol,2016,100
bol,2017,100
bol,2018,100
bol,2019,100
bol,2020,100
bra,1995,100
bra,1996,100
bra,1997,100
bra,1998,100
bra,1999,100
bra,2000,100
bra,2001,100
bra,2002,100
bra,2003,100
bra,2004,100
bra,2005,100
bra,2006,100
bra,2007,100
bra,2008,100
bra,2009,100
bra,2010,100
bra,2011,100
bra,2012,100
bra,2013,100
bra,2014,100
bra,2015,100
bra,2016,100
bra,2017,100
bra,2018,100
bra,2019,100
bra,2020,100
brb,1996,99.56
brb,1999,100
brb,2000,100
brb,2001,100
brb,2002,100
brb,2003,100
brb,2004,100
brb,2006,99.95
brb,2007,99.95
brb,2010,99.95
brb,2011,99.95
brb,2012,99.97
brb,2013,99.97
brb,2020,100
brn,1996,95.29
brn,1997,95.29
brn,1998,95.29
brn,1999,95.29
brn,2000,95.29
brn,2001,95.29
brn,2002,95.29
brn,2003,95.29
brn,2004,95.32
brn,2005,95.32
brn,2006,95.32
brn,2007,95.32
brn,2008,95.32
brn,2009,94.77
brn,2010,94.77
brn,2011,94.77
brn,2014,94.79
brn,2016,94.79
brn,2017,94.77
brn,2018,94.77
brn,2019,94.77
brn,2020,94.77
bwa,2001,99.54
bwa,2002,99.43
bwa,2004,99.43
bwa,2005,99.43
bwa,2006,99.43
bwa,2007,99.43
bwa,2008,99.43
bwa,2009,99.43
bwa,2010,99.43
bwa,2011,99.43
bwa,2012,99.45
bwa,2013,99.45
bwa,2014,99.45
bwa,2015,99.45
bwa,2016,99.45
bwa,2017,99.44
bwa,2018,99.44
bwa,2019,99.44
bwa,2020,99.44
caf,1995,62.54
caf,1997,62.51
caf,2001,62.5
caf,2002,62.5
caf,2003,61.93
caf,2004,61.93
caf,2005,61.93
caf,2006,61.93
caf,2007,61.36
caf,2008,61.36
caf,2009,61.36
caf,2010,61.36
caf,2011,61.36
caf,2012,61.36
caf,2013,61.05
caf,2015,61.05
caf,2016,61.05
caf,2017,61.05
can,1995,99.79
can,1996,99.8
can,1997,99.8
can,1998,99.8
can,1999,99.8
can,2000,99.8
can,2001,99.8
can,2002,99.73
can,2003,99.73
can,2004,99.73
can,2005,99.73
can,2006,99.73
can,2007,99.77
can,2008,99.77
can,2009,99.77
can,2010,99.77
can,2011,99.77
can,2012,99.77
can,2013,99.77
can,2014,99.77
can,2015,99.77
can,2016,99.77
can,2017,99.76
can,2018,99.76
can,2019,99.76
can,2020,99.76
che,1995,100
che,1996,100
che,1997,100
che,1998,100
che,1999,100
che,2000,100
che,2001,100
che,2002,100
che,2003,100
che,2004,100
che,2005,100
che,2006,100
che,2007,100
che,2008,100
che,2009,100
che,2010,100
che,2011,100
che,2012,100
che,2013,100
che,2014,100
che,2015,100
che,2016,100
che,2017,100
che,2018,100
che,2019,100
che,2020,100
chl,1995,99.95
chl,1996,100
chl,1997,100
chl,1998,100
chl,1999,100
chl,2000,100
chl,2001,100
chl,2002,99.95
chl,2003,99.95
chl,2004,99.95
chl,2005,99.95
chl,2006,99.95
chl,2007,99.95
chl,2008,99.97
chl,2009,99.97
chl,2010,99.97
chl,2011,99.97
chl,2012,100
chl,2013,100
chl,2015,100
chl,2016,100
chl,2017,100
chl,2018,100
chl,2019,100
chl,2020,100
chn,2001,100
chn,2002,100
chn,2003,100
chn,2004,100
chn,2005,100
chn,2006,100
chn,2007,100
chn,2008,100
chn,2009,100
chn,2010,100
chn,2011,100
chn,2014,100
chn,2015,100
chn,2016,100
chn,2017,100
chn,2018,100
chn,2019,100
chn,2020,100
civ,1996,29.85
civ,2001,29.85
civ,2002,29.85
civ,2003,28.5
civ,2004,28.5
civ,2005,28.5
civ,2006,28.5
civ,2007,27.25
civ,2008,27.25
civ,2009,27.25
civ,2010,27.25
civ,2011,27.25
civ,2012,27.25
civ,2013,27.25
civ,2014,27.25
civ,2015,26.89
civ,2016,26.89
civ,2017,26.83
civ,2018,26.83
civ,2019,26.83
civ,2020,26.83
cmr,1995,2.49
cmr,2001,2.36
cmr,2002,2.36
cmr,2003,1.94
cmr,2004,1.94
cmr,2005,1.94
cmr,2006,1.94
cmr,2007,1.27
cmr,2008,1.27
cmr,2009,1.27
cmr,2010,1.27
cmr,2011,1.94
cmr,2012,1.94
cmr,2013,1.07
cmr,2014,1.07
cmr,2019,1.08
cod,2003,99.95
cod,2006,99.95
cod,2007,99.95
cod,2008,99.95
cod,2009,99.95
cod,2010,99.97
cod,2014,100
cod,2019,100
cod,2020,100
cog,1997,6.41
cog,2001,6.41
cog,2002,6.41
cog,2003,6
cog,2004,6
cog,2005,6
cog,2006,6
cog,2007,5.07
cog,2008,5.07
cog,2009,5.07
cog,2010,5.07
cog,2011,5.07
cog,2013,4.89
cog,2014,4.89
cog,2015,4.89
col,1995,100
col,1996,100
col,1997,100
col,1998,100
col,1999,100
col,2000,100
col,2001,100
col,2002,99.95
col,2003,99.95
col,2004,99.95
col,2005,99.95
col,2006,99.95
col,2007,99.95
col,2008,99.97
col,2009,99.97
col,2010,99.97
col,2011,99.97
col,2012,99.97
col,2013,100
col,2014,100
col,2015,100
col,2016,100
col,2017,100
col,2018,100
col,2019,100
col,2020,100
cpv,2008,99.97
cpv,2009,99.97
cpv,2010,99.97
cpv,2011,99.97
cpv,2012,99.97
cpv,2013,100
cpv,2015,100
cpv,2019,100
cpv,2020,100
cri,1995,100
cri,1996,100
cri,1997,100
cri,1998,100
cri,1999,100
cri,2000,100
cri,2001,100
cri,2002,99.95
cri,2003,99.95
cri,2004,99.95
cri,2005,99.95
cri,2006,99.95
cri,2007,99.97
cri,2008,99.97
cri,2009,99.97
cri,2010,99.97
cri,2011,99.97
cri,2012,100
cri,2013,100
cri,2014,100
cri,2016,100
cri,2018,100
cri,2019,100
cri,2020,100
cub,1996,27.82
cub,1997,27.82
cub,1998,27.82
cub,1999,27.82
cub,2000,27.82
cub,2001,27.82
cub,2002,27.82
cub,2003,26.38
cub,2004,26.38
cub,2005,26.38
cub,2006,26.38
cub,2007,26.38
cub,2008,26.38
cub,2009,24.12
cub,2010,24.12
cub,2011,24.12
cub,2012,24.12
cub,2013,24.12
cub,2015,23.54
cub,2016,23.54
cub,2017,23.54
cub,2019,23.55
cub,2020,23.55
cyp,1995,100
cyp,1996,100
cyp,1997,100
cyp,1998,100
cyp,1999,100
cyp,2000,100
cyp,2001,100
cyp,2002,100
cyp,2003,100
cyp,2004,100
cyp,2005,100
cyp,2006,100
cyp,2007,100
cyp,2008,100
cyp,2009,100
cyp,2010,100
cyp,2011,100
cyp,2012,100
cyp,2013,100
cyp,2014,100
cyp,2015,100
cyp,2016,100
cyp,2017,100
cyp,2018,100
cyp,2019,100
cyp,2020,100
cze,1995,100
cze,1996,100
cze,1997,100
cze,1998,100
cze,1999,100
cze,2000,100
cze,2001,100
cze,2002,100
cze,2003,100
cze,2004,100
cze,2005,100
cze,2006,100
cze,2007,100
cze,2008,100
cze,2009,100
cze,2010,100
cze,2011,100
cze,2012,100
cze,2013,100
cze,2014,100
cze,2015,100
cze,2016,100
cze,2017,100
cze,2018,100
cze,2019,100
cze,2020,100
deu,1995,100
deu,1996,100
deu,1997,100
deu,1998,100
deu,1999,100
deu,2000,100
deu,2001,100
deu,2002,100
deu,2003,100
deu,2004,100
deu,2005,100
deu,2006,100
deu,2007,100
deu,2008,100
deu,2009,100
deu,2010,100
deu,2011,100
deu,2012,100
deu,2013,100
deu,2014,100
deu,2015,100
deu,2016,100
deu,2017,100
deu,2018,100
deu,2019,100
deu,2020,100
dji,1998,99.95
dji,1999,99.95
dji,2002,99.95
dji,2005,99.95
dji,2006,99.95
dji,2009,99.95
dji,2011,99.97
dji,2012,99.97
dji,2014,99.97
dma,1996,96.04
dma,1997,96.05
dma,1998,96.05
dma,1999,96.05
dma,2000,96.05
dma,2001,96.05
dma,2002,96.05
dma,2003,96.05
dma,2006,95.96
dma,2007,95.96
dma,2010,95.96
dma,2011,95.78
dma,2012,95.78
dma,2013,95.78
dma,2015,95.78
dma,2016,95.78
dma,2017,95.78
dma,2020,95.77
dnk,1995,100
dnk,1996,100
dnk,1997,100
dnk,1998,100
dnk,1999,100
dnk,2000,100
dnk,2001,100
dnk,2002,100
dnk,2003,100
dnk,2004,100
dnk,2005,100
dnk,2006,100
dnk,2007,100
dnk,2008,100
dnk,2009,100
dnk,2010,100
dnk,2011,100
dnk,2012,100
dnk,2013,100
dnk,2014,100
dnk,2015,100
dnk,2016,100
dnk,2017,100
dnk,2018,100
dnk,2019,100
dnk,2020,100
dom,1996,100
dom,1997,100
dom,1998,100
dom,1999,100
dom,2000,100
dom,2001,100
dom,2002,100
dom,2003,100
dom,2004,100
dom,2005,96.88
dom,2006,100
dom,2007,100
dom,2008,100
dom,2010,100
dom,2011,100
dom,2012,100
dom,2013,100
dom,2015,100
dom,2016,100
dom,2017,100
dom,2018,100
dom,2020,100
ecu,1996,94.86
ecu,1997,94.86
ecu,1998,94.86
ecu,1999,94.86
ecu,2000,94.86
ecu,2001,94.86
ecu,2002,94.84
ecu,2003,94.84
ecu,2004,94.84
ecu,2005,94.84
ecu,2006,94.84
ecu,2007,94.84
ecu,2008,94.64
ecu,2009,94.64
ecu,2010,94.64
ecu,2011,94.64
ecu,2012,94.64
ecu,2014,94.64
ecu,2015,94.64
ecu,2016,94.64
ecu,2017,94.64
ecu,2018,94.87
ecu,2019,94.87
ecu,2020,94.87
egy,1995,99.53
egy,1997,99.54
egy,1998,99.51
egy,1999,99.47
egy,2000,99.47
egy,2001,99.47
egy,2002,99.47
egy,2003,99.47
egy,2004,99.43
egy,2005,99.43
egy,2006,99.43
egy,2007,99.43
egy,2008,99.43
egy,2009,99.43
egy,2010,99.43
egy,2011,99.43
egy,2012,99.43
egy,2013,99.43
egy,2014,99.45
egy,2015,99.45
egy,2016,99.45
egy,2017,99.45
egy,2018,99.45
egy,2019,99.44
esp,1995,100
esp,1996,100
esp,1997,100
esp,1998,100
esp,1999,100
esp,2000,100
esp,2001,100
esp,2002,100
esp,2003,100
esp,2004,100
esp,2005,100
esp,2006,100
esp,2007,100
esp,2008,100
esp,2009,100
esp,2010,100
esp,2011,100
esp,2012,100
esp,2013,100
esp,2014,100
esp,2015,100
esp,2016,100
esp,2017,100
esp,2018,100
esp,2019,100
esp,2020,100
est,1995,100
est,1996,100
est,1997,100
est,1998,100
est,1999,100
est,2000,100
est,2001,100
est,2002,100
est,2003,100
est,2004,100
est,2005,100
est,2006,100
est,2007,100
est,2008,100
est,2009,100
est,2010,100
est,2011,100
est,2012,100
est,2013,100
est,2014,100
est,2015,100
est,2016,100
est,2017,100
est,2018,100
est,2019,100
est,2020,100
fin,1995,100
fin,1996,100
fin,1997,100
fin,1998,100
fin,1999,100
fin,2000,100
fin,2001,100
fin,2002,100
fin,2003,100
fin,2004,100
fin,2005,100
fin,2006,100
fin,2007,100
fin,2008,100
fin,2009,100
fin,2010,100
fin,2011,100
fin,2012,100
fin,2013,100
fin,2014,100
fin,2015,100
fin,2016,100
fin,2017,100
fin,2018,100
fin,2019,100
fin,2020,100
fji,2003,51.92
fji,2004,51.92
fji,2006,51.92
fji,2007,49.59
fji,2008,49.59
fji,2009,49.59
fji,2010,49.59
fji,2011,49.59
fji,2012,49.8
fji,2013,49.8
fji,2015,49.8
fji,2017,50.15
fji,2018,50.15
fji,2019,50.15
fji,2020,50.15
fra,1995,100
fra,1996,100
fra,1997,100
fra,1998,100
fra,1999,100
fra,2000,100
fra,2001,100
fra,2002,100
fra,2003,100
fra,2004,100
fra,2005,100
fra,2006,100
fra,2007,100
fra,2008,100
fra,2009,100
fra,2010,100
fra,2011,100
fra,2012,100
fra,2013,100
fra,2014,100
fra,2015,100
fra,2016,100
fra,2017,100
fra,2018,100
fra,2019,100
fra,2020,100
gab,1995,98.78
gab,1998,98.78
gab,2000,98.56
gab,2001,98.56
gab,2002,98.56
gab,2003,98.51
gab,2004,98.51
gab,2005,98.51
gab,2007,98.52
gab,2008,98.52
gab,2009,98.52
gab,2010,98.52
gab,2011,98.52
gab,2012,98.52
gab,2013,98.52
gab,2015,98.52
gab,2016,98.52
gab,2019,98.52
gbr,2000,0
gbr,2001,0
gbr,2002,0
gbr,2003,0
gbr,2004,0
gbr,2005,0
gbr,2006,0
gbr,2007,0
gbr,2008,0
gbr,2009,0
gbr,2010,0
gbr,2011,0
gbr,2012,0
gbr,2013,0
gbr,2014,0
gbr,2015,0
gbr,2016,0
gbr,2017,0
gbr,2018,0
gbr,2019,0
gbr,2020,0
geo,2001,100
geo,2002,100
geo,2003,100
geo,2004,100
geo,2005,100
geo,2006,100
geo,2007,99.95
geo,2008,99.95
geo,2009,99.95
geo,2010,99.95
geo,2011,99.95
geo,2012,99.95
geo,2013,100
geo,2015,100
geo,2016,100
geo,2020,100
gha,2000,4.02
gha,2001,3.85
gha,2002,3.85
gha,2003,3.85
gha,2004,3.85
gha,2007,3.19
gha,2008,3.19
gha,2009,3.19
gha,2010,2.54
gha,2013,2.32
gha,2016,2.32
gha,2017,2.32
gha,2018,2.25
gha,2019,2.25
gha,2020,2.25
gin,1998,36.12
gin,2004,36.12
gin,2005,34.75
gin,2008,34.75
gin,2009,34.75
gin,2010,34.75
gin,2012,34.75
gin,2017,33.23
gin,2018,33.23
gin,2019,33.23
gin,2020,33.23
gmb,2003,2.98
gmb,2007,2.98
gmb,2008,2.98
gmb,2009,2.98
gmb,2010,1.73
gmb,2011,1.73
gmb,2012,1.73
gmb,2013,1.73
gmb,2018,1.56
gmb,2020,1.56
gnb,2001,98.1
gnb,2002,98.1
gnb,2003,98.08
gnb,2004,98.08
gnb,2005,98.08
gnb,2006,98.08
gnb,2007,98.06
gnb,2008,98.06
gnb,2009,98.06
gnb,2010,98.06
gnb,2011,98.06
gnb,2012,98.06
gnb,2013,98.06
gnb,2014,98.06
gnb,2017,98.1
gnb,2018,98.1
gnb,2019,98.1
gnb,2020,98.1
grc,1995,100
grc,1996,100
grc,1997,100
grc,1998,100
grc,1999,100
grc,2000,100
grc,2001,100
grc,2002,100
grc,2003,100
grc,2004,100
grc,2005,100
grc,2006,100
grc,2007,100
grc,2008,100
grc,2009,100
grc,2010,100
grc,2011,100
grc,2012,100
grc,2013,100
grc,2014,100
grc,2015,100
grc,2016,100
grc,2017,100
grc,2018,100
grc,2019,100
grc,2020,100
grd,1996,99.97
grd,1999,100
grd,2000,100
grd,2001,100
grd,2002,100
grd,2003,100
grd,2006,100
grd,2007,100
grd,2008,100
grd,2010,99.97
grd,2011,99.97
grd,2012,99.97
grd,2013,99.97
grd,2015,100
grd,2016,100
grd,2019,100
gtm,1995,100
gtm,1997,100
gtm,1998,100
gtm,1999,100
gtm,2000,100
gtm,2001,100
gtm,2002,99.95
gtm,2003,99.95
gtm,2004,99.95
gtm,2005,99.95
gtm,2006,99.95
gtm,2007,99.97
gtm,2008,99.97
gtm,2009,99.97
gtm,2010,99.97
gtm,2011,99.97
gtm,2012,100
gtm,2013,100
gtm,2014,100
gtm,2015,100
gtm,2020,100
guy,1996,100
guy,1999,100
guy,2000,100
guy,2001,100
guy,2002,100
guy,2003,100
guy,2006,99.95
guy,2007,99.97
guy,2008,99.97
guy,2009,99.97
guy,2010,99.97
guy,2011,99.97
guy,2012,99.97
guy,2013,99.97
guy,2015,99.97
guy,2016,99.97
guy,2017,99.97
guy,2018,99.97
guy,2019,100
guy,2020,100
hkg,1996,38.69
hkg,1997,38.69
hkg,1998,39.16
hkg,1999,38.69
hkg,2000,38.69
hkg,2001,38.69
hkg,2002,37.47
hkg,2003,37.47
hkg,2004,37.47
hkg,2005,37.47
hkg,2006,37.47
hkg,2007,36.13
hkg,2008,36.13
hkg,2009,36.13
hkg,2010,36.13
hkg,2011,36.13
hkg,2012,36.32
hkg,2013,36.32
hkg,2014,36.32
hkg,2015,36.32
hkg,2016,36.32
hkg,2017,36.27
hkg,2018,36.27
hkg,2019,36.27
hkg,2020,36.27
hnd,1995,99.97
hnd,1996,100
hnd,1997,100
hnd,1998,100
hnd,1999,100
hnd,2000,100
hnd,2001,100
hnd,2002,99.95
hnd,2003,99.95
hnd,2004,99.95
hnd,2005,99.95
hnd,2006,99.95
hnd,2007,99.97
hnd,2008,99.97
hnd,2009,99.97
hnd,2010,99.97
hnd,2011,99.97
hnd,2012,100
hnd,2013,100
hnd,2015,100
hnd,2018,100
hnd,2020,100
hrv,1995,100
hrv,1996,100
hrv,1997,100
hrv,1998,100
hrv,1999,100
hrv,2000,100
hrv,2001,100
hrv,2002,100
hrv,2003,100
hrv,2004,100
hrv,2005,100
hrv,2006,100
hrv,2007,100
hrv,2008,100
hrv,2009,100
hrv,2010,100
hrv,2011,100
hrv,2012,100
hrv,2013,100
hrv,2014,100
hrv,2015,100
hrv,2016,100
hrv,2017,100
hrv,2018,100
hrv,2019,100
hrv,2020,100
hti,2001,90.65
hti,2002,90.65
hti,2007,90.45
hti,2008,90.45
hti,2009,90.53
hti,2010,90.53
hti,2011,90.53
hti,2012,90.53
hti,2013,90.53
hti,2014,90.53
hti,2015,90.71
hti,2016,90.52
hti,2020,90.56
hun,1995,100
hun,1996,100
hun,1997,100
hun,1998,100
hun,1999,100
hun,2000,100
hun,2001,100
hun,2002,100
hun,2003,100
hun,2004,100
hun,2005,100
hun,2006,100
hun,2007,100
hun,2008,100
hun,2009,100
hun,2010,100
hun,2011,100
hun,2012,100
hun,2013,100
hun,2014,100
hun,2015,100
hun,2016,100
hun,2017,100
hun,2018,100
hun,2019,100
hun,2020,100
idn,1995,96.19
idn,1996,96.12
idn,1997,96.19
idn,1998,96.12
idn,1999,96.12
idn,2000,96.12
idn,2001,96.12
idn,2002,95.91
idn,2003,95.91
idn,2004,95.91
idn,2005,95.91
idn,2006,95.91
idn,2007,95.86
idn,2008,95.86
idn,2009,95.86
idn,2010,95.86
idn,2011,95.86
idn,2012,95.86
idn,2013,95.86
idn,2016,95.86
idn,2017,95.82
idn,2018,95.82
idn,2019,95.82
idn,2020,95.82
ind,1996,73.45
ind,1997,73.45
ind,1999,73.45
ind,2000,73.45
ind,2001,73.45
ind,2002,72.35
ind,2003,72.35
ind,2004,72.35
ind,2005,72.35
ind,2006,72.35
ind,2007,73.37
ind,2008,73.37
ind,2009,73.37
ind,2010,73.37
ind,2011,73.55
ind,2012,73.55
ind,2013,73.55
ind,2015,73.52
ind,2016,73.52
ind,2017,73.62
ind,2018,73.62
ind,2019,73.62
ind,2020,73.62
irl,1995,100
irl,1996,100
irl,1997,100
irl,1998,100
irl,1999,100
irl,2000,100
irl,2001,100
irl,2002,100
irl,2003,100
irl,2004,100
irl,2005,100
irl,2006,100
irl,2007,100
irl,2008,100
irl,2009,100
irl,2010,100
irl,2011,100
irl,2012,100
irl,2013,100
irl,2014,100
irl,2015,100
irl,2016,100
irl,2017,100
irl,2018,100
irl,2019,100
irl,2020,100
isl,1996,94.98
isl,1998,94.98
isl,1999,94.98
isl,2000,94.98
isl,2001,94.98
isl,2003,94.67
isl,2004,94.67
isl,2005,94.67
isl,2006,94.67
isl,2007,94.57
isl,2008,94.57
isl,2009,94.57
isl,2010,94.57
isl,2011,94.57
isl,2012,94.56
isl,2013,94.56
isl,2014,94.56
isl,2015,94.56
isl,2016,94.56
isl,2017,94.74
isl,2019,94.74
isr,1999,69.88
isr,2000,69.88
isr,2001,69.88
isr,2002,67.94
isr,2003,67.94
isr,2004,67.94
isr,2005,67.94
isr,2006,67.94
isr,2007,69.17
isr,2008,69.18
isr,2009,69.18
isr,2011,69.18
isr,2012,69.38
isr,2013,69.38
isr,2014,69.38
isr,2015,71.47
isr,2016,71.47
isr,2017,71.45
ita,1995,100
ita,1996,100
ita,1997,100
ita,1998,100
ita,1999,100
ita,2000,100
ita,2001,100
ita,2002,100
ita,2003,100
ita,2004,100
ita,2005,100
ita,2006,100
ita,2007,100
ita,2008,100
ita,2009,100
ita,2010,100
ita,2011,100
ita,2012,100
ita,2013,100
ita,2014,100
ita,2015,100
ita,2016,100
ita,2017,100
ita,2018,100
ita,2019,100
ita,2020,100
jam,1996,99.95
jam,1999,100
jam,2000,100
jam,2001,100
jam,2002,100
jam,2003,100
jam,2004,99.95
jam,2006,99.95
jam,2007,99.97
jam,2010,99.97
jam,2011,99.97
jam,2012,99.97
jam,2013,99.97
jam,2015,100
jam,2016,100
jam,2020,100
jor,2000,100
jor,2001,100
jor,2002,100
jor,2003,99.95
jor,2004,99.95
jor,2005,99.95
jor,2006,99.95
jor,2007,99.97
jor,2008,99.97
jor,2009,99.97
jor,2010,99.97
jor,2011,99.97
jor,2012,100
jor,2013,100
jor,2014,100
jor,2015,100
jor,2016,100
jor,2017,100
jor,2020,100
jpn,1995,100
jpn,1996,100
jpn,1997,100
jpn,1998,100
jpn,1999,100
jpn,2000,100
jpn,2001,100
jpn,2002,100
jpn,2003,100
jpn,2004,100
jpn,2005,100
jpn,2006,100
jpn,2007,100
jpn,2008,100
jpn,2009,100
jpn,2010,100
jpn,2011,100
jpn,2012,100
jpn,2013,100
jpn,2014,100
jpn,2015,100
jpn,2016,100
jpn,2017,100
jpn,2018,100
