geo,time,dt_oda_odat_gn_zs
alb,2008,2.81809
alb,2009,3.01323
alb,2010,3.09178
alb,2011,2.94305
alb,2012,2.8554
alb,2013,2.07732
alb,2014,2.10623
alb,2015,2.90892
alb,2016,1.41897
alb,2017,1.28989
alb,2018,2.27454
alb,2019,0.18692
arg,1962,0.21991
arg,1963,0.14868
arg,1964,-0.02014
arg,1965,-0.19654
arg,1966,-0.03114
arg,1967,0.03689
arg,1968,0.01044
arg,1969,0.05664
arg,1970,-0.00803
arg,1971,0.01481
arg,1972,0.00553
arg,1973,0.02572
arg,1974,0.02195
arg,1975,0.02258
arg,1976,0.02753
arg,1977,0.02909
arg,1978,0.02904
arg,1979,0.04119
arg,1980,0.05726
arg,1981,0.04793
arg,1982,0.03721
arg,1983,0.0351
arg,1984,0.04366
arg,1985,0.04671
arg,1986,0.06955
arg,1987,0.07871
arg,1988,0.11803
arg,1989,0.28711
arg,1990,0.12699
arg,1991,0.15108
arg,1992,0.11879
arg,1993,0.10522
arg,1994,0.06342
arg,1995,0.05849
arg,1996,0.04592
arg,1997,0.03463
arg,1998,0.02537
arg,1999,0.02984
arg,2000,0.02695
arg,2001,0.06041
arg,2002,0.10671
arg,2003,0.09614
arg,2004,0.06651
arg,2005,0.05329
arg,2006,0.0508
arg,2007,0.03223
arg,2008,0.03546
arg,2009,0.03596
arg,2010,0.03185
arg,2011,0.01884
arg,2012,0.0334
arg,2013,0.00645
arg,2014,0.00948
arg,2015,-0.00323
arg,2016,0.00048
arg,2017,-0.00019
arg,2018,0.01444
arg,2019,0.0042
arm,1991,0.13156
arm,1992,2.11091
arm,1993,9.12157
arm,1994,14.58808
arm,1995,14.43855
arm,1996,17.80351
arm,1997,9.57392
arm,1998,9.94908
arm,1999,11.01009
arm,2000,10.9559
arm,2001,9.69125
arm,2002,12.00713
arm,2003,8.63467
arm,2004,6.87576
arm,2005,3.38041
arm,2006,3.22128
arm,2007,3.62644
arm,2008,2.39636
arm,2009,4.50331
arm,2010,3.29596
arm,2011,3.58011
arm,2012,2.4502
arm,2013,2.37512
arm,2014,2.20438
arm,2015,3.16416
arm,2016,3.02494
arm,2017,2.15825
arm,2018,1.11879
arm,2019,3.0419
atg,1977,6.96019
atg,1978,4.11526
atg,1979,3.05742
atg,1980,4.22326
atg,1981,6.1985
atg,1982,3.08086
atg,1983,1.8604
atg,1984,1.13476
atg,1985,1.23833
atg,1986,1.98501
atg,1987,1.8707
atg,1988,2.30238
atg,1989,1.10345
atg,1990,1.11314
atg,1991,1.60843
atg,1992,0.99443
atg,1993,0.58567
atg,1994,0.73907
atg,1995,0.41241
atg,1996,0.63703
atg,1997,0.66063
atg,1998,1.41195
atg,1999,1.45943
atg,2000,1.26367
atg,2001,1.10611
atg,2002,1.74788
atg,2003,0.68852
atg,2004,0.21723
atg,2005,0.82168
atg,2006,0.29525
atg,2007,0.396
atg,2008,0.46372
atg,2009,0.36178
atg,2010,1.75382
atg,2011,1.39855
atg,2012,0.18012
atg,2013,0.13913
atg,2014,0.21447
atg,2015,0.11896
atg,2016,0.01344
atg,2017,0.74142
atg,2018,1.15118
atg,2019,1.73509
aze,1993,1.51556
aze,1994,12.47962
aze,1995,4.95296
aze,1996,3.04248
aze,1997,4.65612
aze,1998,2.69775
aze,1999,3.58626
aze,2000,2.7154
aze,2001,4.15084
aze,2002,5.80632
aze,2003,4.29939
aze,2004,2.15299
aze,2005,1.79294
aze,2006,1.10362
aze,2007,0.75588
aze,2008,0.51355
aze,2009,0.5304
aze,2010,0.31459
aze,2011,0.46838
aze,2012,0.43625
aze,2013,-0.1005
aze,2014,0.29655
aze,2015,0.13543
aze,2016,0.22317
aze,2017,0.31416
aze,2018,0.19488
aze,2019,0.26119
bdi,1960,3.88361
bdi,1961,3.58032
bdi,1962,5.24118
bdi,1963,2.67503
bdi,1964,3.13583
bdi,1965,3.08612
bdi,1966,5.7226
bdi,1967,6.2346
bdi,1968,7.6438
bdi,1969,8.37957
bdi,1970,7.51009
bdi,1971,8.89374
bdi,1972,10.94276
bdi,1973,9.07486
bdi,1974,11.10705
bdi,1975,11.5123
bdi,1976,10.01944
bdi,1977,8.86843
bdi,1978,12.40589
bdi,1979,12.21488
bdi,1980,12.57847
bdi,1981,12.48775
bdi,1982,12.47072
bdi,1983,12.81768
bdi,1984,14.13278
bdi,1985,12.12085
bdi,1986,16.19787
bdi,1987,17.8251
bdi,1988,18.92459
bdi,1989,18.81236
bdi,1990,23.50047
bdi,1991,22.17698
bdi,1992,28.92144
bdi,1993,23.35763
bdi,1994,34.05114
bdi,1995,29.04299
bdi,1996,12.92442
bdi,1997,5.87258
bdi,1998,7.76423
bdi,1999,9.42552
bdi,2000,10.54605
bdi,2001,16.108
bdi,2002,21.17877
bdi,2003,29.68342
bdi,2004,40.40965
bdi,2005,33.25229
bdi,2006,34.16326
bdi,2007,37.36579
bdi,2008,32.37439
bdi,2009,32.63047
bdi,2010,31.04938
bdi,2011,25.79545
bdi,2012,22.52759
bdi,2013,22.77754
bdi,2014,19.096
bdi,2015,11.81407
bdi,2016,27.18275
bdi,2017,15.88253
bdi,2018,16.87001
bdi,2019,22.32755
ben,1960,0.00887
ben,1961,0.62994
ben,1962,1.59096
ben,1963,1.68262
ben,1964,6.71632
ben,1965,6.18452
ben,1966,4.92693
ben,1967,5.32009
ben,1968,4.04403
ben,1969,4.00307
ben,1970,4.45145
ben,1971,8.7297
ben,1972,4.90897
ben,1973,5.25005
ben,1974,5.93765
ben,1975,8.00953
ben,1976,7.26652
ben,1977,6.51064
ben,1978,6.49415
ben,1979,7.12547
ben,1980,6.29157
ben,1981,6.30785
ben,1982,6.31648
ben,1983,7.849
ben,1984,7.34484
ben,1985,9.1672
ben,1986,10.27935
ben,1987,8.71684
ben,1988,9.90131
ben,1989,18.29541
ben,1990,13.89253
ben,1991,13.58459
ben,1992,16.45638
ben,1993,12.87675
ben,1994,16.40367
ben,1995,13.20052
ben,1996,12.45262
ben,1997,9.87946
ben,1998,8.4052
ben,1999,5.79637
ben,2000,6.97809
ben,2001,7.6793
ben,2002,5.31772
ben,2003,5.68604
ben,2004,6.36725
ben,2005,5.32956
ben,2006,5.71555
ben,2007,5.85295
ben,2008,6.51284
ben,2009,6.9812
ben,2010,7.26939
ben,2011,6.29914
ben,2012,4.58598
ben,2013,5.30331
ben,2014,4.5323
ben,2015,3.86547
ben,2016,4.27331
ben,2017,5.4134
ben,2018,4.0736
ben,2019,4.22657
bfa,1960,0.05972
bfa,1961,0.38196
bfa,1962,1.14157
bfa,1963,1.0416
bfa,1964,3.72198
bfa,1965,4.11888
bfa,1966,3.9011
bfa,1967,4.36938
bfa,1968,4.97115
bfa,1969,5.03461
bfa,1970,4.79708
bfa,1971,5.97419
bfa,1972,5.945
bfa,1973,8.43544
bfa,1974,12.86188
bfa,1975,9.53765
bfa,1976,8.25935
bfa,1977,9.81696
bfa,1978,10.71231
bfa,1979,11.27828
bfa,1980,10.90906
bfa,1981,12.16454
bfa,1982,12.05088
bfa,1983,11.39106
bfa,1984,12.57655
bfa,1985,12.18586
bfa,1986,13.24091
bfa,1987,11.35858
bfa,1988,11.01754
bfa,1989,10.18863
bfa,1990,10.55381
bfa,1991,13.42524
bfa,1992,12.95715
bfa,1993,14.74413
bfa,1994,23.02466
bfa,1995,20.69863
bfa,1996,16.16534
bfa,1997,15.09358
bfa,1998,14.27926
bfa,1999,11.75076
bfa,2000,6.06418
bfa,2001,12.30032
bfa,2002,12.27042
bfa,2003,11.54131
bfa,2004,11.97459
bfa,2005,11.47903
bfa,2006,13.79343
bfa,2007,12.3989
bfa,2008,10.62573
bfa,2009,11.61123
bfa,2010,10.65119
bfa,2011,8.47072
bfa,2012,9.41169
bfa,2013,7.98948
bfa,2014,8.42257
bfa,2015,8.84069
bfa,2016,8.39588
bfa,2017,6.57088
bfa,2018,7.20558
bfa,2019,7.49559
bgd,1973,5.19817
bgd,1974,4.24336
bgd,1975,5.4279
bgd,1976,4.86685
bgd,1977,8.03863
bgd,1978,7.24206
bgd,1979,7.22323
bgd,1980,6.77047
bgd,1981,5.12021
bgd,1982,6.91919
bgd,1983,5.48067
bgd,1984,5.70115
bgd,1985,4.33783
bgd,1986,5.80119
bgd,1987,6.51065
bgd,1988,5.12285
bgd,1989,5.03988
bgd,1990,5.54972
bgd,1991,5.09897
bgd,1992,4.61426
bgd,1993,3.4206
bgd,1994,3.97637
bgd,1995,2.64244
bgd,1996,2.02495
bgd,1997,1.73975
bgd,1998,1.90516
bgd,1999,1.90273
bgd,2000,1.77189
bgd,2001,1.651
bgd,2002,1.41878
bgd,2003,2.08006
bgd,2004,2.09244
bgd,2005,1.72588
bgd,2006,1.35471
bgd,2007,1.54453
bgd,2008,1.78938
bgd,2009,0.97896
bgd,2010,1.06513
bgd,2011,1.0355
bgd,2012,1.48923
bgd,2013,1.62513
bgd,2014,1.31374
bgd,2015,1.24814
bgd,2016,1.08162
bgd,2017,1.45206
bgd,2018,1.06258
bgd,2019,1.41813
bhr,1980,7.21018
bhr,1981,5.7298
bhr,1982,4.29243
bhr,1983,6.81557
bhr,1984,5.56738
bhr,1985,2.25679
bhr,1986,3.74757
bhr,1987,0.29509
bhr,1988,-0.07979
bhr,1989,-0.05024
bhr,1990,3.08896
bhr,1991,1.96986
bhr,1992,1.6748
bhr,1993,2.22576
bhr,1994,1.79887
bhr,1995,1.7247
bhr,1996,2.17752
bhr,1997,2.45833
bhr,1998,3.31662
bhr,1999,0.97439
bhr,2000,0.68365
bhr,2001,0.81818
bhr,2002,0.67905
bhr,2003,1.24525
bhr,2004,0.46297
bhs,1960,-0.02674
bhs,1963,0.00955
bhs,1964,0.02553
bhs,1965,0.02644
bhs,1966,0.01669
bhs,1967,0.20068
bhs,1968,0.01276
bhs,1969,0.01504
bhs,1970,0.0157
bhs,1971,0.04608
bhs,1972,0.2182
bhs,1973,0.07561
bhs,1974,0.07853
bhs,1975,0.08051
bhs,1976,0.10415
bhs,1977,0.07467
bhs,1978,0.1107
bhs,1979,0.08845
bhs,1980,0.11825
bhs,1981,0.10905
bhs,1982,0.09124
bhs,1983,0.05582
bhs,1984,0.53518
bhs,1985,0.03271
bhs,1986,0.07165
bhs,1987,0.02529
bhs,1988,0.05356
bhs,1989,0.13377
bhs,1990,0.10524
bhs,1991,0.09413
bhs,1992,0.09351
bhs,1993,0.03914
bhs,1994,0.03204
bhs,1995,0.11308
bih,1994,37.45591
bih,1995,59.44947
bih,1996,33.22133
bih,1997,25.03182
bih,1998,18.57519
bih,1999,23.75895
bih,2000,12.10474
bih,2001,10.19008
bih,2002,7.76317
bih,2003,6.08683
bih,2004,6.18058
bih,2005,4.61802
bih,2006,4.04964
bih,2007,3.68731
bih,2008,2.34628
bih,2009,2.28152
bih,2010,2.92831
bih,2011,3.32956
bih,2012,3.27279
bih,2013,2.83046
bih,2014,3.36777
bih,2015,2.18237
bih,2016,2.63396
bih,2017,2.45736
bih,2018,1.77466
bih,2019,2.3008
blr,2005,0.19169
blr,2006,0.20293
blr,2007,0.19041
blr,2008,0.18531
blr,2009,0.19739
blr,2010,0.24306
blr,2011,0.19615
blr,2012,0.1602
blr,2013,0.14702
blr,2014,0.15776
blr,2015,0.19344
blr,2016,-0.04906
blr,2017,-0.47497
blr,2018,0.20584
blr,2019,0.34277
blz,1960,6.51614
blz,1961,9.47726
blz,1962,17.41245
blz,1963,12.08773
blz,1964,4.30269
blz,1965,5.34368
blz,1966,5.83766
blz,1967,12.38012
blz,1968,12.7326
blz,1969,14.99055
blz,1970,11.55407
blz,1971,8.90236
blz,1972,6.35248
blz,1973,6.29099
blz,1974,6.73177
blz,1975,8.23243
blz,1976,13.13825
blz,1977,8.50513
blz,1978,14.0695
blz,1979,14.14334
blz,1980,7.3984
blz,1981,5.8242
blz,1982,6.78487
blz,1983,8.0706
blz,1984,6.72531
blz,1985,10.81661
blz,1986,10.67254
blz,1987,8.53872
blz,1988,7.96767
blz,1989,7.9347
blz,1990,7.5052
blz,1991,5.00091
blz,1992,5.1945
blz,1993,5.74351
blz,1994,5.78958
blz,1995,3.14961
blz,1996,3.41809
blz,1997,2.18142
blz,1998,2.21009
blz,1999,6.84386
blz,2000,2.07271
blz,2001,2.80666
blz,2002,2.71418
blz,2003,1.41819
blz,2004,0.71578
blz,2005,1.18607
blz,2006,0.71223
blz,2007,1.91256
blz,2008,1.97022
blz,2009,2.13913
blz,2010,1.9537
blz,2011,1.53931
blz,2012,1.86854
blz,2013,3.51114
blz,2014,2.45565
blz,2015,1.73835
blz,2016,2.08281
blz,2017,1.97308
blz,2018,1.92027
blz,2019,2.07029
bol,1976,2.03112
bol,1977,2.15705
bol,1978,3.1534
bol,1979,2.91528
bol,1980,3.23513
bol,1981,2.26783
bol,1982,2.11521
bol,1983,3.02472
bol,1984,2.27314
bol,1985,3.18121
bol,1986,6.88469
bol,1987,6.97171
bol,1988,9.42943
bol,1989,10.8659
bol,1990,10.50101
bol,1991,9.37567
bol,1992,12.06145
bol,1993,9.88682
bol,1994,9.29684
bol,1995,10.42956
bol,1996,10.57344
bol,1997,8.12881
bol,1998,6.59109
bol,1999,6.42623
bol,2000,5.21366
bol,2001,8.52368
bol,2002,7.7957
bol,2003,9.80179
bol,2004,8.42392
bol,2005,5.91841
bol,2006,7.30554
bol,2007,3.47398
bol,2008,3.65077
bol,2009,3.67025
bol,2010,2.9864
bol,2011,2.37613
bol,2012,2.59955
bol,2013,2.44265
bol,2014,2.15527
bol,2015,2.48269
bol,2016,2.09035
bol,2017,2.60765
bol,2018,1.85401
bol,2019,1.78816
bra,1966,1.24272
bra,1967,0.61121
bra,1968,0.66434
bra,1969,0.3781
bra,1970,0.32795
bra,1971,0.24663
bra,1972,0.1626
bra,1973,0.08306
bra,1974,0.12443
bra,1975,0.10866
bra,1976,0.06154
bra,1977,0.03899
bra,1978,0.04553
bra,1979,0.04008
bra,1980,0.03658
bra,1981,0.0899
bra,1982,0.06649
bra,1983,0.05574
bra,1984,0.07789
bra,1985,0.04026
bra,1986,0.05767
bra,1987,0.10358
bra,1988,0.06897
bra,1989,0.06355
bra,1990,0.04585
bra,1991,0.05856
bra,1992,-0.07317
bra,1993,0.05497
bra,1994,0.0503
bra,1995,0.03488
bra,1996,0.03115
bra,1997,0.02688
bra,1998,0.03157
bra,1999,0.0254
bra,2000,0.04017
bra,2001,0.04652
bra,2002,0.04798
bra,2003,0.04242
bra,2004,0.02745
bra,2005,0.02509
bra,2006,0.0102
bra,2007,0.02403
bra,2008,0.02833
bra,2009,0.02299
bra,2010,0.02171
bra,2011,0.03298
bra,2012,0.05361
bra,2013,0.0474
bra,2014,0.03793
bra,2015,0.05673
bra,2016,0.03838
bra,2017,0.01353
bra,2018,0.02387
bra,2019,0.01588
brb,1986,0.29665
brb,1987,0.28427
brb,1988,0.10295
brb,1989,0.04999
brb,1990,0.11593
brb,1991,0.1171
brb,1992,0.06637
brb,1993,0.24609
brb,1994,0.13771
brb,1995,0.02363
brb,1996,0.24982
brb,1997,0.23958
brb,1998,0.62488
brb,1999,-0.02059
brb,2000,0.06072
brb,2001,0.01087
brb,2002,0.15899
brb,2003,0.69158
brb,2004,0.91055
brb,2005,-0.01729
brb,2006,-0.02247
brb,2007,0.41684
brb,2008,0.20445
brb,2009,0.27482
brb,2010,0.35264
brn,1989,0.15274
brn,1990,0.11021
brn,1991,0.09779
brn,1992,0.12836
brn,1993,0.12349
brn,1994,0.12869
brn,1995,0.09062
btn,1980,7.80462
btn,1981,8.93458
btn,1982,10.47771
btn,1983,11.09131
btn,1984,13.22803
btn,1985,16.04547
btn,1986,23.58477
btn,1987,17.29192
btn,1988,14.59403
btn,1989,14.73869
btn,1990,15.40694
btn,1991,25.31098
btn,1992,24.9743
btn,1993,30.57726
btn,1994,30.32978
btn,1995,27.43019
btn,1996,21.28606
btn,1997,18.49521
btn,1998,17.07329
btn,1999,20.02618
btn,2000,11.10932
btn,2001,11.84066
btn,2002,11.70422
btn,2003,12.34399
btn,2004,10.82144
btn,2005,10.02968
btn,2006,10.6055
btn,2007,8.29955
btn,2008,6.61926
btn,2009,8.5657
btn,2010,6.66023
btn,2011,7.13385
btn,2012,9.86169
btn,2013,8.37835
btn,2014,7.37204
btn,2015,5.2278
btn,2016,2.61466
btn,2017,5.29778
btn,2018,4.84668
btn,2019,7.8665
bwa,1960,10.02741
bwa,1961,14.7771
bwa,1962,13.1073
bwa,1963,12.44926
bwa,1964,18.97172
bwa,1965,20.02141
bwa,1966,31.38301
bwa,1967,29.32233
bwa,1968,23.79104
bwa,1969,16.19209
bwa,1970,14.10522
bwa,1971,13.48058
bwa,1972,19.09897
bwa,1973,14.75784
bwa,1974,11.78036
bwa,1975,14.34233
bwa,1976,12.73621
bwa,1977,10.46272
bwa,1978,11.64849
bwa,1979,12.12499
bwa,1980,10.38074
bwa,1981,8.68012
bwa,1982,9.69096
bwa,1983,9.10471
bwa,1984,9.04651
bwa,1985,9.39
bwa,1986,7.85116
bwa,1987,8.9546
bwa,1988,6.06967
bwa,1989,5.6062
bwa,1990,3.94112
bwa,1991,3.27212
bwa,1992,2.61241
bwa,1993,2.91667
bwa,1994,2.11104
bwa,1995,1.9084
bwa,1996,1.62297
bwa,1997,2.49457
bwa,1998,2.16394
bwa,1999,1.16603
bwa,2000,0.56327
bwa,2001,0.5405
bwa,2002,0.78702
bwa,2003,0.41275
bwa,2004,0.58278
bwa,2005,0.53135
bwa,2006,0.71134
bwa,2007,1.03001
bwa,2008,7.09182
bwa,2009,2.8153
bwa,2010,1.27329
bwa,2011,0.78915
bwa,2012,0.51586
bwa,2013,0.75341
bwa,2014,0.63067
bwa,2015,0.47324
bwa,2016,0.59333
bwa,2017,0.62682
bwa,2018,0.50525
bwa,2019,0.41649
caf,1960,0.02685
caf,1961,0.34222
caf,1962,0.9188
caf,1963,1.53523
caf,1964,11.85593
caf,1965,10.50832
caf,1966,9.94141
caf,1967,12.58766
caf,1968,9.174
caf,1969,10.59703
caf,1970,7.67725
caf,1971,7.81638
caf,1972,11.23761
caf,1973,9.54926
caf,1974,13.11142
caf,1975,14.53344
caf,1976,8.589
caf,1977,8.85943
caf,1978,8.32818
caf,1979,11.98795
caf,1980,13.77166
caf,1981,14.49639
caf,1982,12.07207
caf,1983,14.25329
caf,1984,20.96451
caf,1985,12.11008
caf,1986,12.17625
caf,1987,15.29551
caf,1988,16.54192
caf,1989,15.62199
caf,1990,17.5488
caf,1991,12.74117
caf,1992,12.72175
caf,1993,13.62947
caf,1994,20.17876
caf,1995,15.33088
caf,1996,17.14075
caf,1997,9.92947
caf,1998,12.71548
caf,1999,11.97981
caf,2000,8.4199
caf,2001,8.24775
caf,2002,6.10907
caf,2003,4.52959
caf,2004,8.76089
caf,2005,6.70389
caf,2006,9.21889
caf,2007,10.67123
caf,2008,13.26821
caf,2009,11.74422
caf,2010,12.126
caf,2011,10.98046
caf,2012,9.04357
caf,2013,11.88369
caf,2014,31.91405
caf,2015,28.34968
caf,2016,27.42532
caf,2017,23.50758
caf,2018,27.4956
caf,2019,31.59441
chl,1960,0.42742
chl,1961,2.72999
chl,1962,2.53136
chl,1963,2.37135
chl,1964,1.89654
chl,1965,1.78886
chl,1966,1.79198
chl,1967,1.3661
chl,1968,1.0911
chl,1969,0.91576
chl,1970,0.63479
chl,1971,0.25433
chl,1972,0.32312
chl,1973,0.23782
chl,1974,0.09472
chl,1975,1.54116
chl,1976,0.10403
chl,1977,0.07884
chl,1978,0.02426
chl,1979,-0.14147
chl,1980,-0.02686
chl,1981,0.00166
chl,1982,-0.0035
chl,1983,0.04584
chl,1984,0.06563
chl,1985,0.31608
chl,1986,0.022
chl,1987,0.14085
chl,1988,0.21581
chl,1989,0.24636
chl,1990,0.34808
chl,1991,0.34838
chl,1992,0.31019
chl,1993,0.37553
chl,1994,0.285
chl,1995,0.22749
chl,1996,0.26028
chl,1997,0.15877
chl,1998,0.13489
chl,1999,0.09747
chl,2000,0.06727
chl,2001,0.08139
chl,2002,-0.01055
chl,2003,0.11307
chl,2004,0.05941
chl,2005,0.15202
chl,2006,0.07271
chl,2007,0.06889
chl,2008,0.06214
chl,2009,0.04729
chl,2010,0.08956
chl,2011,0.06881
chl,2012,0.05059
chl,2013,0.03048
chl,2014,0.09801
chl,2015,0.02297
chl,2016,0.07355
chl,2017,0.02647
chn,1979,0.00945
chn,1980,0.03427
chn,1981,0.24308
chn,1982,0.25486
chn,1983,0.28882
chn,1984,0.30529
chn,1985,0.3025
chn,1986,0.36415
chn,1987,0.50488
chn,1988,0.61369
chn,1989,0.59414
chn,1990,0.56121
chn,1991,0.49948
chn,1992,0.69961
chn,1993,0.72157
chn,1994,0.55607
chn,1995,0.47922
chn,1996,0.31198
chn,1997,0.21679
chn,1998,0.24268
chn,1999,0.22297
chn,2000,0.14616
chn,2001,0.11344
chn,2002,0.10384
chn,2003,0.08251
chn,2004,0.08768
chn,2005,0.07923
chn,2006,0.04618
chn,2007,0.04084
chn,2008,0.02824
chn,2009,0.02241
chn,2010,0.01109
chn,2011,-0.00807
chn,2012,-0.00212
chn,2013,-0.00692
chn,2014,-0.00903
chn,2015,-0.00278
chn,2016,-0.00708
chn,2017,-0.00805
chn,2018,-0.0051
chn,2019,-0.00414
civ,1960,0.02336
civ,1961,0.55175
civ,1962,1.43167
civ,1963,1.18223
civ,1964,4.3499
civ,1965,4.3244
civ,1966,3.6313
civ,1967,3.25022
civ,1968,3.6054
civ,1969,3.76383
civ,1970,3.70382
civ,1971,3.36595
civ,1972,2.69796
civ,1973,2.63272
civ,1974,2.54317
civ,1975,2.65605
civ,1976,2.38573
civ,1977,1.71228
civ,1978,1.70646
civ,1979,1.84184
civ,1980,2.16724
civ,1981,1.55557
civ,1982,1.94162
civ,1983,2.52548
civ,1984,1.93697
civ,1985,1.86415
civ,1986,2.05972
civ,1987,2.61488
civ,1988,4.56578
civ,1989,4.71257
civ,1990,7.45345
civ,1991,6.90565
civ,1992,7.70552
civ,1993,7.88951
civ,1994,21.13821
civ,1995,12.10906
civ,1996,8.59615
civ,1997,4.0626
civ,1998,8.04663
civ,1999,3.8133
civ,2000,3.60315
civ,2001,1.87573
civ,2002,9.83174
civ,2003,1.94451
civ,2004,1.08664
civ,2005,0.55525
civ,2006,1.44472
civ,2007,0.87459
civ,2008,2.49613
civ,2009,10.25317
civ,2010,3.52277
civ,2011,5.88616
civ,2012,11.2176
civ,2013,4.26451
civ,2014,2.68484
civ,2015,1.45438
civ,2016,1.31333
civ,2017,1.6566
civ,2018,1.72017
civ,2019,2.10832
cmr,1967,4.86604
cmr,1968,5.40778
cmr,1969,3.92029
cmr,1970,5.82797
cmr,1971,4.30546
cmr,1972,4.56554
cmr,1973,3.72686
cmr,1974,3.29876
cmr,1975,4.3146
cmr,1976,5.27331
cmr,1977,6.82811
cmr,1978,4.21246
cmr,1979,4.96406
cmr,1980,4.7595
cmr,1981,3.3331
cmr,1982,3.41494
cmr,1983,1.97326
cmr,1984,2.59328
cmr,1985,1.84196
cmr,1986,1.8498
cmr,1987,1.5769
cmr,1988,2.2605
cmr,1989,4.19217
cmr,1990,3.77016
cmr,1991,4.64993
cmr,1992,6.2767
cmr,1993,3.50841
cmr,1994,8.63079
cmr,1995,4.3038
cmr,1996,3.91264
cmr,1997,4.89071
cmr,1998,4.60931
cmr,1999,3.90766
cmr,2000,3.78232
cmr,2001,4.4661
cmr,2002,5.15908
cmr,2003,5.73456
cmr,2004,4.2379
cmr,2005,2.1899
cmr,2006,8.30778
cmr,2007,8.28053
cmr,2008,2.02114
cmr,2009,2.31422
cmr,2010,1.98299
cmr,2011,2.01824
cmr,2012,2.01002
cmr,2013,2.27116
cmr,2014,2.37174
cmr,2015,2.09018
cmr,2016,2.27512
cmr,2017,3.43379
cmr,2018,2.97024
cmr,2019,3.43882
cod,1994,4.75512
cod,1995,3.99017
cod,1996,3.07762
cod,1997,2.77711
cod,1998,2.18066
cod,1999,3.16503
cod,2000,0.95424
cod,2001,3.49259
cod,2002,13.95164
cod,2003,62.1866
cod,2004,19.21198
cod,2005,16.42486
cod,2006,15.71453
cod,2007,8.37285
cod,2008,9.57221
cod,2009,13.22514
cod,2010,16.86594
cod,2011,22.51718
cod,2012,10.27125
cod,2013,8.65125
cod,2014,7.30176
cod,2015,7.39903
cod,2016,5.78431
cod,2017,6.20544
cod,2018,5.48123
cod,2019,6.17938
cog,1960,0.01544
cog,1961,0.12765
cog,1962,1.8788
cog,1963,3.33998
cog,1964,9.74084
cog,1965,8.14301
cog,1966,11.61488
cog,1967,8.0031
cog,1968,8.63044
cog,1969,6.60285
cog,1970,5.73909
cog,1971,5.44905
cog,1972,5.71272
cog,1973,5.10248
cog,1974,6.64103
cog,1975,7.58022
cog,1976,10.12582
cog,1977,6.61569
cog,1978,9.73838
cog,1979,8.15284
cog,1980,5.90278
cog,1981,4.27568
cog,1982,4.54641
cog,1983,5.58122
cog,1984,4.67036
cog,1985,3.40996
cog,1986,5.70079
cog,1987,5.88703
cog,1988,4.54155
cog,1989,4.46528
cog,1990,9.34487
cog,1991,5.84794
cog,1992,4.50023
cog,1993,5.75165
cog,1994,24.02436
cog,1995,10.32816
cog,1996,29.64016
cog,1997,16.17381
cog,1998,4.39535
cog,1999,8.54373
cog,2000,1.40954
cog,2001,3.75185
cog,2002,2.61642
cog,2003,2.68112
cog,2004,3.65636
cog,2005,28.2747
cog,2006,3.78068
cog,2007,1.58041
cog,2008,4.78325
cog,2009,3.18157
