world_6region,time,income_mountain_50bracket_shape_for_log
east_asia_pacific,1801,"24413,33946,47338,69099,107750,180668,324428,627645,1289715,2665243,5312835,10073539,18119037,29525727,42116526,52248588,57582741,55790189,46495422,34563697,22639910,13409757,7626265,4235448,2263384,1217954,655444,354084,197607,115168,70246,44307,28368,18181,11517,7176,4382,2636,1551,878,468,241,118,38,6,0,0,0,0,0"
east_asia_pacific,1802,"24579,34162,47649,69622,108658,182344,327692,634453,1304212,2694675,5368881,10174771,18290178,29768629,42405724,52536941,57835805,55956171,46572401,34584338,22630164,13397737,7619274,4231443,2261111,1216780,654887,353799,197452,115077,70193,44270,28343,18163,11509,7164,4385,2635,1547,875,468,241,118,37,6,0,0,0,0,0"
east_asia_pacific,1803,"24748,34388,47985,70163,109609,184115,331159,641709,1319625,2725765,5427730,10280540,18466822,30016057,42694485,52823198,58085975,56116207,46646583,34605315,22623354,13389111,7614403,4228644,2259499,1215983,654512,353601,197342,115006,70139,44236,28315,18147,11502,7160,4378,2630,1549,874,468,242,118,36,6,0,0,0,0,0"
east_asia_pacific,1804,"24919,34619,48321,70717,110577,185906,334673,649053,1335199,2757159,5487172,10387363,18645209,30265834,42986200,53112610,58339050,56278292,46721930,34626735,22616366,13380221,7609398,4225764,2257832,1215153,654118,353398,197230,114929,70091,44208,28299,18132,11493,7155,4385,2636,1550,873,468,240,118,36,6,0,0,0,0,0"
east_asia_pacific,1805,"25093,34845,48660,71267,111546,187715,338210,656447,1350894,2788789,5547045,10494911,18824775,30517294,43279591,53403600,58593708,56441702,46798259,34649353,22610876,13372648,7605292,4223519,2256539,1214556,653859,353260,197153,114888,70056,44183,28280,18125,11486,7151,4377,2629,1551,874,465,241,119,37,6,0,0,0,0,0"
east_asia_pacific,1806,"25271,35089,49018,71863,112602,189696,342139,664703,1368266,2823539,5612153,10609649,19015758,30782642,43585915,53706123,58853079,56599902,46861352,34658905,22596185,13359214,7597719,4219262,2254076,1213246,653179,352866,196902,114726,69957,44112,28238,18092,11467,7141,4370,2629,1543,878,464,238,121,37,6,0,0,0,0,0"
east_asia_pacific,1807,"25448,35338,49377,72464,113672,191714,346118,673048,1385827,2858660,5677898,10725427,19208521,31050086,43894662,54011051,59114411,56759320,46925297,34669393,22582161,13346262,7590498,4215235,2251743,1212016,652545,352497,196676,114568,69852,44037,28188,18066,11451,7136,4366,2629,1545,877,465,238,120,35,6,0,0,0,0,0"
east_asia_pacific,1808,"25628,35576,49740,73058,114737,193713,350082,681346,1403307,2893615,5743413,10841060,19401099,31317417,44203468,54316290,59377184,56921114,46992393,34683128,22570936,13335439,7584675,4212074,2249933,1211116,652102,352241,196519,114455,69767,43987,28152,18043,11436,7126,4365,2625,1547,877,466,238,120,36,6,0,0,0,0,0"
east_asia_pacific,1809,"25808,35819,50111,73672,115835,195782,354185,689937,1421350,2929616,5810564,10959154,19597791,31589091,44517160,54625919,59641985,57082294,47057779,34695601,22558311,13323489,7578175,4208513,2247871,1210066,651571,351927,196316,114329,69684,43929,28120,18015,11421,7117,4361,2624,1541,877,464,236,121,35,6,0,0,0,0,0"
east_asia_pacific,1810,"26053,36150,50602,74455,117210,198343,359210,700392,1443345,2973911,5894319,11108756,19851127,31951629,44957586,55088863,60071462,57397922,47247144,34795841,22600553,13342415,7588407,4213927,2250551,1211512,652381,352374,196555,114461,69766,43970,28143,18035,11437,7129,4365,2625,1544,879,468,237,121,35,6,0,0,0,0,0"
east_asia_pacific,1811,"26293,36474,51064,75207,118504,200726,363867,709989,1463435,3014319,5970700,11245244,20083760,32288692,45376140,55540446,60501296,57731095,47463397,34922980,22664085,13374182,7605510,4222915,2255045,1213838,653620,353011,196895,114639,69861,44027,28186,18057,11444,7134,4368,2632,1551,881,469,237,122,35,6,0,0,0,0,0"
east_asia_pacific,1812,"26551,36830,51587,76021,119908,203311,368901,720354,1485121,3058018,6053492,11393742,20337784,32659028,45840641,56046741,60988957,58117531,47722195,35080243,22746149,13416281,7628234,4234910,2261124,1217004,655309,353909,197383,114909,70015,44121,28235,18092,11468,7152,4383,2632,1552,883,469,235,123,36,6,0,0,0,0,0"
east_asia_pacific,1813,"26840,37213,52147,76911,121434,206112,374358,731597,1508651,3105483,6143533,11555712,20614566,33063635,46349690,56605888,61532599,58555216,48023064,35268284,22848635,13470616,7657709,4250564,2269158,1221206,657569,355125,198053,115285,70240,44253,28321,18147,11500,7172,4394,2642,1552,888,471,236,123,37,7,0,0,0,0,0"
east_asia_pacific,1814,"27123,37607,52721,77823,123009,209009,380017,743266,1533015,3154464,6236005,11721927,20897294,33474379,46864496,57170319,62080087,58994568,48326364,35458980,22953000,13526238,7687927,4266626,2277392,1225525,659883,356357,198722,115678,70464,44389,28400,18196,11535,7195,4409,2652,1563,888,474,240,122,36,7,0,0,0,0,0"
east_asia_pacific,1815,"27457,38101,53503,79185,125563,214081,390563,764963,1576646,3237761,6379418,11958387,21287161,33988722,47471013,57798464,62615928,59333035,48493438,35546561,22992923,13543330,7695670,4269616,2277922,1225150,659268,355721,198178,115238,70137,44155,28241,18095,11473,7163,4393,2641,1556,887,471,241,119,36,7,0,0,0,0,0"
east_asia_pacific,1816,"27699,38374,53801,79495,125798,213981,389489,762701,1574299,3239218,6401251,12029970,21425086,34261977,47869795,58286716,63197713,59934802,49012066,35902743,23201813,13662128,7763006,4307278,2298883,1237189,666358,359982,200816,116921,71245,44876,28716,18399,11654,7270,4450,2680,1578,897,478,244,123,37,7,0,0,0,0,0"
east_asia_pacific,1817,"27996,38785,54405,80451,127464,217046,395473,775050,1600064,3290903,6498579,12204375,21721336,34691024,48405713,58873017,63764932,60387564,49322918,36098173,23309327,13719894,7794616,4324176,2307600,1241782,668822,361301,201543,117330,71482,45023,28808,18453,11700,7294,4470,2684,1582,903,479,245,123,37,7,0,0,0,0,0"
east_asia_pacific,1818,"28305,39216,55039,81473,129265,220403,402132,788769,1628490,3347426,6603392,12389635,22034525,35138200,48959710,59474483,64337592,60833206,49620310,36282399,23408956,13772661,7823255,4339338,2315283,1245750,670911,362376,202101,117639,71655,45125,28866,18492,11719,7309,4484,2698,1586,902,480,244,121,38,7,0,0,0,0,0"
east_asia_pacific,1819,"28587,39597,55582,82322,130682,222979,407078,798973,1650138,3391704,6689098,12548005,22304712,35537379,49464005,60029203,64885750,61284983,49942248,36486338,23520398,13832618,7856264,4357154,2324660,1250845,673746,363985,203030,118192,72003,45343,29006,18577,11772,7342,4497,2708,1590,908,483,245,122,38,7,0,0,0,0,0"
east_asia_pacific,1820,"28851,39962,56114,83172,132185,225767,412603,810485,1674333,3440363,6780721,12712819,22583351,35938622,49961393,60567596,65401589,61690118,50215849,36654260,23609280,13879556,7881973,4370972,2331873,1254716,675874,365148,203695,118573,72224,45492,29092,18632,11804,7365,4508,2718,1598,910,485,246,122,39,7,0,0,0,0,0"
east_asia_pacific,1821,"29150,40338,56651,84020,133650,228461,417891,821849,1699218,3491710,6880943,12899668,22894429,36380733,50480503,61090137,65881125,62033953,50419262,36753865,23649156,13901370,7896190,4381252,2337967,1258569,678490,366762,204662,119164,72604,45734,29253,18737,11876,7408,4539,2730,1606,916,486,247,123,39,7,0,0,0,0,0"
east_asia_pacific,1822,"29428,40707,57190,84916,135264,231524,424084,835184,1727909,3549789,6990763,13098292,23222388,36833516,51000299,61601051,66327270,62322679,50562437,36806814,23658630,13905003,7899960,4385659,2340774,1260518,679997,367714,205226,119501,72817,45870,29339,18794,11913,7427,4556,2740,1613,922,491,247,124,41,7,0,0,0,0,0"
east_asia_pacific,1823,"29691,41047,57685,85731,136731,234335,429784,847559,1754788,3604513,7095072,13288329,23534941,37264676,51491101,62078621,66741729,62586672,50689515,36847901,23660339,13904271,7901359,4388855,2343027,1262266,681445,368663,205804,119869,73045,46019,29432,18864,11959,7453,4572,2750,1623,928,493,250,126,40,7,0,0,0,0,0"
east_asia_pacific,1824,"29991,41471,58371,86968,139139,239229,440183,869673,1800406,3692536,7248996,13547764,23949428,37790328,52058051,62604091,67132669,62746646,50688052,36794528,23606627,13871804,7884510,4381544,2339110,1260206,680453,368028,205330,119500,72778,45842,29317,18783,11912,7436,4561,2750,1614,927,494,252,125,40,7,0,0,0,0,0"
east_asia_pacific,1825,"30237,41777,58782,87615,140240,241210,444004,878346,1820334,3735143,7336762,13716447,24227377,38189304,52515654,63059967,67554571,63053466,50874834,36879996,23640216,13891569,7898345,4392154,2345927,1264636,683539,370001,206553,120282,73277,46171,29531,18919,11994,7486,4591,2763,1629,932,498,257,127,43,7,0,0,0,0,0"
east_asia_pacific,1826,"30485,42066,59146,88108,140993,242360,445953,882984,1832395,3763450,7402003,13856800,24459428,38541126,52933660,63484246,67979807,63406642,51133302,37023933,23710594,13933282,7924965,4410234,2357188,1271812,688370,373122,208527,121549,74115,46727,29896,19151,12139,7568,4640,2790,1646,947,503,259,128,43,8,0,0,0,0,0"
east_asia_pacific,1827,"30761,42418,59667,88963,142519,245260,451825,895788,1860219,3820049,7510149,14055424,24781806,38982321,53430041,63965218,68397775,63675700,51273034,37075164,23722280,13939857,7931087,4416337,2361351,1274649,690485,374495,209364,122073,74445,46939,30029,19236,12194,7604,4665,2804,1653,949,505,259,129,43,8,0,0,0,0,0"
east_asia_pacific,1828,"31055,42819,60274,89995,144448,249030,459644,912699,1896063,3891239,7641381,14285131,25153286,39476143,53972926,64482983,68818904,63905279,51348517,37072420,23698884,13925009,7924536,4415052,2361170,1274865,691003,374855,209559,122163,74490,46955,30048,19240,12198,7608,4672,2809,1657,953,505,260,128,44,8,0,0,0,0,0"
east_asia_pacific,1829,"31321,43188,60851,91018,146406,252950,467913,930558,1933562,3964778,7774091,14512759,25517790,39946014,54473417,64941814,69163336,64047947,51346279,37015149,23642633,13892146,7908543,4408931,2358525,1273807,690807,374798,209474,122073,74408,46899,30003,19216,12192,7605,4670,2812,1657,957,509,260,128,44,8,0,0,0,0,0"
east_asia_pacific,1830,"31514,43446,61277,91798,147964,256150,474780,945685,1965699,4028177,7889471,14713570,25833748,40347472,54887403,65306580,69425987,64139769,51324857,36952008,23587465,13862817,7896518,4406770,2359300,1275257,692319,375791,210022,122357,74557,46989,30047,19256,12210,7623,4680,2820,1663,958,510,260,129,45,8,0,0,0,0,0"
east_asia_pacific,1831,"31598,43568,61458,92104,148521,257257,477064,950303,1974966,4046068,7920726,14766229,25924850,40480623,55067149,65517446,69640034,64332186,51473301,37062771,23669692,13914940,7927551,4426532,2370671,1281618,696048,377854,211136,122950,74892,47187,30176,19327,12265,7650,4700,2835,1667,962,512,261,129,47,8,0,0,0,0,0"
east_asia_pacific,1832,"31641,43626,61537,92233,148712,257600,477699,951549,1977516,4051401,7931286,14785919,25962002,40545197,55165595,65644166,69785748,64484990,51604627,37164127,23747083,13965070,7957722,4445845,2381790,1287825,699740,379932,212272,123599,75258,47421,30320,19427,12325,7693,4726,2851,1678,969,515,265,130,47,8,0,0,0,0,0"
east_asia_pacific,1833,"31631,43590,61445,92001,148175,256376,474872,945620,1966063,4031085,7901547,14746081,25904226,40501189,55147810,65661990,69867350,64637210,51773585,37297314,23846476,14029855,7997413,4471040,2396678,1296400,704965,383021,214100,124718,75965,47881,30619,19610,12440,7766,4763,2875,1690,978,523,269,133,49,8,0,0,0,0,0"
east_asia_pacific,1834,"31619,43564,61380,91846,147840,255607,473089,941814,1958719,4018335,7884704,14730182,25884722,40510677,55192941,65725931,69957977,64758207,51888945,37372712,23899244,14062587,8016997,4486296,2407211,1303134,709556,386034,215973,125850,76607,48216,30771,19653,12436,7746,4740,2850,1674,965,515,262,130,47,8,0,0,0,0,0"
east_asia_pacific,1835,"31612,43588,61451,92035,148302,256725,475717,947387,1969596,4038138,7915554,14771925,25953290,40590273,55281577,65817961,70020511,64781761,51881810,37370640,23914836,14077863,8028751,4496860,2415160,1308610,713339,388306,217167,126452,76870,48349,30837,19693,12464,7761,4755,2855,1686,966,517,263,130,49,8,0,0,0,0,0"
east_asia_pacific,1836,"31647,43652,61565,92250,148735,257636,477666,951297,1977034,4051504,7935990,14800260,26000148,40647183,55352307,65897916,70088920,64831814,51911277,37396477,23946131,14101190,8043563,4507089,2420993,1311543,715045,389195,217600,126660,76978,48407,30862,19709,12482,7768,4764,2859,1690,969,518,264,131,49,8,0,0,0,0,0"
east_asia_pacific,1837,"31613,43588,61407,91902,147969,255905,473760,943121,1961250,4023352,7893735,14744487,25916186,40574992,55310031,65895638,70169345,65007658,52119922,37563418,24067970,14179668,8091237,4537187,2439348,1322758,722218,393651,220332,128366,78062,49097,31311,20002,12661,7879,4826,2897,1709,983,524,269,134,48,8,0,0,0,0,0"
east_asia_pacific,1838,"31637,43614,61457,91984,148108,256156,474236,944024,1962893,4026386,7898828,14752094,25930725,40600473,55352643,65955459,70240721,65089045,52192929,37623060,24121589,14217652,8115952,4554160,2449589,1328421,725582,395522,221321,128908,78358,49274,31430,20077,12708,7913,4844,2906,1720,989,529,274,135,51,8,0,0,0,0,0"
east_asia_pacific,1839,"31672,43674,61572,92200,148518,256998,475978,947495,1969452,4038136,7917140,14776707,25971593,40651278,55415467,66028979,70305144,65138932,52222117,37647357,24151655,14240274,8130251,4563738,2454395,1330156,726216,395638,221243,128786,78275,49233,31395,20056,12700,7907,4841,2916,1728,988,534,273,134,51,9,0,0,0,0,0"
east_asia_pacific,1840,"31594,43558,61359,91771,147660,255201,472122,939545,1954154,4010648,7874409,14720023,25884309,40567300,55356893,66002729,70356636,65285647,52413556,37809307,24274756,14322400,8181304,4596623,2475682,1344623,736458,402394,225498,131441,79933,50245,32026,20454,12937,8055,4930,2968,1752,1008,542,275,138,51,9,0,0,0,0,0"
east_asia_pacific,1841,"31621,43598,61410,91842,147749,255304,472201,939377,1953208,4008153,7868648,14706677,25866094,40551103,55359413,66033909,70411604,65369662,52497252,37881242,24338625,14365113,8208053,4614384,2485553,1348805,737930,402698,225403,131284,79776,50187,31999,20445,12945,8059,4933,2969,1755,1009,542,276,139,51,10,0,0,0,0,0"
east_asia_pacific,1842,"31621,43599,61411,91825,147679,255092,471585,937778,1949494,4000636,7854780,14682163,25829890,40514052,55341276,66045568,70457030,65459056,52598170,37969402,24414290,14415637,8238593,4632898,2495328,1353063,739914,403593,225806,131478,79905,50275,32069,20489,12977,8080,4950,2980,1767,1009,549,277,140,51,10,0,0,0,0,0"
east_asia_pacific,1843,"31576,43564,61380,91819,147717,255308,472249,939152,1951805,4004203,7858229,14679795,25828459,40511055,55348031,66070285,70485287,65496342,52632046,38006999,24462041,14451732,8262543,4650030,2507269,1361149,745607,407186,227901,132669,80569,50643,32287,20621,13059,8130,4987,2997,1771,1018,549,280,142,52,10,0,0,0,0,0"
east_asia_pacific,1844,"31544,43562,61416,91942,148071,256207,474389,943560,1959917,4018065,7876880,14698112,25858811,40538024,55381435,66113889,70509633,65502925,52624471,38013616,24490460,14477121,8280107,4662488,2515559,1366619,749766,409957,229544,133583,81088,50911,32437,20702,13110,8168,5008,3011,1780,1024,556,282,142,52,10,0,0,0,0,0"
east_asia_pacific,1845,"31565,43641,61627,92423,149136,258617,479841,954476,1980252,4053097,7924796,14758929,25949844,40617586,55462037,66183091,70516031,65444736,52543224,37968311,24485052,14481374,8285537,4668388,2519835,1369051,751459,410907,229955,133678,81065,50856,32390,20668,13097,8167,5005,3013,1784,1024,558,284,141,53,11,0,0,0,0,0"
east_asia_pacific,1846,"31558,43663,61713,92637,149664,259860,482731,960125,1990422,4069865,7944714,14782994,25981746,40638660,55491239,66212298,70523519,65440776,52541691,37984880,24518490,14510351,8307666,4686618,2533611,1378651,758245,415328,232530,135011,81687,51155,32536,20755,13148,8194,5029,3033,1792,1030,564,284,140,53,12,0,0,0,0,0"
east_asia_pacific,1847,"31550,43635,61716,92690,149847,260373,484093,962912,1995555,4078090,7952958,14791856,25997589,40652275,55497722,66210371,70530910,65473881,52587786,38037636,24566062,14543761,8329014,4699009,2541309,1385033,764481,420938,236782,137941,83599,52385,33265,21215,13429,8376,5137,3091,1824,1047,571,293,141,53,12,0,0,0,0,0"
east_asia_pacific,1848,"31490,43501,61457,92185,148775,258051,478924,952246,1974706,4041077,7898956,14707321,25873322,40534692,55426951,66224497,70630758,65648862,52766911,38170670,24656307,14600522,8366616,4726456,2563562,1403871,779618,432079,244337,142654,86204,53739,33967,21595,13655,8509,5214,3133,1852,1061,577,295,143,53,13,0,0,0,0,0"
east_asia_pacific,1849,"31462,43501,61501,92354,149297,259425,482331,959208,1987477,4061676,7920720,14731510,25902138,40532270,55389330,66143251,70517061,65530476,52676128,38130137,24646796,14603691,8377069,4742789,2581506,1419482,790558,438381,247547,144210,86775,53779,33875,21502,13584,8460,5179,3120,1844,1055,579,294,142,53,13,0,0,0,0,0"
east_asia_pacific,1850,"31385,43441,61448,92366,149517,260202,484432,963172,1993770,4069304,7920120,14719202,25862189,40435521,55257336,65982636,70333067,65353889,52546469,38064889,24625776,14604342,8389613,4761382,2597957,1429758,794887,439273,247233,143633,86187,53332,33600,21358,13511,8433,5164,3110,1841,1051,578,293,141,53,13,0,0,0,0,0"
east_asia_pacific,1851,"31096,43038,60806,91206,147276,255665,474841,942941,1952103,3989654,7782616,14478776,25492951,39983602,54799639,65608518,70108739,65364423,52683433,38230980,24790300,14720948,8469477,4818828,2638011,1455254,810590,447689,251102,145567,87431,53843,33700,21336,13496,8428,5173,3117,1853,1061,582,295,143,53,14,0,0,0,0,0"
east_asia_pacific,1852,"30841,42753,60473,90767,146698,254922,473760,939431,1941256,3961189,7709928,14334620,25238526,39599406,54368765,65180525,69720297,65116349,52576767,38231176,24851915,14772696,8505766,4849203,2664661,1478922,830920,462619,260295,150418,90085,55291,34235,21429,13479,8401,5152,3107,1846,1055,592,290,144,53,15,0,0,0,0,0"
east_asia_pacific,1853,"30459,42213,59621,89292,143856,249223,461794,914450,1890190,3863677,7542038,14039877,24780369,39020891,53744033,64620026,69315392,64976777,52603890,38323781,24974076,14865880,8568517,4896180,2700788,1508311,855005,480987,272618,157704,94279,57817,35573,22041,13769,8559,5238,3154,1881,1074,598,297,148,55,15,0,0,0,0,0"
east_asia_pacific,1854,"30181,41915,59286,88889,143445,248914,461757,913098,1883122,3840630,7474082,13899826,24517191,38597038,53232562,64074438,68781496,64587924,52406820,38299208,25059915,14965528,8648783,4949195,2729427,1516961,853329,474999,266715,153872,91940,56248,34777,21788,13727,8564,5259,3175,1891,1087,605,304,149,57,15,0,0,0,0,0"
east_asia_pacific,1855,"29788,41357,58389,87310,140335,242584,448407,885542,1827519,3736039,7299009,13595055,24045327,38008661,52589893,63504848,68390936,64487186,52480382,38429298,25213066,15087420,8735968,5009870,2767943,1538103,864479,480387,269388,155508,92928,56840,35244,22172,13994,8742,5375,3243,1932,1115,622,308,152,57,16,0,0,0,0,0"
east_asia_pacific,1856,"29392,40779,57436,85593,136955,235655,433526,854500,1764573,3617341,7102105,13263768,23520762,37367283,51925860,62952878,68045554,64442699,52600479,38569399,25353177,15185809,8799528,5062570,2815766,1585012,907072,514679,293209,169792,101356,61951,37870,23336,14520,9022,5527,3334,1980,1142,638,328,157,57,17,1,0,0,0,0"
east_asia_pacific,1857,"29114,40465,57081,85136,136378,234935,432641,851767,1755578,3592768,7037003,13125132,23275317,36980576,51467249,62487478,67606458,64131164,52428635,38513639,25377186,15221518,8834998,5091494,2834693,1590628,905490,509409,287815,166330,99341,60580,37226,23212,14599,9118,5596,3385,2018,1165,651,333,167,58,17,1,0,0,0,0"
east_asia_pacific,1858,"28731,39912,56165,83499,133169,228410,418698,822712,1696683,3481069,6849072,12811262,22777187,36366677,50807513,61903230,67224898,64074395,52578785,38716104,25587409,15384030,8943962,5159790,2869546,1600893,902583,502032,281617,162764,97100,59255,36853,23319,14769,9261,5700,3450,2060,1188,668,343,175,60,17,1,0,0,0,0"
east_asia_pacific,1859,"28431,39523,55629,82624,131632,225505,412847,810046,1669090,3424796,6741951,12615707,22454157,35925051,50311948,61436523,66841598,63868682,52522476,38750266,25664555,15439921,8985390,5198378,2912409,1651319,954076,545127,311070,179879,106994,64907,39320,24103,15010,9352,5745,3473,2073,1197,671,342,174,65,18,1,0,0,0,0"
east_asia_pacific,1860,"28148,39172,55118,81807,130172,222731,407261,798025,1642922,3371374,6640729,12431938,22148164,35507927,49843413,61004447,66506644,63725924,52537638,38849658,25815802,15574329,9081996,5251431,2930875,1645345,938331,529976,301240,175058,105023,64633,40062,25018,15676,9773,6000,3627,2174,1256,710,360,183,71,22,1,0,0,0,0"
east_asia_pacific,1861,"27886,38832,54628,81007,128735,219980,401660,785997,1616888,3318535,6541406,12253253,21852273,35110613,49406651,60614757,66224754,63640423,52598567,38967958,25964476,15693451,9164063,5303619,2960276,1654265,936236,525022,297807,173611,104705,65101,40989,25882,16271,10148,6232,3770,2262,1315,738,379,192,72,26,2,0,0,0,0"
east_asia_pacific,1862,"27732,38707,54576,81114,129231,221469,405497,793074,1627348,3330313,6536317,12209324,21757651,34908722,49152602,60355510,65940298,63398068,52452374,38941470,26024682,15756957,9205448,5320955,2959680,1646839,932778,525206,299009,174784,105606,65735,41449,26234,16523,10326,6355,3847,2307,1343,753,391,194,75,28,2,0,0,0,0"
east_asia_pacific,1863,"27788,38893,54909,81555,129616,221341,403646,786504,1609586,3290535,6457615,12061891,21510467,34576898,48794882,60045090,65716371,63343008,52526217,39069689,26181297,15887714,9300570,5388230,3002973,1673682,951004,537262,306439,179164,108093,67153,42271,26728,16824,10519,6465,3911,2343,1360,766,402,205,81,30,4,0,0,0,0"
east_asia_pacific,1864,"27576,38647,54588,81080,128836,219998,401118,780679,1595629,3259717,6392674,11937213,21298120,34276944,48465538,59753693,65494757,63265238,52569560,39174711,26314178,15994582,9381105,5447762,3045426,1701573,970877,551541,316130,185274,111807,69413,43636,27540,17309,10803,6630,4015,2412,1401,788,413,211,86,30,6,0,0,0,0"
east_asia_pacific,1865,"27046,37841,53325,79036,125440,214159,390516,760761,1557345,3188862,6272771,11733952,20975706,33872810,48034755,59395575,65284589,63290087,52760944,39419898,26571933,16194805,9513784,5526088,3087473,1721590,979329,553533,315472,184313,111181,69068,43477,27495,17314,10818,6653,4031,2422,1405,795,418,211,84,31,5,0,0,0,0"
east_asia_pacific,1866,"26811,37537,52853,78216,123898,211064,384008,747013,1528469,3132179,6172419,11559984,20691405,33509493,47646130,59076740,65101423,63315990,52931660,39621691,26764563,16326986,9593766,5573486,3116798,1739728,992809,563427,322239,188664,113883,70731,44493,28102,17685,11035,6789,4117,2466,1437,810,424,217,86,31,6,0,0,0,0"
east_asia_pacific,1867,"26560,37193,52321,77283,122079,207396,376235,730632,1494566,3066497,6058532,11369177,20380258,33120856,47236665,58742072,64922399,63366726,53130145,39834021,26955815,16463300,9685622,5638409,3161434,1769234,1014907,581142,335554,197810,119720,74365,46730,29431,18458,11487,7052,4273,2561,1490,843,443,227,95,33,9,0,0,0,0"
east_asia_pacific,1868,"26381,37010,52136,77069,121859,207253,376399,730483,1491722,3055925,6025396,11289629,20237123,32889952,46963636,58494081,64706859,63242999,53111910,39897232,27066931,16556695,9750963,5682204,3189047,1783480,1022564,585839,338692,199866,120995,75130,47217,29754,18674,11628,7141,4331,2596,1520,851,453,232,97,33,10,0,0,0,0"
east_asia_pacific,1869,"26215,36797,51776,76332,120253,203685,368912,714832,1459105,2985018,5876658,11014395,19771023,32327746,46512926,58273920,64731559,63496000,53482497,40246914,27380910,16788509,9901646,5770845,3236532,1805300,1032133,589210,339086,199198,120171,74443,46731,29456,18491,11532,7096,4320,2596,1521,868,457,234,99,36,12,0,0,0,0"
east_asia_pacific,1870,"26032,36564,51389,75602,118788,200624,362299,700810,1430150,2929749,5783326,10859605,19524404,32036051,46234060,58094736,64714593,63693958,53800913,40550615,27634245,16958895,10006066,5836896,3279675,1831222,1048484,601220,347891,205291,124090,76863,48199,30329,19015,11836,7274,4418,2655,1560,887,464,239,100,36,12,0,0,0,0"
east_asia_pacific,1871,"26008,36505,51324,75543,118822,200899,363218,703366,1436317,2942524,5807134,10901141,19591690,32123292,46317672,58156419,64761027,63720568,53808723,40552701,27659331,16994384,10042900,5870146,3307781,1852195,1065159,613967,356809,211095,127655,79027,49516,31120,19489,12126,7453,4530,2726,1596,912,484,246,103,38,13,0,0,0,0"
east_asia_pacific,1872,"26373,37100,52229,76803,120271,202080,363238,700981,1429192,2926783,5782209,10870518,19554321,32122641,46383396,58316085,65091522,64010416,54008771,40673896,27707010,17000918,10047529,5887398,3336203,1879090,1087308,633096,371476,221349,134199,83028,51885,32498,20285,12575,7722,4681,2809,1656,947,506,258,112,42,14,2,0,0,0"
east_asia_pacific,1873,"26207,36907,52069,76762,120444,202727,365162,705817,1439776,2947372,5817548,10933181,19671983,32305832,46664864,58691783,65540044,64271428,54088842,40671297,27656140,16936462,10001863,5871888,3346007,1896339,1105277,649953,385227,231210,140459,86713,53933,33581,20823,12844,7847,4744,2834,1665,957,509,264,114,46,13,5,0,0,0"
east_asia_pacific,1874,"26033,36701,51871,76608,120382,202852,365932,708194,1445604,2959342,5838680,10972935,19749487,32433673,46873519,58999866,65956154,64554610,54239164,40750479,27678705,16929256,9995125,5875737,3358567,1909408,1117911,660257,392105,235058,142465,87770,54517,33882,20990,12938,7907,4782,2862,1683,971,517,269,117,47,13,5,0,0,0"
east_asia_pacific,1875,"25808,36399,51530,76292,120155,202878,366288,709434,1449091,2973813,5888204,11090565,19981446,32751624,47169542,59253356,66233586,64702254,54288264,40756762,27649293,16891724,9980974,5885817,3385797,1936468,1140554,679130,407841,247095,150693,93014,57783,35894,22171,13616,8285,4992,2977,1744,1001,535,279,124,49,15,6,0,0,0"
east_asia_pacific,1876,"25640,36169,51268,76030,119847,202472,365829,709328,1450120,2977150,5896226,11111542,20033108,32856220,47358189,59547937,66641098,64985517,54451377,40847388,27692549,16918772,10013861,5923210,3421160,1962454,1158610,690128,413358,248087,149913,92074,57127,35473,21909,13463,8205,4945,2951,1730,991,533,276,123,49,14,4,0,0,0"
east_asia_pacific,1877,"25983,36740,52159,77303,121458,204120,367003,709380,1447818,2970206,5884602,11102618,20037681,32916296,47505179,59808723,67047611,65311187,54680800,40987675,27760018,16950189,10038832,5952941,3456743,1994069,1183739,706794,422238,251723,151123,92427,57231,35493,21900,13416,8145,4900,2916,1704,979,528,272,122,47,14,4,0,0,0"
east_asia_pacific,1878,"25750,36402,51678,76607,120262,201731,362118,699896,1430163,2938344,5834824,11042777,19975625,32919335,47622068,60066175,67481253,65696047,54986930,41184777,27855675,16980114,10040079,5961518,3496101,2051202,1237553,743431,443682,263459,156955,95192,58590,36195,22258,13595,8226,4938,2937,1707,979,534,273,122,47,14,3,0,0,0"
east_asia_pacific,1879,"25554,36147,51396,76313,119910,201250,361479,699349,1430259,2939905,5839996,11059954,20024658,33027472,47820483,60382363,67909373,65997292,55178923,41307101,27928944,17022226,10056007,5961500,3504059,2067964,1258994,759361,448664,262938,154730,92878,56673,34573,21040,12798,7750,4670,2786,1616,927,498,254,111,41,10,0,0,0,0"
east_asia_pacific,1880,"25213,35561,50366,74402,116087,192962,343364,660259,1351890,2788242,5570192,10672943,19490164,32494635,47530306,60404950,68354043,66732395,56122815,42133723,28464301,17340399,10237916,6068638,3581470,2125127,1303184,793097,471446,275994,161174,95906,57934,34697,20707,12488,7554,4542,2711,1571,904,484,244,109,40,5,0,0,0,0"
east_asia_pacific,1881,"24981,35235,49918,73748,114988,190806,338962,651181,1334050,2753385,5505623,10577324,19384542,32425281,47602703,60662957,68781339,67137992,56534287,42496659,28704382,17482032,10315298,6109434,3614864,2157872,1335399,821181,491699,288498,168134,99571,59993,35882,21293,12748,7678,4616,2749,1603,912,494,248,111,42,6,0,0,0,0"
