country,time,int_refg_in
chn,2007,301134
chn,2008,300978
chn,2009,301024
chn,2010,301104
chn,2011,301042
chn,2012,301290
chn,2013,301419
chn,2014,301499
chn,2015,301716
chn,2016,317901
chn,2017,322405
chn,2018,322341
chn,2019,304023
chn,2020,304148
chn,2021,304134
civ,1969,12000
civ,1970,0
civ,1971,300
civ,1972,0
civ,1973,0
civ,1974,0
civ,1975,300000
civ,1976,500070
civ,1977,0
civ,1978,0
civ,1979,0
civ,1980,0
civ,1981,0
civ,1982,0
civ,1983,450
civ,1984,650
civ,1985,810
civ,1986,880
civ,1987,800
civ,1988,800
civ,1989,480
civ,1990,272281
civ,1991,230290
civ,1992,174076
civ,1993,251578
civ,1994,360106
civ,1995,297908
civ,1996,327696
civ,1997,208509
civ,1998,151187
civ,1999,138433
civ,2000,122933
civ,2001,128560
civ,2002,45890
civ,2003,77285
civ,2004,74186
civ,2005,44060
civ,2006,29580
civ,2007,26410
civ,2008,25095
civ,2009,24815
civ,2010,26459
civ,2011,24871
civ,2012,4480
civ,2013,3566
civ,2014,2578
civ,2015,2616
civ,2016,1673
civ,2017,1927
civ,2018,2006
civ,2019,2171
civ,2020,2310
civ,2021,2342
cmr,1970,8000
cmr,1971,0
cmr,1972,0
cmr,1973,0
cmr,1974,0
cmr,1975,30000
cmr,1976,30000
cmr,1977,30000
cmr,1978,30000
cmr,1979,19990
cmr,1980,128000
cmr,1981,172710
cmr,1982,36820
cmr,1983,4190
cmr,1984,13690
cmr,1985,35150
cmr,1986,53600
cmr,1987,59190
cmr,1988,51160
cmr,1989,48630
cmr,1990,49876
cmr,1991,45237
cmr,1992,42233
cmr,1993,44013
cmr,1994,44036
cmr,1995,45781
cmr,1996,46407
cmr,1997,47057
cmr,1998,47826
cmr,1999,49227
cmr,2000,45313
cmr,2001,43763
cmr,2002,63596
cmr,2003,64258
cmr,2004,64984
cmr,2005,58808
cmr,2006,39243
cmr,2007,62286
cmr,2008,83254
cmr,2009,101263
cmr,2010,106647
cmr,2011,103657
cmr,2012,102083
cmr,2013,123068
cmr,2014,275858
cmr,2015,348326
cmr,2016,378650
cmr,2017,343147
cmr,2018,388419
cmr,2019,416324
cmr,2020,443205
cmr,2021,452160
cod,1960,150000
cod,1961,203000
cod,1962,223000
cod,1963,237000
cod,1964,236000
cod,1965,265000
cod,1966,357100
cod,1967,434100
cod,1968,475400
cod,1969,496300
cod,1970,489000
cod,1971,474250
cod,1972,495250
cod,1973,460050
cod,1974,503250
cod,1975,510000
cod,1976,515000
cod,1977,530300
cod,1978,653000
cod,1979,710480
cod,1980,611110
cod,1981,576740
cod,1982,497600
cod,1983,303500
cod,1984,337330
cod,1985,283000
cod,1986,301230
cod,1987,320000
cod,1988,340675
cod,1989,340689
cod,1990,416435
cod,1991,482959
cod,1992,391127
cod,1993,572070
cod,1994,1724365
cod,1995,1433760
cod,1996,675972
cod,1997,297536
cod,1998,240214
cod,1999,285270
cod,2000,332652
cod,2001,362313
cod,2002,333369
cod,2003,234474
cod,2004,199671
cod,2005,204480
cod,2006,208464
cod,2007,177486
cod,2008,155167
cod,2009,186446
cod,2010,167253
cod,2011,153879
cod,2012,66927
cod,2013,114810
cod,2014,120934
cod,2015,384073
cod,2016,453281
cod,2017,537896
cod,2018,534835
cod,2019,526925
cod,2020,491723
cod,2021,536414
cog,1967,0
cog,1968,0
cog,1969,500
cog,1970,500
cog,1971,0
cog,1972,0
cog,1973,0
cog,1974,10000
cog,1975,5000
cog,1976,0
cog,1977,0
cog,1978,150
cog,1979,0
cog,1980,0
cog,1981,0
cog,1982,0
cog,1983,1000
cog,1984,1000
cog,1985,1200
cog,1986,1580
cog,1987,2120
cog,1988,2160
cog,1989,3401
cog,1990,2990
cog,1991,3395
cog,1992,3385
cog,1993,13646
cog,1994,15522
cog,1995,19404
cog,1996,20451
cog,1997,20700
cog,1998,27176
cog,1999,39870
cog,2000,124065
cog,2001,121582
cog,2002,111955
cog,2003,94584
cog,2004,71766
cog,2005,69557
cog,2006,60075
cog,2007,43263
cog,2008,28021
cog,2009,116318
cog,2010,138617
cog,2011,144232
cog,2012,101761
cog,2013,53677
cog,2014,58034
cog,2015,49292
cog,2016,53126
cog,2017,55601
cog,2018,46667
cog,2019,40085
cog,2020,40719
cog,2021,52072
col,1970,1500
col,1971,1400
col,1972,1350
col,1973,1450
col,1974,1200
col,1975,0
col,1976,0
col,1977,1800
col,1978,1500
col,1979,2000
col,1980,2000
col,1981,1800
col,1982,150
col,1983,210
col,1984,330
col,1985,400
col,1986,240
col,1987,680
col,1988,720
col,1989,700
col,1990,460
col,1991,450
col,1992,478
col,1993,296
col,1994,312
col,1995,220
col,1996,222
col,1997,223
col,1998,226
col,1999,232
col,2000,256
col,2001,231
col,2002,215
col,2003,204
col,2004,174
col,2005,187
col,2006,209
col,2007,247
col,2008,236
col,2009,302
col,2010,363
col,2011,323
col,2012,274
col,2013,265
col,2014,352
col,2015,317
col,2016,609
col,2017,785
col,2018,1174697
col,2019,1780965
col,2020,1750427
col,2021,1774490
com,1989,0
com,1990,0
com,1991,0
com,1992,0
com,1993,0
com,1994,0
com,1995,0
com,1996,0
com,1997,0
com,1998,0
com,1999,9
com,2000,13
com,2001,12
com,2002,0
com,2003,0
com,2004,0
com,2005,0
com,2006,0
com,2007,0
com,2008,0
com,2009,0
com,2010,0
com,2011,0
com,2012,0
com,2013,0
com,2014,0
com,2015,0
com,2016,0
com,2017,0
com,2018,0
com,2019,0
com,2020,0
com,2021,0
cpv,1966,0
cpv,1967,0
cpv,1968,0
cpv,1969,0
cpv,1970,0
cpv,1971,0
cpv,1972,0
cpv,1973,0
cpv,1974,0
cpv,1975,0
cpv,1976,0
cpv,1977,0
cpv,1978,0
cpv,1979,0
cpv,1980,0
cpv,1981,0
cpv,1982,0
cpv,1983,0
cpv,1984,0
cpv,1985,0
cpv,1986,0
cpv,1987,0
cpv,1988,0
cpv,1989,0
cpv,1990,0
cpv,1991,5
cpv,1992,0
cpv,1993,0
cpv,1994,0
cpv,1995,0
cpv,1996,0
cpv,1997,0
cpv,1998,0
cpv,1999,0
cpv,2000,0
cpv,2001,0
cpv,2002,0
cpv,2003,0
cpv,2004,0
cpv,2005,0
cpv,2006,0
cpv,2007,0
cpv,2008,0
cpv,2009,0
cpv,2010,0
cpv,2011,0
cpv,2012,0
cpv,2013,0
cpv,2014,0
cpv,2015,0
cpv,2016,0
cpv,2017,0
cpv,2018,0
cpv,2019,0
cpv,2020,0
cpv,2021,0
cri,1972,700
cri,1973,0
cri,1974,200
cri,1975,0
cri,1976,0
cri,1977,3500
cri,1978,133000
cri,1979,18610
cri,1980,10060
cri,1981,15000
cri,1982,16360
cri,1983,16910
cri,1984,16910
cri,1985,24000
cri,1986,31200
cri,1987,31600
cri,1988,278800
cri,1989,278800
cri,1990,276210
cri,1991,117492
cri,1992,114392
cri,1993,24834
cri,1994,24630
cri,1995,24226
cri,1996,23176
cri,1997,23114
cri,1998,22986
cri,1999,22903
cri,2000,6608
cri,2001,10692
cri,2002,12518
cri,2003,13587
cri,2004,10636
cri,2005,11476
cri,2006,11847
cri,2007,17679
cri,2008,18560
cri,2009,19676
cri,2010,19863
cri,2011,20495
cri,2012,21059
cri,2013,21147
cri,2014,22477
cri,2015,6862
cri,2016,7788
cri,2017,11907
cri,2018,37126
cri,2019,114502
cri,2020,121738
cri,2021,127246
cub,1969,0
cub,1970,0
cub,1971,0
cub,1972,0
cub,1973,0
cub,1974,1300
cub,1975,0
cub,1976,0
cub,1977,2600
cub,1978,4000
cub,1979,3060
cub,1980,2970
cub,1981,2000
cub,1982,2000
cub,1983,2000
cub,1984,2000
cub,1985,2000
cub,1986,2000
cub,1987,2000
cub,1988,2000
cub,1989,3990
cub,1990,3988
cub,1991,0
cub,1992,5092
cub,1993,3611
cub,1994,1993
cub,1995,1831
cub,1996,1700
cub,1997,1274
cub,1998,1065
cub,1999,956
cub,2000,963
cub,2001,1045
cub,2002,1001
cub,2003,838
cub,2004,791
cub,2005,723
cub,2006,676
cub,2007,626
cub,2008,529
cub,2009,445
cub,2010,417
cub,2011,381
cub,2012,371
cub,2013,377
cub,2014,282
cub,2015,323
cub,2016,340
cub,2017,358
cub,2018,311
cub,2019,265
cub,2020,232
cub,2021,212
cyp,1968,200
cyp,1969,200
cyp,1970,200
cyp,1971,200
cyp,1972,200
cyp,1973,0
cyp,1974,0
cyp,1975,0
cyp,1976,0
cyp,1977,700
cyp,1978,0
cyp,1979,0
cyp,1980,0
cyp,1981,0
cyp,1982,0
cyp,1983,0
cyp,1984,0
cyp,1985,0
cyp,1986,0
cyp,1987,0
cyp,1988,60
cyp,1989,0
cyp,1990,31
cyp,1991,61
cyp,1992,80
cyp,1993,81
cyp,1994,67
cyp,1995,53
cyp,1996,45
cyp,1997,38
cyp,1998,77
cyp,1999,112
cyp,2000,561
cyp,2001,1939
cyp,2002,2197
cyp,2003,5404
cyp,2004,10520
cyp,2005,13754
cyp,2006,13417
cyp,2007,13073
cyp,2008,9461
cyp,2009,7891
cyp,2010,8782
cyp,2011,6540
cyp,2012,6251
cyp,2013,6508
cyp,2014,7556
cyp,2015,9272
cyp,2016,11527
cyp,2017,15006
cyp,2018,21269
cyp,2019,31110
cyp,2020,34480
cyp,2021,37060
cze,1970,0
cze,1971,0
cze,1972,0
cze,1973,0
cze,1974,0
cze,1975,0
cze,1976,0
cze,1977,0
cze,1978,0
cze,1979,0
cze,1980,0
cze,1981,0
cze,1982,0
cze,1983,0
cze,1984,0
cze,1985,0
cze,1986,0
cze,1987,0
cze,1988,0
cze,1989,0
cze,1990,0
cze,1991,691
cze,1992,9399
cze,1993,188
cze,1994,1186
cze,1995,2655
cze,1996,2266
cze,1997,1731
cze,1998,1805
cze,1999,1232
cze,2000,6201
cze,2001,12803
cze,2002,8941
cze,2003,5253
cze,2004,2737
cze,2005,2726
cze,2006,4760
cze,2007,4195
cze,2008,3517
cze,2009,3534
cze,2010,3455
cze,2011,3333
cze,2012,3346
cze,2013,3258
cze,2014,3588
cze,2015,4294
cze,2016,4409
cze,2017,4439
cze,2018,4096
cze,2019,3686
cze,2020,3456
cze,2021,3066
deu,1951,265000
deu,1952,240000
deu,1953,228000
deu,1954,225000
deu,1955,219000
deu,1956,221000
deu,1957,217000
deu,1958,212000
deu,1959,205000
deu,1960,197000
deu,1961,190000
deu,1962,185000
deu,1963,182000
deu,1964,180000
deu,1965,180000
deu,1966,140000
deu,1967,112000
deu,1968,110000
deu,1969,113000
deu,1970,115000
deu,1971,125000
deu,1972,125000
deu,1973,125000
deu,1974,123000
deu,1975,122000
deu,1976,122000
deu,1977,120000
deu,1978,83500
deu,1979,87000
deu,1980,94000
deu,1981,100000
deu,1982,100000
deu,1983,115000
deu,1984,126600
deu,1985,475000
deu,1986,547900
deu,1987,596200
deu,1988,610200
deu,1989,628500
deu,1990,816000
deu,1991,821500
deu,1992,1236000
deu,1993,1418000
deu,1994,1354600
deu,1995,1267900
deu,1996,1266000
deu,1997,1049000
deu,1998,949200
deu,1999,975500
deu,2000,976234
deu,2001,988493
deu,2002,1143976
deu,2003,1088435
deu,2004,962738
deu,2005,771594
deu,2006,658188
deu,2007,612880
deu,2008,615982
deu,2009,632662
deu,2010,646180
deu,2011,634326
deu,2012,675242
deu,2013,323060
deu,2014,443103
deu,2015,736668
deu,2016,1256774
deu,2017,1399622
deu,2018,1433074
deu,2019,1457639
deu,2020,1453753
deu,2021,1467641
dji,1977,8000
dji,1978,20000
dji,1979,28800
dji,1980,45310
dji,1981,31800
dji,1982,34200
dji,1983,29170
dji,1984,16770
dji,1985,17280
dji,1986,16720
dji,1987,13140
dji,1988,1272
dji,1989,31409
dji,1990,77606
dji,1991,96144
dji,1992,28000
dji,1993,34065
dji,1994,33410
dji,1995,27310
dji,1996,25080
dji,1997,23589
dji,1998,23577
dji,1999,23266
dji,2000,23645
dji,2001,23636
dji,2002,22157
dji,2003,28685
dji,2004,18033
dji,2005,10472
dji,2006,9271
dji,2007,7137
dji,2008,9654
dji,2009,13018
dji,2010,15829
dji,2011,22240
dji,2012,22229
dji,2013,23802
dji,2014,24357
dji,2015,22008
dji,2016,25741
dji,2017,26910
dji,2018,28772
dji,2019,30863
dji,2020,32004
dji,2021,33564
dma,2000,0
dma,2001,0
dma,2002,0
dma,2003,0
dma,2004,0
dma,2005,0
dma,2006,0
dma,2007,0
dma,2008,0
dma,2009,0
dma,2010,0
dma,2011,0
dma,2012,0
dma,2013,0
dma,2014,0
dma,2015,0
dma,2016,0
dma,2017,0
dma,2018,0
dma,2019,0
dma,2020,0
dma,2021,0
dnk,1951,2000
dnk,1952,1800
dnk,1953,1600
dnk,1954,1400
dnk,1955,1300
dnk,1956,2500
dnk,1957,2500
dnk,1958,2500
dnk,1959,2400
dnk,1960,2300
dnk,1961,2200
dnk,1962,2200
dnk,1963,2200
dnk,1964,0
dnk,1965,0
dnk,1966,0
dnk,1967,0
dnk,1968,0
dnk,1969,0
dnk,1970,2000
dnk,1971,4400
dnk,1972,3687
dnk,1973,3687
dnk,1974,2900
dnk,1975,2125
dnk,1976,2100
dnk,1977,1764
dnk,1978,1800
dnk,1979,1800
dnk,1980,1800
dnk,1981,1800
dnk,1982,1800
dnk,1983,3600
dnk,1984,8500
dnk,1985,8500
dnk,1986,23000
dnk,1987,30000
dnk,1988,27310
dnk,1989,30726
dnk,1990,32887
dnk,1991,36100
dnk,1992,39124
dnk,1993,44570
dnk,1994,49564
dnk,1995,64850
dnk,1996,66371
dnk,1997,68106
dnk,1998,68996
dnk,1999,68982
dnk,2000,77143
dnk,2001,78853
dnk,2002,78197
dnk,2003,71870
dnk,2004,66125
dnk,2005,44862
dnk,2006,37086
dnk,2007,27316
dnk,2008,23870
dnk,2009,21486
dnk,2010,21241
dnk,2011,14801
dnk,2012,13336
dnk,2013,14758
dnk,2014,22035
dnk,2015,30243
dnk,2016,40502
dnk,2017,39897
dnk,2018,39298
dnk,2019,38995
dnk,2020,37974
dnk,2021,37275
dom,1970,1000
dom,1971,1000
dom,1972,1100
dom,1973,0
dom,1974,1000
dom,1975,0
dom,1976,0
dom,1977,500
dom,1978,300
dom,1979,3300
dom,1980,3800
dom,1981,5000
dom,1982,5000
dom,1983,5000
dom,1984,5130
dom,1985,6000
dom,1986,4980
dom,1987,5000
dom,1988,4686
dom,1989,3320
dom,1990,1966
dom,1991,1571
dom,1992,510
dom,1993,1330
dom,1994,1252
dom,1995,982
dom,1996,637
dom,1997,638
dom,1998,614
dom,1999,621
dom,2000,530
dom,2001,0
dom,2002,0
dom,2003,0
dom,2004,0
dom,2005,0
dom,2006,0
dom,2007,0
dom,2008,0
dom,2009,0
dom,2010,2356
dom,2011,2378
dom,2012,1521
dom,2013,1543
dom,2014,1351
dom,2015,1365
dom,2016,1380
dom,2017,1444
dom,2018,26919
dom,2019,34541
dom,2020,114837
dom,2021,116087
dza,1970,500
dza,1971,0
dza,1972,0
dza,1973,0
dza,1974,0
dza,1975,21000
dza,1976,39580
dza,1977,52000
dza,1978,52000
dza,1979,52000
dza,1980,52000
dza,1981,167000
dza,1982,167000
dza,1983,167000
dza,1984,167000
dza,1985,174160
dza,1986,167220
dza,1987,167000
dza,1988,170000
dza,1989,169103
dza,1990,169110
dza,1991,169124
dza,1992,219314
dza,1993,219067
dza,1994,219073
dza,1995,192489
dza,1996,190267
dza,1997,170736
dza,1998,165226
dza,1999,165249
dza,2000,169963
dza,2001,169527
dza,2002,169233
dza,2003,169032
dza,2004,169053
dza,2005,94403
dza,2006,95116
dza,2007,95724
dza,2008,94993
dza,2009,94293
dza,2010,94441
dza,2011,94950
dza,2012,95852
dza,2013,95937
dza,2014,98983
dza,2015,100749
dza,2016,99920
dza,2017,100601
dza,2018,103251
dza,2019,100324
dza,2020,99775
dza,2021,100092
ecu,1972,200
ecu,1973,0
ecu,1974,200
ecu,1975,0
ecu,1976,0
ecu,1977,200
ecu,1978,0
ecu,1979,600
ecu,1980,700
ecu,1981,640
ecu,1982,680
ecu,1983,770
ecu,1984,870
ecu,1985,890
ecu,1986,800
ecu,1987,710
ecu,1988,755
ecu,1989,757
ecu,1990,510
ecu,1991,280
ecu,1992,204
ecu,1993,232
ecu,1994,238
ecu,1995,204
ecu,1996,213
ecu,1997,218
ecu,1998,244
ecu,1999,309
ecu,2000,1745
ecu,2001,4174
ecu,2002,5863
ecu,2003,8921
ecu,2004,10068
ecu,2005,12520
ecu,2006,17283
ecu,2007,292263
ecu,2008,135268
ecu,2009,167125
ecu,2010,171096
ecu,2011,144941
ecu,2012,138346
ecu,2013,134741
ecu,2014,133712
ecu,2015,133094
ecu,2016,127390
ecu,2017,104300
ecu,2018,374859
ecu,2019,503607
ecu,2020,532360
ecu,2021,508668
egy,1964,470
egy,1965,5000
egy,1966,0
egy,1967,0
egy,1968,0
egy,1969,4800
egy,1970,5000
egy,1971,5020
egy,1972,7370
egy,1973,2600
egy,1974,4000
egy,1975,4000
egy,1976,4000
egy,1977,4510
egy,1978,5000
egy,1979,4850
egy,1980,1440
egy,1981,1580
egy,1982,5500
egy,1983,35000
egy,1984,5500
egy,1985,1090
egy,1986,1080
egy,1987,1150
egy,1988,1620
egy,1989,1740
egy,1990,1991
egy,1991,2245
egy,1992,5509
egy,1993,6709
egy,1994,7218
egy,1995,5401
egy,1996,6026
egy,1997,6486
egy,1998,6276
egy,1999,6553
egy,2000,18004
egy,2001,22867
egy,2002,92573
egy,2003,94135
egy,2004,99076
egy,2005,99937
egy,2006,104369
egy,2007,112415
egy,2008,112504
egy,2009,107817
egy,2010,109327
egy,2011,113993
egy,2012,126861
egy,2013,253220
egy,2014,261688
egy,2015,250627
egy,2016,263359
egy,2017,289204
egy,2018,314914
egy,2019,328233
egy,2020,329272
egy,2021,334985
eri,1979,0
eri,1980,0
eri,1981,0
eri,1982,0
eri,1983,0
eri,1984,0
eri,1985,0
eri,1986,0
eri,1987,0
eri,1988,0
eri,1989,0
eri,1990,0
eri,1991,0
eri,1992,0
eri,1993,5
eri,1994,704
eri,1995,1081
eri,1996,2105
eri,1997,2606
eri,1998,2501
eri,1999,2972
eri,2000,1984
eri,2001,2272
eri,2002,3624
eri,2003,4090
eri,2004,4691
eri,2005,6007
eri,2006,6622
eri,2007,7058
eri,2008,4990
eri,2009,4886
eri,2010,4944
eri,2011,4726
eri,2012,3617
eri,2013,3171
eri,2014,2898
eri,2015,2549
eri,2016,2350
eri,2017,2392
eri,2018,2252
eri,2019,199
eri,2020,201
eri,2021,121
esp,1951,2000
esp,1952,0
esp,1953,0
esp,1954,2000
esp,1955,0
esp,1956,0
esp,1957,0
esp,1958,0
esp,1959,0
esp,1960,0
esp,1961,2000
esp,1962,2000
esp,1963,2000
esp,1964,14000
esp,1965,14000
esp,1966,17000
esp,1967,20000
esp,1968,20000
esp,1969,23000
esp,1970,29500
esp,1971,38000
esp,1972,40000
esp,1973,26000
esp,1974,18000
esp,1975,16000
esp,1976,16500
esp,1977,15000
esp,1978,15000
esp,1979,26000
esp,1980,21500
esp,1981,21500
esp,1982,23500
esp,1983,23700
esp,1984,9900
esp,1985,9300
esp,1986,10200
esp,1987,9200
esp,1988,8691
esp,1989,8676
esp,1990,8303
esp,1991,4005
esp,1992,4040
esp,1993,4990
esp,1994,5351
esp,1995,5840
esp,1996,5672
esp,1997,5512
esp,1998,5918
esp,1999,6708
esp,2000,6982
esp,2001,6804
esp,2002,6783
esp,2003,5912
esp,2004,5690
esp,2005,5369
esp,2006,5269
esp,2007,5143
esp,2008,4649
esp,2009,7240
esp,2010,6502
esp,2011,6890
esp,2012,7292
esp,2013,8970
esp,2014,13305
esp,2015,17470
esp,2016,33343
esp,2017,52407
esp,2018,99122
esp,2019,190781
esp,2020,207009
esp,2021,206843
est,1992,0
est,1993,0
est,1994,0
est,1995,0
est,1996,0
est,1997,0
est,1998,0
est,1999,0
est,2000,10
est,2001,26
est,2002,11
est,2003,6
est,2004,16
est,2005,0
est,2006,5
est,2007,11
est,2008,21
est,2009,35
est,2010,36
est,2011,39
est,2012,48
est,2013,67
est,2014,166
est,2015,231
est,2016,355
est,2017,441
est,2018,349
est,2019,364
est,2020,282
est,2021,303
eth,1967,0
eth,1968,20000
eth,1969,20000
eth,1970,21000
eth,1971,22730
eth,1972,16200
eth,1973,5400
eth,1974,5910
eth,1975,11150
eth,1976,10690
eth,1977,10940
eth,1978,10930
eth,1979,10930
eth,1980,10930
eth,1981,5450
eth,1982,5550
eth,1983,31370
eth,1984,180480
eth,1985,180400
eth,1986,132400
eth,1987,310500
eth,1988,679532
eth,1989,710166
eth,1990,773764
eth,1991,529620
eth,1992,431824
eth,1993,272632
eth,1994,348074
eth,1995,393479
eth,1996,390528
eth,1997,323064
eth,1998,262158
eth,1999,257683
eth,2000,197993
eth,2001,152554
eth,2002,132951
eth,2003,130279
eth,2004,116021
eth,2005,101021
eth,2006,97287
eth,2007,85357
eth,2008,85229
eth,2009,124321
eth,2010,155302
eth,2011,290179
eth,2012,377225
eth,2013,434863
eth,2014,663640
eth,2015,738207
eth,2016,793579
eth,2017,892005
eth,2018,905362
eth,2019,734800
eth,2020,802355
eth,2021,785006
fin,1984,500
fin,1985,500
fin,1986,500
fin,1987,800
fin,1988,1065
fin,1989,2000
fin,1990,2348
fin,1991,4561
fin,1992,5950
fin,1993,8511
fin,1994,9511
fin,1995,10191
fin,1996,11382
fin,1997,12017
fin,1998,12288
fin,1999,12866
fin,2000,14571
fin,2001,12726
fin,2002,12485
fin,2003,10835
fin,2004,11309
fin,2005,11801
fin,2006,12939
fin,2007,6913
fin,2008,9357
fin,2009,11211
fin,2010,10796
fin,2011,11432
fin,2012,11777
fin,2013,12746
fin,2014,13517
fin,2015,37032
fin,2016,23961
fin,2017,23894
fin,2018,25551
fin,2019,32177
fin,2020,29744
fin,2021,29054
fji,1992,0
fji,1993,0
fji,1994,0
fji,1995,9
fji,1996,7
fji,1997,0
fji,1998,0
fji,1999,0
fji,2000,0
fji,2001,0
fji,2002,0
fji,2003,0
fji,2004,0
fji,2005,0
fji,2006,0
fji,2007,0
fji,2008,5
fji,2009,5
fji,2010,5
fji,2011,5
fji,2012,7
fji,2013,7
fji,2014,18
fji,2015,13
fji,2016,7
fji,2017,17
fji,2018,17
fji,2019,22
fji,2020,19
fji,2021,18
fra,1951,290000
fra,1952,280000
fra,1953,270000
fra,1954,263000
fra,1955,345415
fra,1956,363290
fra,1957,389480
fra,1958,381152
fra,1959,387201
fra,1960,245935
fra,1961,253375
fra,1962,259740
fra,1963,174057
fra,1964,175861
fra,1965,177665
fra,1966,179468
fra,1967,177200
fra,1968,176736
fra,1969,175242
fra,1970,158543
fra,1971,141844
fra,1972,98900
fra,1973,101830
fra,1974,105538
fra,1975,109882
fra,1976,114634
fra,1977,119413
fra,1978,126229
fra,1979,119489
fra,1980,121958
fra,1981,125597
fra,1982,152223
fra,1983,164113
fra,1984,169863
fra,1985,174213
fra,1986,180258
fra,1987,179306
fra,1988,183946
fra,1989,180258
fra,1990,193000
fra,1991,174756
fra,1992,156512
fra,1993,166269
fra,1994,195288
fra,1995,155240
fra,1996,151331
fra,1997,146558
fra,1998,140213
fra,1999,129722
fra,2000,132508
fra,2001,166152
fra,2002,166770
fra,2003,153738
fra,2004,199198
fra,2005,178595
fra,2006,183005
fra,2007,184064
fra,2008,202702
fra,2009,236881
fra,2010,249263
fra,2011,259447
fra,2012,267750
fra,2013,284178
fra,2014,308074
fra,2015,336160
fra,2016,367291
fra,2017,400273
fra,2018,457400
fra,2019,510107
fra,2020,554192
fra,2021,539185
fsm,2002,0
fsm,2003,0
fsm,2004,0
fsm,2005,0
fsm,2006,0
fsm,2007,0
fsm,2008,0
fsm,2009,0
fsm,2010,0
fsm,2011,0
fsm,2012,0
fsm,2013,0
fsm,2014,0
fsm,2015,15
fsm,2016,5
gab,1969,4500
gab,1970,0
gab,1971,0
gab,1972,0
gab,1973,0
gab,1974,0
gab,1975,60000
gab,1976,60000
gab,1977,90000
gab,1978,60200
gab,1979,30200
gab,1980,20000
gab,1981,400
gab,1982,640
gab,1983,0
gab,1984,0
gab,1985,0
gab,1986,100
gab,1987,0
gab,1988,0
gab,1989,0
gab,1990,417
gab,1991,220
gab,1992,272
gab,1993,0
gab,1994,597
gab,1995,790
gab,1996,797
gab,1997,864
gab,1998,1127
gab,1999,15069
gab,2000,21015
gab,2001,19205
gab,2002,19132
gab,2003,19121
gab,2004,18617
gab,2005,13385
gab,2006,12548
gab,2007,13080
gab,2008,13294
gab,2009,13120
gab,2010,13135
gab,2011,4126
gab,2012,4029
gab,2013,4020
gab,2014,2891
gab,2015,2876
gab,2016,2837
gab,2017,850
gab,2018,768
gab,2019,530
gab,2020,547
gab,2021,396
gbr,1951,208000
gbr,1952,200000
gbr,1953,192000
gbr,1954,182000
gbr,1955,175000
gbr,1956,182000
gbr,1957,179000
gbr,1958,175000
gbr,1959,170000
gbr,1960,167000
gbr,1961,164000
gbr,1962,160000
gbr,1963,157000
gbr,1964,160000
gbr,1965,170000
gbr,1966,167000
gbr,1967,164000
gbr,1968,161000
gbr,1969,162000
gbr,1970,162000
gbr,1971,150000
gbr,1972,150000
gbr,1973,150000
gbr,1974,155500
gbr,1975,153000
gbr,1976,153000
gbr,1977,148000
gbr,1978,150000
gbr,1979,146000
gbr,1980,148000
gbr,1981,146000
gbr,1982,143000
gbr,1983,140000
gbr,1984,135000
gbr,1985,135000
gbr,1986,100000
gbr,1987,100000
gbr,1988,39755
gbr,1989,46014
gbr,1990,43625
gbr,1991,43368
gbr,1992,64717
gbr,1993,80230
gbr,1994,85159
gbr,1995,90908
gbr,1996,98577
gbr,1997,107933
gbr,1998,121716
gbr,1999,148921
gbr,2000,274848
gbr,2001,272189
gbr,2002,301987
gbr,2003,300414
gbr,2004,308527
gbr,2005,315664
gbr,2006,313938
gbr,2007,310502
gbr,2008,305682
gbr,2009,281756
gbr,2010,253014
gbr,2011,210355
gbr,2012,168686
gbr,2013,151131
gbr,2014,153580
gbr,2015,168904
gbr,2016,162469
gbr,2017,162175
gbr,2018,171942
gbr,2019,195030
gbr,2020,209549
gbr,2021,219401
geo,1993,0
geo,1994,0
geo,1995,100
geo,1996,95
geo,1997,161
geo,1998,19
geo,1999,5181
geo,2000,7621
geo,2001,7902
geo,2002,4194
geo,2003,3864
geo,2004,2568
geo,2005,2505
geo,2006,1382
geo,2007,1056
geo,2008,1015
geo,2009,893
geo,2010,680
geo,2011,497
geo,2012,920
geo,2013,1172
geo,2014,2098
geo,2015,2693
geo,2016,2427
geo,2017,2619
geo,2018,2664
geo,2019,2466
geo,2020,3062
geo,2021,3066
gha,1961,0
gha,1962,0
gha,1963,0
gha,1964,0
gha,1965,0
gha,1966,0
gha,1967,0
gha,1968,0
gha,1969,20000
gha,1970,0
gha,1971,70
gha,1972,0
gha,1973,0
gha,1974,0
gha,1975,130
gha,1976,180
gha,1977,170
gha,1978,70
gha,1979,300
gha,1980,0
gha,1981,0
gha,1982,100
gha,1983,90
gha,1984,90
gha,1985,120
gha,1986,160
gha,1987,150
gha,1988,140
gha,1989,80
gha,1990,8123
gha,1991,8128
gha,1992,12114
gha,1993,150095
gha,1994,113665
gha,1995,83201
gha,1996,35613
gha,1997,22853
gha,1998,14558
gha,1999,13256
gha,2000,13154
gha,2001,14176
gha,2002,42264
gha,2003,48030
gha,2004,48062
gha,2005,59035
gha,2006,50529
gha,2007,35402
gha,2008,18696
gha,2009,14250
gha,2010,14576
gha,2011,26225
gha,2012,18615
gha,2013,20519
gha,2014,21082
gha,2015,19254
gha,2016,13231
gha,2017,13456
gha,2018,13208
gha,2019,13464
gha,2020,13917
gha,2021,14267
gin,1971,0
gin,1972,0
gin,1973,0
gin,1974,0
gin,1975,0
gin,1976,0
